Chain LastFrame_RMSD_Angstrom
  1       2.0048
  2       1.9501
  3       1.2791
  4       1.1804
  5       1.8434
  6       1.2159
  7       3.3471
  8       0.6083
  9       2.1342
 10       1.4635
 11       1.3206
 12       0.9907
 13       1.7378
 14       1.0891
 15       1.2883
 16       2.6378
 17       0.9364
 18       1.4371
 19       2.0077
 20       0.7878
 21       1.9240
 22       1.4177
 23       1.0409
 24       3.0713
 25       1.9635
 26       1.8902
 27       1.3582
 28       1.9433
 29       1.6302
 30       1.3624
 31       2.1066
 32       2.0190
 33       1.0428
 34       1.8037
 35       1.8398
 36       1.3455
 37       2.4453
 38       2.1244
 39       2.5807
 40       1.7222
 41       1.7707
 42       1.2744
 43       1.4389
 44       0.7932
