     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
         2.4452                  0.1307             328.0           6261.2160     7036.5456     -775.3296
         2.5341                  0.1355             325.9           6159.6481     7003.5840     -843.9359
         2.6230                  0.1402             325.2           5938.3183     6992.0928    -1053.7745
         2.7123                  0.1450             320.7           5548.6176     6921.9360    -1373.3184
         2.8015                  0.1497             317.7           5645.9903     6873.2496    -1227.2593
         2.8905                  0.1545             313.6           5460.1729     6808.5360    -1348.3631
         2.9796                  0.1593             328.0           5638.0123     7037.7552    -1399.7429
         3.0000                  0.1603             312.4           5691.5894     6789.1824    -1097.5930
         3.0891                  0.1765             330.2           5865.5252     7072.5312    -1207.0060
         3.1783                  0.1816             316.1           5588.4535     6848.1504    -1259.6969
         3.2673                  0.1867             323.6           5676.3121     6967.9008    -1291.5887
         3.3563                  0.1918             317.9           5859.3599     6876.2736    -1016.9137
         3.4452                  0.1968             312.0           5860.1274     6783.4368     -923.3094
         3.5341                  0.2019             328.6           5704.8375     7046.2224    -1341.3849
         3.6232                  0.2070             309.8           5536.0885     6748.3584    -1212.2699
         3.7121                  0.2121             334.8           6224.7408     7144.2000     -919.4592
         3.8011                  0.2172             301.6           5312.7924     6617.7216    -1304.9292
         3.8902                  0.2223             331.7           5889.2820     7095.8160    -1206.5340
         3.9792                  0.2274             307.5           5575.3953     6711.7680    -1136.3727
         4.0000                  0.2286             315.7           5688.7272     6842.7072    -1153.9800
         4.0890                  0.2524             328.6           5891.4960     7046.8272    -1155.3312
         4.1779                  0.2579             315.6           5965.8276     6839.9856     -874.1580
         4.2668                  0.2634             324.9           5975.6751     6988.7664    -1013.0913
         4.3559                  0.2688             323.5           5998.3081     6966.0864     -967.7783
         4.4449                  0.2743             311.0           5588.7293     6767.4096    -1178.6803
         4.5340                  0.2798             326.0           5892.3481     7005.3984    -1113.0503
         4.6230                  0.2853             330.3           5706.1841     7073.7408    -1367.5567
         4.7121                  0.2908             311.9           5706.1210     6782.2272    -1076.1062
         4.8012                  0.2963             329.4           5673.9904     7059.8304    -1385.8400
         4.8901                  0.3018             319.9           5739.3942     6908.3280    -1168.9338
         4.9791                  0.3073             318.4           5324.0083     6884.1360    -1560.1277
         5.0000                  0.3086             327.5           5366.4577     7028.9856    -1662.5279
         5.0891                  0.3251             326.5           5566.4339     7013.8656    -1447.4317
         5.1780                  0.3308             317.1           5358.5560     6864.4800    -1505.9240
         5.2671                  0.3365             320.0           5578.7022     6909.8400    -1331.1378
         5.3564                  0.3422             319.5           5632.8924     6901.6752    -1268.7828
         5.4456                  0.3479             320.0           5474.6094     6909.5376    -1434.9282
         5.5347                  0.3535             329.1           5680.5759     7054.6896    -1374.1137
         5.6239                  0.3592             320.5           5457.3334     6917.7024    -1460.3690
         5.7130                  0.3649             328.2           5869.1501     7040.7792    -1171.6291
         5.8021                  0.3706             328.1           5783.8747     7039.2672    -1255.3925
         5.8912                  0.3763             332.8           5989.9645     7112.7504    -1122.7859
         5.9802                  0.3820             320.9           5204.2806     6924.0528    -1719.7722
         6.0000                  0.3832             325.4           5246.4887     6996.6288    -1750.1401
         6.0890                  0.4036             321.7           5446.9423     6936.7536    -1489.8113
         6.1781                  0.4095             327.0           5568.2634     7020.5184    -1452.2550
         6.2670                  0.4154             322.0           5882.9026     6941.2896    -1058.3870
         6.3561                  0.4213             324.5           5583.1148     6982.1136    -1398.9988
         6.4452                  0.4272             321.4           5457.8561     6932.8224    -1474.9663
         6.5342                  0.4331             318.2           5693.3015     6882.0192    -1188.7177
         6.6232                  0.4390             307.9           5549.3761     6718.1184    -1168.7423
         6.7123                  0.4449             333.4           5716.6569     7122.4272    -1405.7703
         6.8013                  0.4508             327.3           5688.6013     7025.9616    -1337.3603
         6.8906                  0.4567             317.1           5575.5162     6865.0848    -1289.5686
         6.9796                  0.4626             318.2           5799.2389     6881.1120    -1081.8731
         7.0000                  0.4640             321.2           5649.4151     6929.1936    -1279.7785
         7.0889                  0.4891             309.6           5538.5607     6745.0320    -1206.4713
         7.1777                  0.4952             318.1           5590.6678     6879.9024    -1289.2346
         7.2666                  0.5013             308.5           5412.2482     6727.1904    -1314.9422
         7.3560                  0.5075             328.2           5500.0659     7040.7792    -1540.7133
         7.4450                  0.5136             312.2           5527.2536     6787.0656    -1259.8120
         7.5338                  0.5198             307.5           5400.7054     6712.6752    -1311.9698
         7.6228                  0.5259             316.6           5406.6318     6856.0128    -1449.3810
         7.7120                  0.5321             307.4           5441.0365     6709.9536    -1268.9171
         7.8010                  0.5382             324.0           5445.0158     6973.6464    -1528.6306
         7.8900                  0.5443             336.3           5972.4929     7168.0896    -1195.5967
         7.9792                  0.5505             313.3           5820.4693     6804.6048     -984.1355
         8.0000                  0.5519             321.1           6096.3495     6927.0768     -830.7273
         8.0889                  0.5829             329.0           5701.9097     7052.8752    -1350.9655
         8.1781                  0.5893             312.8           5478.1462     6796.7424    -1318.5962
         8.2671                  0.5957             311.7           5535.3640     6778.2960    -1242.9320
         8.3563                  0.6021             312.9           5723.8480     6797.3472    -1073.4992
         8.4453                  0.6085             314.5           5846.1789     6822.4464     -976.2675
         8.5343                  0.6150             313.0           5676.1640     6798.8592    -1122.6952
         8.6234                  0.6214             315.3           5703.2479     6835.4496    -1132.2017
         8.7123                  0.6278             319.0           5747.5349     6894.4176    -1146.8827
         8.8012                  0.6342             331.6           6105.9860     7094.6064     -988.6204
         8.8903                  0.6406             320.6           5630.0897     6919.2144    -1289.1247
         8.9795                  0.6470             318.1           5802.6532     6880.8096    -1078.1564
         9.0000                  0.6485             319.0           5801.4313     6894.7200    -1093.2887
         9.0892                  0.7039             321.1           5834.4087     6927.9840    -1093.5753
         9.1784                  0.7108             329.4           5953.7692     7058.9232    -1105.1540
         9.2673                  0.7177             323.9           5958.2604     6971.8320    -1013.5716
         9.3564                  0.7246             307.5           5709.3561     6712.0704    -1002.7143
         9.4455                  0.7315             320.5           5797.7482     6917.7024    -1119.9542
         9.5344                  0.7384             324.1           5618.9437     6976.0656    -1357.1219
         9.6233                  0.7453             311.1           5375.0059     6769.2240    -1394.2181
         9.7124                  0.7522             317.7           5484.1320     6874.4592    -1390.3272
         9.8014                  0.7591             336.5           5739.3808     7172.3232    -1432.9424
         9.8905                  0.7660             315.1           5447.5094     6833.3328    -1385.8234
         9.9796                  0.7729             320.8           5834.9414     6922.8432    -1087.9018
        10.0000                  0.7745             320.8           5788.9519     6922.2384    -1133.2865
        10.0887                  0.7814             321.4           6085.4931     6931.9152     -846.4221
        10.1778                  0.7883             305.0           5731.3546     6672.7584     -941.4038
        10.2668                  0.7952             324.5           5840.2815     6980.9040    -1140.6225
        10.3560                  0.8021             328.1           6070.2081     7038.3600     -968.1519
        10.4450                  0.8090             334.9           6111.5395     7147.2240    -1035.6845
        10.5337                  0.8158             311.8           5704.7148     6780.4128    -1075.6980
        10.6229                  0.8227             323.7           5781.1582     6968.2032    -1187.0450
        10.7120                  0.8296             318.4           5551.0622     6885.6480    -1334.5858
        10.8010                  0.8365             320.6           5675.0677     6919.2144    -1244.1467
        10.8899                  0.8434             307.3           5492.5576     6709.6512    -1217.0936
        10.9790                  0.8503             319.0           5684.9004     6894.1152    -1209.2148
        11.0000                  0.8520             344.4           6034.3368     7296.6096    -1262.2728
        11.0890                  0.8589             316.7           5455.5168     6858.7344    -1403.2176
        11.1780                  0.8657             329.1           5826.8627     7054.0848    -1227.2221
        11.2668                  0.8726             310.0           5556.2218     6751.0800    -1194.8582
        11.3559                  0.8795             323.3           5768.2126     6963.0624    -1194.8498
        11.4448                  0.8864             312.7           5581.4289     6794.3232    -1212.8943
        11.5337                  0.8933             314.5           5457.8759     6822.4464    -1364.5705
        11.6228                  0.9002             328.0           5888.8956     7036.8480    -1147.9524
        11.7118                  0.9071             329.2           6233.2384     7056.5040     -823.2656
        11.8009                  0.9140             309.8           5832.2817     6748.0560     -915.7743
        11.8899                  0.9209             322.7           5861.5910     6953.6880    -1092.0970
        11.9789                  0.9278             322.1           5716.3602     6943.7088    -1227.3486
        12.0000                  0.9294             321.1           5602.4401     6928.2864    -1325.8463
        12.0890                  0.9363             310.2           5442.7473     6755.6160    -1312.8687
        12.1783                  0.9432             322.9           5536.4624     6955.8048    -1419.3424
        12.2676                  0.9501             323.0           5576.3983     6958.2240    -1381.8257
        12.3565                  0.9570             313.6           5287.3056     6809.4432    -1522.1376
        12.4457                  0.9639             310.6           5356.8816     6761.3616    -1404.4800
        12.5347                  0.9708             328.8           5735.2378     7050.4560    -1315.2182
        12.6237                  0.9777             318.4           5598.1951     6884.1360    -1285.9409
        12.7129                  0.9846             327.6           5509.5495     7030.8000    -1521.2505
        12.8024                  0.9915             332.2           5312.7265     7103.6784    -1790.9519
        12.8916                  0.9984             331.5           5543.9364     7093.3968    -1549.4604
        12.9808                  1.0053             324.3           5737.0074     6979.0896    -1242.0822
        13.0000                  1.0068             314.3           5617.6909     6820.6320    -1202.9411
        13.0892                  1.0137             313.4           5643.2413     6805.8144    -1162.5731
        13.1781                  1.0206             319.2           5437.7573     6897.7440    -1459.9867
        13.2672                  1.0275             315.4           5764.9312     6837.2640    -1072.3328
        13.3565                  1.0344             338.1           5884.3319     7197.7248    -1313.3929
        13.4457                  1.0413             325.1           5655.7597     6991.1856    -1335.4259
        13.5347                  1.0481             327.3           5822.8446     7025.6592    -1202.8146
        13.6237                  1.0550             315.3           5675.7671     6836.0544    -1160.2873
        13.7131                  1.0619             322.0           5487.2620     6941.2896    -1454.0276
        13.8023                  1.0688             331.1           5882.9331     7086.7440    -1203.8109
        13.8913                  1.0757             327.9           5860.9526     7035.9408    -1174.9882
        13.9803                  1.0826             327.4           5905.5562     7027.1712    -1121.6150
        14.0000                  1.0842             328.6           5748.9080     7046.2224    -1297.3144
        14.0891                  1.0910             314.6           5505.7805     6823.9584    -1318.1779
        14.1780                  1.0979             325.0           5953.7616     6989.9760    -1036.2144
        14.2668                  1.1048             316.4           5742.2747     6852.6864    -1110.4117
        14.3557                  1.1117             325.3           5903.1071     6994.5120    -1091.4049
        14.4449                  1.1186             316.9           5735.4496     6860.5488    -1125.0992
        14.5338                  1.1255             332.1           5859.5205     7102.1664    -1242.6459
        14.6227                  1.1324             306.7           5641.5260     6698.7648    -1057.2388
        14.7116                  1.1393             320.6           5541.2143     6919.2144    -1378.0001
        14.8006                  1.1462             307.3           5675.0061     6708.7440    -1033.7379
        14.8897                  1.1531             316.3           5692.5260     6852.3840    -1159.8580
        14.9785                  1.1600             324.7           5877.7303     6985.1376    -1107.4073
        15.0000                  1.1617             324.9           5812.8775     6987.8592    -1174.9817
        15.0892                  1.1686             317.1           5619.4441     6864.7824    -1245.3383
        15.1784                  1.1755             327.1           5583.1454     7023.5424    -1440.3970
        15.2675                  1.1824             323.2           5633.7272     6960.6432    -1326.9160
        15.3567                  1.1892             316.3           5450.7489     6852.3840    -1401.6351
        15.4460                  1.1961             312.2           5231.4759     6787.3680    -1555.8921
        15.5349                  1.2030             310.9           5284.3478     6765.8976    -1481.5498
        15.6241                  1.2099             322.5           5738.1719     6950.0592    -1211.8873
        15.7132                  1.2168             328.6           5490.2078     7046.2224    -1556.0146
        15.8021                  1.2237             319.1           5505.6346     6895.6272    -1389.9926
        15.8913                  1.2306             314.4           5042.1864     6821.5392    -1779.3528
        15.9804                  1.2375             325.8           5011.3174     7002.0720    -1990.7546
        16.0000                  1.2390             320.3           4839.1516     6915.2832    -2076.1316
        16.0890                  1.2459             313.0           5180.2114     6800.0688    -1619.8574
        16.1783                  1.2528             302.8           4867.9200     6637.9824    -1770.0624
        16.2675                  1.2597             326.4           5330.4633     7011.4464    -1680.9831
        16.3567                  1.2666             316.0           5317.6365     6846.6384    -1529.0019
        16.4458                  1.2735             316.1           5360.8644     6849.0576    -1488.1932
        16.5350                  1.2804             318.1           5432.4012     6880.5072    -1448.1060
        16.6242                  1.2873             318.7           5396.5426     6889.5792    -1493.0366
        16.7134                  1.2942             319.7           5455.9189     6906.2112    -1450.2923
        16.8027                  1.3011             324.2           5535.9985     6976.3680    -1440.3695
        16.8918                  1.3080             338.1           5552.0323     7197.7248    -1645.6925
        16.9812                  1.3149             324.3           5529.6478     6978.7872    -1449.1394
        17.0000                  1.3163             323.0           5675.6822     6957.6192    -1281.9370
        17.0892                  1.3232             331.1           5399.6848     7087.0464    -1687.3616
        17.1784                  1.3301             316.4           5100.0913     6853.2912    -1753.1999
        17.2677                  1.3370             324.3           5382.5322     6977.8800    -1595.3478
        17.3569                  1.3439             334.4           5029.8496     7138.4544    -2108.6048
        17.4461                  1.3508             312.8           5181.4064     6796.4400    -1615.0336
        17.5351                  1.3577             315.6           5240.1568     6840.5904    -1600.4336
        17.6242                  1.3646             334.5           5463.4431     7140.5712    -1677.1281
        17.7134                  1.3715             321.0           5236.1619     6926.1696    -1690.0077
        17.8024                  1.3784             310.2           5332.6313     6755.0112    -1422.3799
        17.8915                  1.3853             321.7           5735.4428     6937.3584    -1201.9156
        17.9807                  1.3922             307.1           5324.7040     6706.3248    -1381.6208
        18.0000                  1.3937             311.6           5097.7366     6777.0864    -1679.3498
        18.0894                  1.4006             323.7           5160.7343     6968.5056    -1807.7713
        18.1787                  1.4075             310.6           5162.8735     6761.3616    -1598.4881
        18.2679                  1.4144             323.8           5398.3722     6971.2272    -1572.8550
        18.3571                  1.4213             315.8           5446.4700     6843.3120    -1396.8420
        18.4460                  1.4282             325.0           5527.6943     6990.2784    -1462.5841
        18.5352                  1.4351             317.4           5370.8522     6869.3184    -1498.4662
        18.6244                  1.4419             305.2           5203.4079     6674.8752    -1471.4673
        18.7137                  1.4488             314.8           5647.1834     6827.8896    -1180.7062
        18.8027                  1.4557             296.3           5200.5810     6533.9568    -1333.3758
        18.8916                  1.4626             311.0           5505.4949     6767.1072    -1261.6123
        18.9807                  1.4695             311.9           5599.4455     6781.6224    -1182.1769
        19.0000                  1.4710             319.6           5949.0921     6903.7920     -954.6999
        19.0890                  1.4779             316.4           5916.4802     6852.6864     -936.2062
        19.1781                  1.4848             312.4           5404.2008     6789.4848    -1385.2840
        19.2672                  1.4917             322.7           5953.8927     6952.7808     -998.8881
        19.3562                  1.4986             328.8           5748.0896     7049.2464    -1301.1568
        19.4452                  1.5055             319.7           5612.9645     6905.3040    -1292.3395
        19.5342                  1.5124             316.4           5512.5233     6853.8960    -1341.3727
        19.6234                  1.5193             306.3           5327.1377     6693.6240    -1366.4863
        19.7121                  1.5262             320.9           5774.3148     6924.3552    -1150.0404
        19.8012                  1.5331             327.5           5705.1358     7029.2880    -1324.1522
        19.8904                  1.5400             324.0           5751.5216     6973.3440    -1221.8224
        19.9793                  1.5469             303.9           5103.6215     6654.6144    -1550.9929
        20.0000                  1.5485             327.4           5439.5198     7028.3808    -1588.8610
        20.0890                  1.5554             325.5           5542.3049     6997.2336    -1454.9287
        20.1782                  1.5623             316.6           5254.1917     6855.7104    -1601.5187
        20.2672                  1.5692             324.6           5564.0344     6983.6256    -1419.5912
        20.3562                  1.5761             309.5           5383.6248     6743.8224    -1360.1976
        20.4452                  1.5830             324.1           5588.4504     6975.7632    -1387.3128
        20.5342                  1.5899             318.9           5767.9719     6892.6032    -1124.6313
        20.6234                  1.5968             317.4           5194.9706     6869.6208    -1674.6502
        20.7126                  1.6037             331.9           5687.2262     7098.8400    -1411.6138
        20.8017                  1.6106             327.3           5541.9941     7025.6592    -1483.6651
        20.8910                  1.6174             326.6           5318.4671     7015.6800    -1697.2129
        20.9800                  1.6243             318.6           5109.4286     6887.4624    -1778.0338
        21.0000                  1.6259             311.7           5252.6119     6778.2960    -1525.6841
        21.0893                  1.6328             316.7           5462.1628     6858.4320    -1396.2692
        21.1786                  1.6397             321.6           5531.8039     6934.9392    -1403.1353
        21.2677                  1.6466             328.2           5622.1468     7040.4768    -1418.3300
        21.3569                  1.6535             328.7           5775.8397     7048.6416    -1272.8019
        21.4460                  1.6604             320.4           5397.9615     6917.4000    -1519.4385
        21.5349                  1.6673             317.4           5040.5522     6869.6208    -1829.0686
        21.6237                  1.6742             317.3           5278.0666     6868.1088    -1590.0422
        21.7127                  1.6811             315.1           5417.6537     6833.3328    -1415.6791
        21.8019                  1.6880             316.9           5229.5207     6860.5488    -1631.0281
        21.8912                  1.6948             312.6           5555.1902     6793.7184    -1238.5282
        21.9802                  1.7017             325.3           5694.9500     6993.9072    -1298.9572
        22.0000                  1.7033             304.5           5332.2978     6664.2912    -1331.9934
        22.0892                  1.7102             323.3           5307.2863     6962.7600    -1655.4737
        22.1785                  1.7171             319.1           5485.4457     6895.6272    -1410.1815
        22.2679                  1.7240             336.0           5789.0650     7164.7632    -1375.6982
        22.3571                  1.7309             325.9           5554.1290     7003.2816    -1449.1526
        22.4462                  1.7378             316.7           5471.7423     6858.1296    -1386.3873
        22.5352                  1.7447             324.9           5809.8302     6987.5568    -1177.7266
        22.6243                  1.7516             310.1           5380.3984     6753.8016    -1373.4032
        22.7134                  1.7585             320.9           5716.0996     6925.2624    -1209.1628
        22.8029                  1.7653             330.1           5578.8697     7069.8096    -1490.9399
        22.8917                  1.7722             317.6           5301.0206     6872.9472    -1571.9266
        22.9808                  1.7791             307.8           5264.5000     6717.2112    -1452.7112
        23.0000                  1.7806             321.4           5343.4942     6931.9152    -1588.4210
        23.0891                  1.7875             310.6           5179.4985     6761.9664    -1582.4679
        23.1783                  1.7944             311.6           5265.4078     6777.0864    -1511.6786
        23.2676                  1.8013             311.8           5276.0894     6781.0176    -1504.9282
        23.3567                  1.8082             309.0           5266.6000     6736.2624    -1469.6624
        23.4458                  1.8151             322.0           5550.4699     6942.1968    -1391.7269
        23.5350                  1.8220             320.1           5640.7367     6912.2592    -1271.5225
        23.6243                  1.8289             320.9           5253.4886     6924.6576    -1671.1690
        23.7135                  1.8358             324.3           5395.1100     6977.8800    -1582.7700
        23.8025                  1.8427             324.4           5551.8830     6979.9968    -1428.1138
        23.8915                  1.8496             327.0           5379.1422     7021.1232    -1641.9810
        23.9807                  1.8565             320.9           5146.6417     6924.9600    -1778.3183
        24.0000                  1.8580             317.4           5034.5992     6868.4112    -1833.8120
        24.0892                  1.8649             319.4           5295.1187     6900.4656    -1605.3469
        24.1782                  1.8718             318.4           5352.7489     6884.7408    -1531.9919
        24.2674                  1.8787             320.8           5562.5158     6923.4480    -1360.9322
        24.3566                  1.8855             314.7           5122.4239     6826.0752    -1703.6513
        24.4456                  1.8924             313.0           5200.8532     6798.8592    -1598.0060
        24.5348                  1.8993             329.0           5208.6348     7053.1776    -1844.5428
        24.6238                  1.9062             311.0           5139.4865     6767.1072    -1627.6207
        24.7130                  1.9131             323.4           5210.2201     6963.6672    -1753.4471
        24.8021                  1.9200             311.2           5243.9857     6770.7360    -1526.7503
        24.8915                  1.9269             326.2           5357.8121     7008.7248    -1650.9127
        24.9805                  1.9338             322.8           5348.3910     6954.2928    -1605.9018
        25.0000                  1.9353             314.8           5261.6895     6828.1920    -1566.5025
        25.0889                  1.9422             319.5           5233.0640     6901.9776    -1668.9136
        25.1780                  1.9491             301.5           5184.0146     6617.4192    -1433.4046
        25.2670                  1.9560             327.7           5825.3096     7032.0096    -1206.7000
        25.3560                  1.9629             315.7           5514.3836     6842.1024    -1327.7188
        25.4450                  1.9698             324.5           5976.8924     6981.8112    -1004.9188
        25.5338                  1.9767             312.9           5845.2286     6797.3472     -952.1186
        25.6228                  1.9836             324.0           5667.4462     6973.9488    -1306.5026
        25.7119                  1.9905             312.7           5747.5818     6795.2304    -1047.6486
        25.8011                  1.9974             316.2           5705.1735     6850.5696    -1145.3961
        25.8900                  2.0043             322.1           5801.0327     6942.8016    -1141.7689
        25.9790                  2.0112             320.4           5581.3234     6916.7952    -1335.4718
        26.0000                  2.0128             309.3           5429.9397     6741.1008    -1311.1611
        26.0890                  2.0197             318.2           5631.5389     6881.4144    -1249.8755
        26.1779                  2.0266             322.6           5689.1787     6951.8736    -1262.6949
        26.2670                  2.0335             309.9           5339.3005     6750.7776    -1411.4771
        26.3562                  2.0404             312.4           5083.2896     6789.7872    -1706.4976
        26.4454                  2.0473             323.1           5148.4508     6958.8288    -1810.3780
        26.5345                  2.0542             320.8           5304.5825     6923.4480    -1618.8655
        26.6235                  2.0611             313.7           4973.6395     6809.7456    -1836.1061
        26.7126                  2.0680             331.8           5542.9174     7097.3280    -1554.4106
        26.8016                  2.0749             311.5           5003.9821     6775.8768    -1771.8947
        26.8907                  2.0818             320.6           4994.9692     6919.2144    -1924.2452
        26.9800                  2.0887             328.3           5343.9100     7041.6864    -1697.7764
        27.0000                  2.0902             315.5           5147.1689     6838.1712    -1691.0023
        27.0889                  2.0971             303.5           5002.9005     6648.5664    -1645.6659
        27.1781                  2.1040             308.2           4993.2322     6723.8640    -1730.6318
        27.2672                  2.1109             323.7           5378.4339     6969.4128    -1590.9789
        27.3562                  2.1178             328.1           5390.9530     7038.9648    -1648.0118
        27.4452                  2.1247             326.4           5375.5268     7012.3536    -1636.8268
        27.5343                  2.1316             334.0           5210.0825     7131.8016    -1921.7191
        27.6234                  2.1385             310.7           4862.9080     6763.1760    -1900.2680
        27.7125                  2.1454             329.4           5146.8054     7058.6208    -1911.8154
        27.8014                  2.1523             312.4           5045.9796     6789.7872    -1743.8076
        27.8904                  2.1592             322.9           4920.2298     6956.4096    -2036.1798
        27.9793                  2.1661             321.9           4916.6975     6940.9872    -2024.2897
        28.0000                  2.1677             322.2           4593.4777     6945.2208    -2351.7431
        28.0891                  2.1746             314.7           4637.4337     6825.7728    -2188.3391
        28.1781                  2.1815             313.5           4804.5952     6807.6288    -2003.0336
        28.2672                  2.1884             324.5           4808.4281     6980.9040    -2172.4759
        28.3565                  2.1953             323.3           4619.7891     6962.1552    -2342.3661
        28.4456                  2.2022             320.4           4763.6399     6916.4928    -2152.8529
        28.5346                  2.2091             315.8           4703.0665     6843.6144    -2140.5479
        28.6238                  2.2160             326.3           5128.8529     7009.9344    -1881.0815
        28.7128                  2.2229             303.3           4745.2370     6645.5424    -1900.3054
        28.8018                  2.2297             321.6           4986.3768     6935.2416    -1948.8648
        28.8908                  2.2366             321.8           4778.4863     6938.8704    -2160.3841
        28.9798                  2.2435             318.3           5002.7025     6882.6240    -1879.9215
        29.0000                  2.2451             313.8           4585.7075     6811.8624    -2226.1549
        29.0890                  2.2520             335.5           4931.0286     7155.6912    -2224.6626
        29.1781                  2.2589             320.7           4334.5443     6921.6336    -2587.0893
        29.2671                  2.2658             319.1           4805.3460     6895.9296    -2090.5836
        29.3559                  2.2727             335.5           4891.5024     7155.9936    -2264.4912
        29.4448                  2.2796             321.2           4933.5519     6929.4960    -1995.9441
        29.5338                  2.2865             321.1           4785.9430     6927.6816    -2141.7386
        29.6229                  2.2934             331.8           4888.2762     7097.0256    -2208.7494
        29.7117                  2.3003             323.0           4657.3211     6957.3168    -2299.9957
        29.8006                  2.3072             315.8           4483.2734     6843.0096    -2359.7362
        29.8893                  2.3141             328.3           4522.1995     7041.9888    -2519.7893
        29.9783                  2.3210             320.1           4551.6788     6912.2592    -2360.5804
        30.0000                  2.3226             327.5           4496.7347     7028.9856    -2532.2509
        30.0885                  2.3295             306.8           4408.3267     6701.4864    -2293.1597
        30.1774                  2.3364             322.1           4449.5163     6943.7088    -2494.1925
        30.2664                  2.3433             320.9           4809.2736     6925.2624    -2115.9888
        30.3553                  2.3502             317.9           4945.1555     6876.2736    -1931.1181
        30.4442                  2.3571             330.2           5076.6638     7072.5312    -1995.8674
        30.5332                  2.3640             323.8           4601.7713     6970.9248    -2369.1535
        30.6219                  2.3709             319.1           4656.6863     6895.6272    -2238.9409
        30.7106                  2.3778             325.7           4613.8140     7000.2576    -2386.4436
        30.7996                  2.3847             330.6           4642.9450     7078.5792    -2435.6342
        30.8886                  2.3916             310.2           4242.6615     6755.6160    -2512.9545
        30.9774                  2.3985             323.2           4597.2895     6961.2480    -2363.9585
        31.0000                  2.4002             315.1           4461.0871     6833.3328    -2372.2457
        31.0888                  2.4071             323.2           4618.2399     6960.6432    -2342.4033
        31.1777                  2.4140             324.8           4679.5687     6986.9520    -2307.3833
        31.2665                  2.4209             305.3           4403.4566     6677.8992    -2274.4426
        31.3553                  2.4278             308.6           4293.3640     6729.6096    -2436.2456
        31.4443                  2.4347             323.2           4732.1511     6960.9456    -2228.7945
        31.5332                  2.4416             316.7           4609.0973     6857.2224    -2248.1251
        31.6222                  2.4485             315.8           4812.5599     6843.9168    -2031.3569
        31.7115                  2.4554             332.0           4763.5568     7101.2592    -2337.7024
        31.8004                  2.4623             308.3           4810.5009     6724.4688    -1913.9679
        31.8892                  2.4692             320.1           4869.9685     6912.5616    -2042.5931
        31.9780                  2.4761             318.3           5150.8173     6882.9264    -1732.1091
        32.0000                  2.4778             305.7           5101.4942     6683.6448    -1582.1506
        32.0889                  2.4847             318.0           4770.3191     6878.3904    -2108.0713
        32.1778                  2.4916             310.9           4786.4271     6765.8976    -1979.4705
        32.2667                  2.4985             319.2           4854.7491     6896.8368    -2042.0877
        32.3556                  2.5054             327.4           4719.4425     7027.4736    -2308.0311
        32.4446                  2.5123             320.5           4867.6605     6918.9120    -2051.2515
        32.5336                  2.5192             328.2           4935.7960     7040.4768    -2104.6808
        32.6223                  2.5261             330.8           5011.0813     7081.6032    -2070.5219
        32.7111                  2.5330             326.2           4803.9894     7008.7248    -2204.7354
        32.8001                  2.5399             333.4           4819.0636     7123.0320    -2303.9684
        32.8891                  2.5468             311.8           4228.5692     6779.5056    -2550.9364
        32.9778                  2.5537             312.2           4452.8945     6786.4608    -2333.5663
        33.0000                  2.5554             306.5           4406.1720     6695.4384    -2289.2664
