     collisions(billions)   time(microsecond)   temperature(K)   Etotal(kJ/mol)   KE(kJ/mol)   PE(kJ/mol)
        13.2532                  0.7217             318.8           7726.3105     9763.2360    -2036.9255
        13.3798                  0.7286             325.5           7644.0210     9912.3192    -2268.2982
        13.5062                  0.7355             327.2           7748.9063     9952.1604    -2203.2541
        13.6324                  0.7424             316.9           7329.9728     9719.1108    -2389.1380
        13.7589                  0.7493             326.2           7417.1033     9929.4552    -2512.3519
        13.8854                  0.7562             311.4           7111.2077     9596.1600    -2484.9523
        14.0000                  0.7625             319.3           7574.0628     9774.8028    -2200.7400
        14.1267                  0.7694             323.8           7925.9626     9874.6200    -1948.6574
        14.2534                  0.7763             323.4           8087.7102     9865.6236    -1777.9134
        14.3800                  0.7832             317.4           7904.7599     9731.1060    -1826.3461
        14.5068                  0.7900             319.5           7811.6043     9779.0868    -1967.4825
        14.6334                  0.7969             323.3           7771.1669     9864.3384    -2093.1715
        14.7600                  0.8038             322.7           8010.3163     9849.7728    -1839.4565
        14.8863                  0.8107             323.9           7847.0895     9876.7620    -2029.6725
        15.0000                  0.8169             319.5           7706.9259     9777.8016    -2070.8757
        15.1261                  0.8238             311.0           7774.4930     9586.3068    -1811.8138
        15.2524                  0.8307             323.7           7477.1097     9873.7632    -2396.6535
        15.3789                  0.8376             323.7           7497.2118     9872.0496    -2374.8378
        15.5053                  0.8445             314.0           7202.6160     9655.2792    -2452.6632
        15.6317                  0.8514             323.8           7647.4060     9874.6200    -2227.2140
        15.7580                  0.8583             322.4           7320.5889     9844.2036    -2523.6147
        15.8841                  0.8652             316.1           6999.2185     9701.1180    -2701.8995
        16.0000                  0.8715             305.1           6886.0394     9455.6448    -2569.6054
        16.1265                  0.8784             317.4           7310.2999     9731.5344    -2421.2345
        16.2528                  0.8853             314.7           6853.0130     9670.7016    -2817.6886
        16.3794                  0.8922             315.6           7020.5775     9689.9796    -2669.4021
        16.5058                  0.8991             311.0           7077.2148     9586.7352    -2509.5204
        16.6328                  0.9060             326.4           7308.9342     9933.7392    -2624.8050
        16.7593                  0.9129             322.7           6982.6504     9849.7728    -2867.1224
        16.8859                  0.9198             314.5           6992.2183     9666.8460    -2674.6277
        17.0000                  0.9260             318.3           7229.1520     9751.2408    -2522.0888
        17.1262                  0.9329             314.5           6895.1249     9665.9892    -2770.8643
        17.2527                  0.9398             313.0           6749.8427     9633.0024    -2883.1597
        17.3792                  0.9467             325.4           7465.3637     9911.0340    -2445.6703
        17.5059                  0.9536             325.7           7451.9949     9918.3168    -2466.3219
        17.6321                  0.9605             320.0           6947.8280     9788.9400    -2841.1120
        17.7584                  0.9674             325.2           6664.9865     9905.4648    -3240.4783
        17.8846                  0.9743             308.4           6670.4215     9529.3296    -2858.9081
        18.0000                  0.9806             327.4           6918.0362     9955.1592    -3037.1230
        18.1261                  0.9875             319.7           6711.0256     9783.7992    -3072.7736
        18.2525                  0.9944             316.9           6793.9152     9720.8244    -2926.9092
        18.3788                  1.0013             321.8           6972.0212     9830.4948    -2858.4736
        18.5051                  1.0082             327.2           6904.8778     9950.4468    -3045.5690
        18.6314                  1.0151             311.1           6456.9190     9589.7340    -3132.8150
        18.7578                  1.0220             313.5           6576.0404     9642.8556    -3066.8152
        18.8842                  1.0288             318.1           6271.9150     9746.5284    -3474.6134
        19.0000                  1.0352             319.9           6821.4022     9787.6548    -2966.2526
        19.1262                  1.0421             316.9           6838.4306     9720.3960    -2881.9654
        19.2526                  1.0490             323.4           6482.2417     9866.0520    -3383.8103
        19.3789                  1.0559             323.9           6675.4709     9877.1904    -3201.7195
        19.5054                  1.0627             310.6           6481.5017     9577.7388    -3096.2371
        19.6316                  1.0696             321.9           6635.9582     9833.0652    -3197.1070
        19.7577                  1.0765             313.8           6194.5960     9650.9952    -3456.3992
        19.8843                  1.0834             316.6           6220.1329     9712.6848    -3492.5519
        20.0000                  1.0897             325.3           6378.4070     9908.8920    -3530.4850
        20.1263                  1.0966             316.0           5976.7111     9698.9760    -3722.2649
        20.2525                  1.1035             328.4           6296.4590     9978.7212    -3682.2622
        20.3789                  1.1104             311.4           5615.5802     9597.4452    -3981.8650
        20.5052                  1.1173             321.2           6051.1931     9817.6428    -3766.4497
        20.6315                  1.1242             308.6           5697.5184     9533.6136    -3836.0952
        20.7576                  1.1311             322.8           5932.1116     9852.3432    -3920.2316
        20.8841                  1.1380             319.5           5679.2907     9778.6584    -4099.3677
        21.0000                  1.1443             316.3           5975.3836     9705.4020    -3730.0184
        21.1264                  1.1512             324.3           6385.1221     9885.7584    -3500.6363
        21.2528                  1.1581             323.9           6402.6963     9876.3336    -3473.6373
        21.3792                  1.1650             323.5           6178.3658     9869.0508    -3690.6850
        21.5055                  1.1719             323.3           6153.5431     9862.6248    -3709.0817
        21.6321                  1.1788             325.7           6190.2660     9917.0316    -3726.7656
        21.7586                  1.1857             326.6           6533.5274     9936.7380    -3403.2106
        21.8847                  1.1926             314.1           6398.1688     9656.5644    -3258.3956
        22.0000                  1.1989             306.0           6296.6700     9475.7796    -3179.1096
        22.1260                  1.2058             325.0           6590.8468     9902.4660    -3311.6192
        22.2522                  1.2127             315.0           5981.5398     9676.2708    -3694.7310
        22.3785                  1.2196             315.1           6370.0383     9679.6980    -3309.6597
        22.5047                  1.2265             324.2           6455.8469     9884.0448    -3428.1979
        22.6309                  1.2334             310.0           6014.2184     9565.3152    -3551.0968
        22.7571                  1.2403             315.0           6038.9025     9676.6992    -3637.7967
        22.8831                  1.2472             320.6           6343.0737     9802.6488    -3459.5751
        23.0000                  1.2536             329.5           6565.6313    10003.9968    -3438.3655
        23.1264                  1.2605             323.1           6637.6488     9860.0544    -3222.4056
        23.2527                  1.2674             312.2           6107.7444     9615.4380    -3507.6936
        23.3789                  1.2743             322.9           6263.8543     9853.6284    -3589.7741
        23.5050                  1.2812             318.4           6260.6918     9754.2396    -3493.5478
        23.6312                  1.2880             318.9           6069.3195     9764.5212    -3695.2017
        23.7575                  1.2949             323.3           6097.7869     9863.9100    -3766.1231
        23.8838                  1.3018             311.9           5674.3932     9607.7268    -3933.3336
        24.0000                  1.3082             326.8           6447.1867     9942.3072    -3495.1205
        24.1260                  1.3151             321.5           6139.8049     9822.3552    -3682.5503
        24.2520                  1.3220             317.0           6300.7307     9721.2528    -3420.5221
        24.3781                  1.3289             323.8           6312.0354     9875.4768    -3563.4414
        24.5046                  1.3358             310.2           5679.0281     9568.3140    -3889.2859
        24.6306                  1.3427             321.8           6245.2662     9829.6380    -3584.3718
        24.7568                  1.3496             316.2           5872.3074     9704.1168    -3831.8094
        24.8834                  1.3565             336.9           6624.2615    10169.7876    -3545.5261
        25.0000                  1.3628             329.5           6580.3685    10003.5684    -3423.1999
        25.1262                  1.3697             319.9           6379.5000     9787.6548    -3408.1548
        25.2520                  1.3766             310.2           6185.0398     9568.3140    -3383.2742
        25.3784                  1.3835             324.1           6173.7420     9881.0460    -3707.3040
        25.5049                  1.3904             318.8           6095.1425     9761.9508    -3666.8083
        25.6307                  1.3973             322.8           6255.9221     9851.4864    -3595.5643
        25.7569                  1.4042             324.1           5857.3422     9881.0460    -4023.7038
        25.8831                  1.4111             323.6           6314.3479     9871.1928    -3556.8449
        26.0000                  1.4175             318.5           6074.9089     9755.5248    -3680.6159
        26.1262                  1.4244             319.0           5907.0838     9767.9484    -3860.8646
        26.2524                  1.4313             320.6           6122.4142     9803.0772    -3680.6630
        26.3787                  1.4382             334.7           6249.4423    10120.0932    -3870.6509
        26.5048                  1.4451             316.6           6199.7435     9713.5416    -3513.7981
        26.6312                  1.4520             322.2           5995.0030     9839.0628    -3844.0598
        26.7575                  1.4589             322.1           5952.5625     9837.3492    -3884.7867
        26.8839                  1.4658             317.5           5849.7037     9734.1048    -3884.4011
        27.0000                  1.4721             318.6           5987.4174     9758.5236    -3771.1062
        27.1264                  1.4790             319.0           5764.0469     9767.5200    -4003.4731
        27.2528                  1.4859             326.4           6058.7499     9933.3108    -3874.5609
        27.3792                  1.4928             308.7           5672.7727     9535.7556    -3862.9829
        27.5055                  1.4997             316.3           6069.9120     9707.5440    -3637.6320
        27.6318                  1.5066             321.9           5941.2322     9831.3516    -3890.1194
        27.7580                  1.5135             315.7           5837.2470     9693.4068    -3856.1598
        27.8841                  1.5204             321.0           6153.3986     9812.9304    -3659.5318
        28.0000                  1.5267             323.5           5746.0482     9868.1940    -4122.1458
        28.1259                  1.5336             326.2           5704.5416     9928.5984    -4224.0568
        28.2522                  1.5405             323.3           5734.4645     9864.3384    -4129.8739
        28.3785                  1.5474             330.3           5620.7712    10021.1328    -4400.3616
        28.5046                  1.5543             317.7           5751.9566     9737.1036    -3985.1470
        28.6308                  1.5612             320.9           5727.7873     9810.3600    -4082.5727
        28.7570                  1.5681             324.1           5794.5132     9881.9028    -4087.3896
        28.8834                  1.5750             312.2           5697.8899     9615.4380    -3917.5481
        29.0000                  1.5814             316.4           5682.5400     9708.8292    -4026.2892
        29.1263                  1.5883             324.7           5690.8963     9895.6116    -4204.7153
        29.2524                  1.5952             320.0           5868.1767     9788.9400    -3920.7633
        29.3787                  1.6021             331.6           5924.2395    10050.6924    -4126.4529
        29.5052                  1.6089             307.4           5263.4171     9506.6244    -4243.2073
        29.6316                  1.6158             318.5           5808.8202     9755.5248    -3946.7046
        29.7576                  1.6227             322.3           5900.3515     9842.0616    -3941.7101
        29.8839                  1.6296             321.0           5923.3046     9811.2168    -3887.9122
        30.0000                  1.6360             322.4           5962.3298     9843.7752    -3881.4454
        30.1264                  1.6429             319.0           5835.4727     9767.0916    -3931.6189
        30.2526                  1.6498             325.3           6040.0989     9908.8920    -3868.7931
        30.3787                  1.6567             322.7           6044.5588     9850.2012    -3805.6424
        30.5049                  1.6636             317.9           5859.0427     9743.1012    -3884.0585
        30.6311                  1.6704             313.8           5375.1721     9650.9952    -4275.8231
        30.7577                  1.6773             322.8           5833.4142     9852.3432    -4018.9290
        30.8839                  1.6842             321.7           5293.0180     9828.3528    -4535.3348
        31.0000                  1.6906             335.4           6008.0265    10135.0872    -4127.0607
        31.1260                  1.6975             318.3           5828.2973     9750.3840    -3922.0867
        31.2523                  1.7044             319.6           5848.8054     9779.5152    -3930.7098
        31.3787                  1.7113             321.0           5633.9931     9811.2168    -4177.2237
        31.5049                  1.7182             332.7           6194.6914    10074.6828    -3879.9914
        31.6309                  1.7250             318.5           5580.5879     9755.5248    -4174.9369
        31.7575                  1.7319             325.9           5768.6264     9923.0292    -4154.4028
        31.8838                  1.7388             301.2           5277.9598     9367.8228    -4089.8630
        32.0000                  1.7452             330.4           5983.5215    10024.1316    -4040.6101
        32.1260                  1.7521             317.4           5548.0255     9731.5344    -4183.5089
        32.2521                  1.7590             327.7           5925.1263     9962.4420    -4037.3157
        32.3784                  1.7659             332.2           6134.4034    10063.1160    -3928.7126
        32.5047                  1.7728             317.5           5493.9778     9734.1048    -4240.1270
        32.6311                  1.7797             318.5           5750.8320     9756.8100    -4005.9780
        32.7571                  1.7866             319.6           5677.1307     9781.6572    -4104.5265
        32.8834                  1.7935             329.0           6027.7055     9992.8584    -3965.1529
        33.0000                  1.7998             315.1           5713.0058     9678.4128    -3965.4070
        33.1259                  1.8067             324.2           5535.4213     9884.9016    -4349.4803
        33.2519                  1.8136             318.8           5299.4152     9762.3792    -4462.9640
        33.3782                  1.8205             314.2           5187.6774     9659.9916    -4472.3142
        33.5044                  1.8274             320.1           5532.4073     9791.5104    -4259.1031
        33.6305                  1.8343             306.5           5444.6247     9486.0612    -4041.4365
        33.7564                  1.8412             318.6           5479.7062     9758.9520    -4279.2458
        33.8826                  1.8481             316.9           5181.1969     9719.1108    -4537.9139
        34.0000                  1.8545             308.3           5442.1952     9525.9024    -4083.7072
        34.1261                  1.8614             323.1           5761.2187     9859.1976    -4097.9789
        34.2524                  1.8683             317.4           5523.2320     9730.6776    -4207.4456
        34.3786                  1.8752             322.1           5691.0144     9837.3492    -4146.3348
        34.5044                  1.8821             316.9           5748.8184     9719.1108    -3970.2924
        34.6306                  1.8890             333.0           5921.8228    10080.6804    -4158.8576
        34.7568                  1.8959             321.3           5528.1286     9819.3564    -4291.2278
        34.8824                  1.9028             314.4           5153.0832     9663.4188    -4510.3356
        35.0000                  1.9092             329.1           5734.9176     9993.2868    -4258.3692
        35.1260                  1.9161             310.1           5278.9838     9567.4572    -4288.4734
        35.2517                  1.9230             314.7           5070.7060     9670.2732    -4599.5672
        35.3777                  1.9299             315.3           5224.7439     9683.5536    -4458.8097
        35.5037                  1.9368             311.4           4957.0222     9596.5884    -4639.5662
        35.6297                  1.9437             322.9           5021.0123     9853.6284    -4832.6161
        35.7556                  1.9506             314.3           4745.4374     9662.5620    -4917.1246
        35.8816                  1.9575             322.1           4996.5005     9837.3492    -4840.8487
        36.0000                  1.9640             313.5           4737.1700     9644.1408    -4906.9708
        36.1258                  1.9709             308.9           4581.0931     9541.3248    -4960.2317
        36.2515                  1.9778             308.6           4696.3577     9534.0420    -4837.6843
        36.3774                  1.9847             320.1           4689.5884     9791.9388    -5102.3504
        36.5033                  1.9916             330.0           5088.5444    10014.2784    -4925.7340
        36.6292                  1.9984             322.1           4990.4815     9836.4924    -4846.0109
        36.7555                  2.0053             332.2           5424.1866    10062.6876    -4638.5010
        36.8813                  2.0122             317.8           4830.3152     9740.5308    -4910.2156
        37.0000                  2.0187             317.6           5267.6883     9736.2468    -4468.5585
        37.1257                  2.0256             318.6           5265.2998     9758.9520    -4493.6522
        37.2514                  2.0325             327.2           5487.4516     9950.8752    -4463.4236
        37.3775                  2.0394             317.6           5220.4143     9734.5332    -4514.1189
        37.5036                  2.0463             320.4           4707.3565     9799.6500    -5092.2935
        37.6292                  2.0532             315.9           4503.6201     9696.4056    -5192.7855
        37.7552                  2.0601             321.2           4587.2171     9817.6428    -5230.4257
        37.8815                  2.0670             326.7           5066.6450     9940.5936    -4873.9486
        38.0000                  2.0735             328.7           5262.6450     9984.2904    -4721.6454
        38.1260                  2.0804             311.6           4755.4948     9601.7292    -4846.2344
        38.2522                  2.0873             323.4           5231.3720     9865.1952    -4633.8232
        38.3781                  2.0942             310.3           4732.6170     9571.7412    -4839.1242
        38.5038                  2.1011             311.1           4731.4424     9588.8772    -4857.4348
        38.6295                  2.1080             314.6           4717.1712     9668.1312    -4950.9600
        38.7554                  2.1149             318.3           4734.1031     9751.2408    -5017.1377
        38.8812                  2.1218             312.3           4577.4653     9617.5800    -5040.1147
        39.0000                  2.1283             315.7           4765.8075     9692.5500    -4926.7425
        39.1260                  2.1352             317.4           4639.3126     9730.2492    -5090.9366
        39.2515                  2.1421             310.3           4610.9420     9570.8844    -4959.9424
        39.3774                  2.1490             320.0           4575.2173     9788.9400    -5213.7227
        39.5032                  2.1559             317.1           4699.1064     9723.8232    -5024.7168
        39.6292                  2.1628             316.4           4502.2353     9709.2576    -5207.0223
        39.7549                  2.1697             317.0           4812.6196     9721.6812    -4909.0616
        39.8809                  2.1766             324.4           5042.7951     9888.3288    -4845.5337
        40.0000                  2.1831             313.6           4683.2708     9645.8544    -4962.5836
        40.1261                  2.1900             312.7           4763.7656     9624.8628    -4861.0972
        40.2521                  2.1969             318.9           4753.0439     9764.5212    -5011.4773
        40.3779                  2.2038             320.9           4826.5857     9809.0748    -4982.4891
        40.5038                  2.2107             330.3           5106.6829    10021.5612    -4914.8783
        40.6295                  2.2176             321.0           4736.3855     9812.5020    -5076.1165
        40.7552                  2.2245             315.4           4659.9996     9685.2672    -5025.2676
        40.8809                  2.2314             316.3           4633.5468     9707.5440    -5073.9972
        41.0000                  2.2379             322.0           4919.2588     9834.3504    -4915.0916
        41.1258                  2.2448             320.0           5109.1684     9788.5116    -4679.3432
        41.2516                  2.2517             315.0           4788.8198     9677.9844    -4889.1646
        41.3775                  2.2586             311.5           5018.5067     9597.8736    -4579.3669
        41.5033                  2.2655             318.4           5237.4791     9754.2396    -4516.7605
        41.6297                  2.2724             319.2           5089.6643     9772.2324    -4682.5681
        41.7555                  2.2793             319.4           5036.3502     9776.0880    -4739.7378
        41.8814                  2.2862             315.0           5170.0564     9677.5560    -4507.4996
        42.0000                  2.2927             323.4           5446.2775     9866.9088    -4420.6313
        42.1261                  2.2996             321.8           5038.0933     9830.9232    -4792.8299
        42.2518                  2.3065             319.1           5131.2419     9770.0904    -4638.8485
        42.3774                  2.3133             322.3           5237.0054     9840.7764    -4603.7710
        42.5035                  2.3202             324.1           5450.7896     9882.7596    -4431.9700
        42.6293                  2.3271             317.6           5133.9972     9734.5332    -4600.5360
        42.7551                  2.3340             308.3           4863.9679     9526.3308    -4662.3629
        42.8808                  2.3409             323.0           5156.5217     9857.4840    -4700.9623
        43.0000                  2.3475             307.8           4957.8478     9516.0492    -4558.2014
        43.1261                  2.3544             321.0           5190.5263     9811.2168    -4620.6905
        43.2521                  2.3612             312.1           4875.9882     9612.4392    -4736.4510
        43.3776                  2.3681             317.9           4795.4847     9741.8160    -4946.3313
        43.5036                  2.3750             332.6           5111.2194    10072.5408    -4961.3214
        43.6295                  2.3819             300.3           4804.0345     9347.6880    -4543.6535
        43.7553                  2.3888             307.6           4722.5475     9511.7652    -4789.2177
        43.8813                  2.3957             334.5           5200.1295    10114.5240    -4914.3945
        44.0000                  2.4022             330.6           5132.2182    10027.5588    -4895.3406
        44.1257                  2.4091             323.2           4896.0717     9861.7680    -4965.6963
        44.2516                  2.4160             324.5           4902.2592     9890.0424    -4987.7832
        44.3772                  2.4229             315.9           4667.1313     9697.2624    -5030.1311
        44.5028                  2.4298             322.1           4889.9195     9835.6356    -4945.7161
        44.6287                  2.4367             319.0           4953.3507     9766.6632    -4813.3125
        44.7541                  2.4436             312.6           5030.5752     9623.5776    -4593.0024
        44.8803                  2.4505             322.9           5123.5664     9854.9136    -4731.3472
        45.0000                  2.4571             322.4           5065.6674     9842.4900    -4776.8226
        45.1258                  2.4639             332.2           5388.2185    10062.6876    -4674.4691
        45.2517                  2.4708             310.4           4578.5208     9574.7400    -4996.2192
        45.3775                  2.4777             320.5           4791.9791     9801.3636    -5009.3845
        45.5035                  2.4846             318.1           4729.5897     9746.1000    -5016.5103
        45.6293                  2.4915             325.7           4914.0961     9917.4600    -5003.3639
        45.7549                  2.4984             315.1           4584.9100     9680.5548    -5095.6448
        45.8808                  2.5053             328.3           5115.5030     9975.2940    -4859.7910
        46.0000                  2.5118             317.6           4565.7439     9734.9616    -5169.2177
        46.1258                  2.5187             315.7           4778.2392     9692.1216    -4913.8824
        46.2516                  2.5256             320.9           4644.8516     9809.0748    -5164.2232
        46.3776                  2.5325             327.8           5154.2616     9965.4408    -4811.1792
        46.5035                  2.5394             329.0           5134.7728     9991.5732    -4856.8004
        46.6293                  2.5463             316.7           4805.7056     9716.5404    -4910.8348
        46.7552                  2.5532             327.0           4722.1477     9947.8764    -5225.7287
        46.8809                  2.5601             324.6           4801.2967     9893.8980    -5092.6013
        47.0000                  2.5667             320.7           4638.8215     9804.7908    -5165.9693
        47.1258                  2.5736             337.7           5322.0009    10187.3520    -4865.3511
        47.2517                  2.5804             325.4           5052.6779     9911.8908    -4859.2129
        47.3777                  2.5873             327.5           4983.8314     9957.7296    -4973.8982
        47.5034                  2.5942             318.9           4504.2404     9764.0928    -5259.8524
        47.6294                  2.6011             315.8           4544.6266     9695.5488    -5150.9222
        47.7552                  2.6080             312.6           4479.8932     9623.5776    -5143.6844
        47.8808                  2.6149             323.1           4871.9620     9859.6260    -4987.6640
        48.0000                  2.6214             324.6           4383.5111     9892.1844    -5508.6733
        48.1258                  2.6283             329.7           4838.3809    10006.5672    -5168.1863
        48.2519                  2.6352             327.1           4692.0047     9948.3048    -5256.3001
        48.3777                  2.6421             319.6           4305.4049     9779.5152    -5474.1103
        48.5034                  2.6490             314.8           3964.0418     9673.2720    -5709.2302
        48.6292                  2.6559             323.4           4236.7699     9866.4804    -5629.7105
        48.7550                  2.6628             326.2           4217.3199     9928.1700    -5710.8501
        48.8810                  2.6697             319.2           4493.2793     9771.8040    -5278.5247
        49.0000                  2.6762             320.9           4253.9934     9810.7884    -5556.7950
        49.1258                  2.6831             320.7           4123.1705     9804.3624    -5681.1919
        49.2519                  2.6900             322.7           4432.5500     9849.3444    -5416.7944
        49.3779                  2.6969             299.9           3849.5141     9338.6916    -5489.1775
