     collisions(billions)   time(microsecond)   total hb    interpeptide hb   hb_alpha
        61.2500                  4.7340             68             30             21
        61.3390                  4.7409             58             27             16
        61.4278                  4.7478             66             31             14
        61.5167                  4.7546             69             38             11
        61.6057                  4.7615             83             46             21
        61.6948                  4.7684             54             22              7
        61.7837                  4.7752             74             29             22
        61.8725                  4.7821             77             20             30
        61.9613                  4.7890             86             19             22
        62.0501                  4.7959             68             16             15
        62.1390                  4.8027             84             30             15
        62.2278                  4.8096             69             28             18
        62.2500                  4.8113             67             26             22
        62.3387                  4.8182             81             27             31
        62.4276                  4.8251             53             13             13
        62.5161                  4.8319             43             14             15
        62.6048                  4.8388             46             13             11
        62.6937                  4.8457             68             24             19
        62.7827                  4.8526             74             10             26
        62.8713                  4.8594             63             17             11
        62.9603                  4.8663             55             10             28
        63.0490                  4.8732             51             15             15
        63.1378                  4.8800             70             21             27
        63.2265                  4.8869             45             21              7
        63.2500                  4.8887             83             27             30
        63.3389                  4.8956             57              6             24
        63.4276                  4.9025             50             10             18
        63.5164                  4.9093             54              8             24
        63.6052                  4.9162             60             21             15
        63.6940                  4.9231             57             11             20
        63.7827                  4.9300             69             21             17
        63.8716                  4.9368             70             35             13
        63.9605                  4.9437             72             31             11
        64.0494                  4.9506             67             28             18
        64.1383                  4.9574             92             34             22
        64.2273                  4.9643             98             48             24
        64.2500                  4.9661             80             45             12
        64.3390                  4.9730             69             15             22
        64.4279                  4.9798             61             13             11
        64.5168                  4.9867             49             12              8
        64.6055                  4.9936             96             33             22
        64.6943                  5.0004             88             35             10
        64.7832                  5.0073             81             40             12
        64.8718                  5.0142             71             32             20
        64.9606                  5.0211             43             15             12
        65.0494                  5.0279             57             15             18
        65.1383                  5.0348             63             16             20
        65.2273                  5.0417             68             11             31
        65.2500                  5.0434             64             15             25
        65.3390                  5.0503             53             14             13
        65.4279                  5.0572             51             23             14
        65.5169                  5.0640             72             35             16
        65.6057                  5.0709             77             41             18
        65.6949                  5.0778             76             30             14
        65.7839                  5.0847             85             40              6
        65.8729                  5.0915             94             48             24
        65.9620                  5.0984             83             50             12
        66.0511                  5.1053             84             45             13
        66.1401                  5.1121             81             45             13
        66.2292                  5.1190             85             42             17
        66.2500                  5.1206             98             48             27
        66.3391                  5.1275             86             54             18
        66.4281                  5.1344             83             31             21
        66.5169                  5.1412             92             31             20
        66.6059                  5.1481             88             38             16
        66.6949                  5.1550             51             20              6
        66.7839                  5.1619             64             23             15
        66.8728                  5.1687             72             28             17
        66.9618                  5.1756             74             37             17
        67.0509                  5.1825             95             41             11
        67.1397                  5.1893             68             20             17
        67.2286                  5.1962             74             24             15
        67.2500                  5.1979             70             16             16
        67.3389                  5.2048             83             38             16
        67.4278                  5.2116             84             34             22
        67.5168                  5.2185             73             30             16
        67.6058                  5.2254             84             28             27
        67.6947                  5.2322             56             24             11
        67.7834                  5.2391             64             19             25
        67.8720                  5.2460             37              8              7
        67.9609                  5.2529             67             17             23
        68.0497                  5.2597             65             14             18
        68.1384                  5.2666             47             13             10
        68.2275                  5.2735             68             18             26
        68.2500                  5.2752             58              9             29
        68.3389                  5.2821             67             19             18
        68.4279                  5.2890             58             18             17
        68.5170                  5.2958             60             13             13
        68.6059                  5.3027             77             35             17
        68.6950                  5.3096             84             33             13
        68.7840                  5.3165             76             38             17
        68.8731                  5.3233             81             45             14
        68.9620                  5.3302             90             59             10
        69.0511                  5.3371             95             47             22
        69.1399                  5.3439             81             46              9
        69.2290                  5.3508             88             53             17
        69.2500                  5.3524             94             58             10
        69.3392                  5.3593             94             59             12
        69.4283                  5.3662             87             46             17
        69.5174                  5.3730             79             49             14
        69.6066                  5.3799            101             66              8
        69.6956                  5.3868             97             62             17
        69.7846                  5.3937             87             59             14
        69.8736                  5.4005             82             43             25
        69.9627                  5.4074             95             58             19
        70.0517                  5.4143            108             67             18
        70.1407                  5.4212            121             67             27
        70.2298                  5.4280             92             51             13
        70.2500                  5.4296             75             46              8
        70.3391                  5.4365             96             50             18
        70.4282                  5.4433             83             38             21
        70.5172                  5.4502             82             38             23
        70.6064                  5.4571             77             36             20
        70.6954                  5.4639             72             23             22
        70.7844                  5.4708             77             35             15
        70.8733                  5.4777             90             44             12
        70.9620                  5.4846             89             48             12
        71.0510                  5.4914             81             45             13
        71.1401                  5.4983             82             42             15
        71.2293                  5.5052             99             57             13
        71.2500                  5.5068            115             71             17
        71.3391                  5.5136             91             48             15
        71.4281                  5.5205            111             60             12
        71.5171                  5.5274             92             56             11
        71.6061                  5.5343             84             45             14
        71.6950                  5.5411             84             37             26
        71.7843                  5.5480             90             43             31
        71.8735                  5.5549             99             54             24
        71.9626                  5.5618             87             43             19
        72.0518                  5.5686             79             30             22
        72.1410                  5.5755             67             25             19
        72.2299                  5.5824             66             32             19
        72.2500                  5.5839             51             30             10
        72.3391                  5.5908             74             48             11
        72.4282                  5.5977             73             31             24
        72.5171                  5.6045             72             30             23
        72.6059                  5.6114             64             27             22
        72.6948                  5.6183             59             23             18
        72.7835                  5.6251             54             19             18
        72.8724                  5.6320             63             32             17
        72.9613                  5.6389             76             27             16
        73.0500                  5.6458             62             26             15
        73.1389                  5.6526             65             16             25
        73.2277                  5.6595             37              4             17
        73.2500                  5.6612             56              9             19
        73.3390                  5.6681             58              9             24
        73.4278                  5.6750             73             35             16
        73.5167                  5.6818             59             12             23
        73.6055                  5.6887             78             23             24
        73.6945                  5.6956             89             41             13
        73.7836                  5.7025             82             36             22
        73.8725                  5.7093             83             49             11
        73.9614                  5.7162             83             38             24
        74.0506                  5.7231             75             31             17
        74.1395                  5.7300             63             21             18
        74.2286                  5.7368             88             34             20
        74.2500                  5.7385             77             32             22
        74.3391                  5.7453             79             41             15
        74.4282                  5.7522             55             22             10
        74.5170                  5.7591             52             19             18
        74.6060                  5.7660             60             21             12
        74.6950                  5.7728             62             24             23
        74.7837                  5.7797             53             22             15
        74.8727                  5.7866             58             20             17
        74.9615                  5.7935             71             30              9
        75.0502                  5.8003             66             29             14
        75.1393                  5.8072             75             29             17
        75.2284                  5.8141             88             38             23
        75.2500                  5.8157             69             30             17
        75.3391                  5.8226             85             39             20
        75.4282                  5.8295             83             39             17
        75.5170                  5.8364             71             35             16
        75.6061                  5.8432             65             31             15
        75.6952                  5.8501             87             44             20
        75.7842                  5.8570             83             50             11
        75.8735                  5.8638            107             42             28
        75.9623                  5.8707             73             33             25
        76.0510                  5.8776             63             23             12
        76.1400                  5.8845             62             22              8
        76.2289                  5.8913             64             34              8
        76.2500                  5.8930             78             33             18
        76.3389                  5.8998             65             31             18
        76.4276                  5.9067             69             23             19
        76.5165                  5.9136             67             30             14
        76.6052                  5.9204             74             32             15
        76.6941                  5.9273             78             32             25
        76.7828                  5.9342             74             32             10
        76.8719                  5.9411             92             46             25
        76.9607                  5.9479             78             29             27
        77.0499                  5.9548             71             32             13
        77.1388                  5.9617             74             30             25
        77.2277                  5.9686             88             36             31
        77.2500                  5.9703             82             31             34
        77.3391                  5.9771             72             40             21
        77.4280                  5.9840            103             43             24
        77.5172                  5.9909             67             25             16
        77.6060                  5.9978             73             34             21
        77.6948                  6.0046             74             53             12
        77.7839                  6.0115            104             54             17
        77.8729                  6.0184             80             40              8
        77.9616                  6.0252             75             44             12
        78.0507                  6.0321             86             42             27
        78.1398                  6.0390             96             49             16
        78.2288                  6.0459             79             27             16
        78.2500                  6.0475             77             28             21
        78.3390                  6.0544             65             34             14
        78.4281                  6.0612             75             29             19
        78.5170                  6.0681             82             32             18
        78.6057                  6.0750             83             43              9
        78.6945                  6.0819             71             27             13
        78.7834                  6.0887             82             37             22
        78.8723                  6.0956             76             31             21
        78.9611                  6.1025             72             35             11
        79.0500                  6.1093             93             41             23
        79.1389                  6.1162             66             27             23
        79.2277                  6.1231             88             27             25
        79.2500                  6.1248             64             33              3
        79.3390                  6.1317             83             43             10
        79.4278                  6.1386             81             48             12
        79.5168                  6.1454             86             42             23
        79.6056                  6.1523             80             30             17
        79.6946                  6.1592             54             20             14
        79.7833                  6.1660             79             30             15
        79.8725                  6.1729             77             43             13
        79.9613                  6.1798             44             11             19
        80.0502                  6.1867             48             10             19
        80.1390                  6.1935             73             32             17
        80.2280                  6.2004             83             41             16
        80.2500                  6.2021             73             28             20
        80.3391                  6.2090             78             39             14
        80.4281                  6.2158             98             45             19
        80.5170                  6.2227             89             41             19
        80.6058                  6.2296             76             33              9
        80.6946                  6.2365             89             30             19
        80.7835                  6.2433             55             21             12
        80.8724                  6.2502             73             20             23
        80.9614                  6.2571             78             27             18
        81.0501                  6.2639             58             24             17
        81.1390                  6.2708             63             24             12
        81.2280                  6.2777             69             35              9
        81.2500                  6.2794             78             36             29
        81.3391                  6.2863             61             21             16
        81.4281                  6.2931             43             14             10
        81.5169                  6.3000             81             42             11
        81.6057                  6.3069             70             21             12
        81.6946                  6.3137             79             36             12
        81.7836                  6.3206             54             23             11
        81.8724                  6.3275             83             41             21
        81.9612                  6.3344             58             17             10
        82.0503                  6.3412             70              9             22
        82.1394                  6.3481             48              8             17
        82.2284                  6.3550             73             20             23
        82.2500                  6.3567             67             21             22
        82.3388                  6.3635             64             16             20
        82.4277                  6.3704             50             12             16
        82.5166                  6.3773             74              9             27
        82.6055                  6.3841             52             12             15
        82.6945                  6.3910             74             20             24
        82.7835                  6.3979             52             19             17
        82.8725                  6.4048             77             24             24
        82.9615                  6.4116             86             35             29
        83.0505                  6.4185             88             36             10
        83.1394                  6.4254             55             16             10
        83.2281                  6.4322             72             19             30
        83.2500                  6.4339             61             16             26
        83.3387                  6.4408             82             21             31
        83.4278                  6.4477             73             17             21
        83.5166                  6.4546             71             14             22
        83.6055                  6.4614             58             19             14
        83.6943                  6.4683             59             15             19
        83.7831                  6.4752             64             11             21
        83.8721                  6.4820             60             20             16
        83.9610                  6.4889             75             30             22
        84.0498                  6.4958             74             19             23
        84.1389                  6.5027             80             21             25
        84.2279                  6.5095             64             16             16
        84.2500                  6.5112             69             13             27
        84.3390                  6.5181             49             10             15
        84.4281                  6.5250             67             26             12
        84.5171                  6.5319             55             19              7
        84.6060                  6.5387             75             29             13
        84.6948                  6.5456             67             33              8
        84.7837                  6.5525             78             39              9
        84.8726                  6.5593             64             36              9
        84.9615                  6.5662             70             34             11
        85.0503                  6.5731             79             32             18
        85.1393                  6.5800             86             46             10
        85.2283                  6.5868             72             33              8
        85.2500                  6.5885             77             37              7
        85.3389                  6.5954             72             31             13
        85.4279                  6.6022             85             31             16
        85.5169                  6.6091             70             29             16
        85.6062                  6.6160             86             32             31
        85.6950                  6.6229             77             34             12
        85.7837                  6.6297             91             35             21
        85.8726                  6.6366             70             24             17
        85.9616                  6.6435             77             40              7
        86.0506                  6.6504             67             26             20
        86.1396                  6.6572             88             41             25
        86.2286                  6.6641             73             35             20
        86.2500                  6.6658             85             48             14
        86.3392                  6.6726             89             39             22
        86.4283                  6.6795             79             28             23
        86.5172                  6.6864             54             25              9
        86.6059                  6.6932             63             26             12
        86.6948                  6.7001             82             34             26
        86.7835                  6.7070             69             37             10
        86.8726                  6.7139             76             47             15
        86.9614                  6.7207             90             49             19
        87.0504                  6.7276            107             56             22
        87.1396                  6.7345             81             36             22
        87.2286                  6.7413             88             37             25
        87.2500                  6.7430             70             29             21
        87.3390                  6.7499             83             43             23
        87.4278                  6.7568             75             38             18
        87.5168                  6.7636             61             32             12
        87.6058                  6.7705             75             36              8
        87.6949                  6.7774             84             47             19
        87.7841                  6.7842            103             48             20
        87.8729                  6.7911             71             35             17
        87.9620                  6.7980            110             54             21
        88.0510                  6.8049             70             37              7
        88.1398                  6.8117             82             38             15
        88.2286                  6.8186             86             34             21
        88.2500                  6.8203             80             35             20
        88.3390                  6.8271             72             29             17
        88.4280                  6.8340             72             35             16
        88.5171                  6.8409             89             53             13
        88.6061                  6.8477             85             39             28
        88.6951                  6.8546             95             63             10
        88.7841                  6.8615             90             58             16
        88.8730                  6.8684            103             59             20
        88.9620                  6.8752            103             66             14
        89.0509                  6.8821             92             59             10
        89.1402                  6.8890             98             52             14
        89.2291                  6.8958            104             50             25
        89.2500                  6.8975             92             53             10
        89.3389                  6.9043             99             59             14
        89.4277                  6.9112             94             61             11
        89.5164                  6.9181             93             51             21
        89.6053                  6.9249             83             47             11
        89.6941                  6.9318             96             50             19
        89.7831                  6.9387             97             48             29
        89.8721                  6.9456             89             55             19
        89.9611                  6.9524             95             66              8
        90.0500                  6.9593            103             67             14
        90.1391                  6.9662             99             61             11
        90.2281                  6.9731             98             60              8
        90.2500                  6.9747            137             85             19
        90.3389                  6.9816             91             52             14
        90.4278                  6.9885             84             45             17
        90.5167                  6.9954             89             53              6
        90.6055                  7.0022            121             73             20
        90.6944                  7.0091            106             64             21
        90.7835                  7.0160            100             55             24
        90.8724                  7.0228             94             63             16
        90.9614                  7.0297             97             56             25
        91.0502                  7.0366             96             55             23
        91.1392                  7.0435            100             58             29
        91.2280                  7.0503             97             68             20
        91.2500                  7.0520            100             69             14
        91.3389                  7.0589            130             89             17
        91.4279                  7.0658            101             59             21
        91.5167                  7.0727            121             80             19
        91.6057                  7.0795            104             66             19
        91.6945                  7.0864            106             63             14
        91.7835                  7.0933             97             66             12
        91.8725                  7.1001             92             69              9
        91.9616                  7.1070            105             76              9
        92.0506                  7.1139            104             70             15
        92.1398                  7.1208             90             60              9
        92.2287                  7.1276             94             66              9
        92.2500                  7.1293            104             68             18
        92.3391                  7.1362             95             75              7
        92.4283                  7.1430            121             78             19
        92.5173                  7.1499            103             82              9
        92.6061                  7.1568            110             83             13
        92.6950                  7.1636            113             89              8
        92.7838                  7.1705            120             85             18
        92.8728                  7.1774            114             85             15
        92.9618                  7.1843            113             76             17
        93.0508                  7.1911            118             82             15
        93.1397                  7.1980            138             93             27
        93.2289                  7.2049            126            102             12
        93.2500                  7.2065            119             91              6
        93.3391                  7.2134            132            106             10
        93.4281                  7.2203            138             99             23
        93.5173                  7.2271            134            104             21
        93.6063                  7.2340            129             94             18
        93.6953                  7.2409            136            109              9
        93.7844                  7.2477            132             93             23
        93.8734                  7.2546            116             82             16
        93.9623                  7.2615            121             91             16
        94.0513                  7.2684            111             89             13
        94.1401                  7.2752            127             98              3
        94.2289                  7.2821            134            102             14
        94.2500                  7.2837            128             93             12
        94.3389                  7.2906            110             89              6
        94.4280                  7.2975            120             77             19
        94.5170                  7.3044            133             89             19
        94.6061                  7.3112            130             93             10
        94.6949                  7.3181            126             89             21
        94.7839                  7.3250            112             86              9
        94.8729                  7.3318            136            110              9
        94.9618                  7.3387            158            132             10
        95.0507                  7.3456            159            132             14
        95.1398                  7.3525            141            119              9
        95.2289                  7.3593            169            138             11
        95.2500                  7.3610            185            153              6
        95.3390                  7.3678            176            139             19
        95.4279                  7.3747            151            125             17
        95.5167                  7.3816            149            117             24
        95.6055                  7.3884            147            112             13
        95.6943                  7.3953            175            128             24
        95.7833                  7.4022            168            132             14
        95.8723                  7.4091            164            141              6
        95.9611                  7.4159            155            136              8
        96.0500                  7.4228            166            138             10
        96.1390                  7.4297            171            140             14
        96.2278                  7.4366            174            139             11
        96.2500                  7.4383            163            138              6
        96.3389                  7.4451            193            159             17
        96.4280                  7.4520            167            133             19
        96.5168                  7.4589            161            142              8
        96.6056                  7.4658            158            126             15
        96.6944                  7.4726            163            126              9
        96.7831                  7.4795            195            145             17
        96.8721                  7.4864            172            134             25
        96.9610                  7.4932            180            133             17
        97.0499                  7.5001            184            152              7
        97.1387                  7.5070            168            134              5
        97.2275                  7.5139            180            155              6
        97.2500                  7.5156            187            154             13
        97.3388                  7.5225            187            150              8
        97.4276                  7.5293            170            142             10
        97.5162                  7.5362            157            127             15
        97.6052                  7.5431            165            134             11
        97.6941                  7.5500            154            143              3
        97.7830                  7.5568            171            152              9
        97.8718                  7.5637            183            151             16
        97.9608                  7.5706            157            125             12
        98.0497                  7.5775            163            132              9
        98.1385                  7.5843            178            151              7
        98.2277                  7.5912            183            146             14
        98.2500                  7.5929            188            156             14
        98.3389                  7.5998            176            157              8
        98.4275                  7.6067            166            145              9
        98.5164                  7.6135            161            137              9
        98.6052                  7.6204            179            142             10
        98.6941                  7.6273            156            136              6
        98.7832                  7.6342            165            125             16
        98.8721                  7.6410            140            114             15
        98.9610                  7.6479            163            123             18
        99.0500                  7.6548            153            128             11
        99.1389                  7.6616            155            121             20
        99.2276                  7.6685            162            124              9
        99.2500                  7.6702            142            115              8
        99.3390                  7.6771            152            115             14
        99.4277                  7.6840            152            116             16
        99.5166                  7.6909            143            109             12
        99.6055                  7.6977            172            135             10
        99.6946                  7.7046            160            113             14
        99.7838                  7.7115            144            120              8
        99.8727                  7.7183            166            135             13
        99.9615                  7.7252            155            125             12
       100.0502                  7.7321            146            127              8
       100.1390                  7.7390            152            126             11
       100.2278                  7.7458            151            133              5
       100.2500                  7.7475            162            136             13
       100.3389                  7.7544            173            133             13
       100.4278                  7.7613            143            124              6
       100.5166                  7.7682            161            126             12
       100.6054                  7.7750            148            112             15
       100.6942                  7.7819            176            136             21
       100.7830                  7.7888            169            136              9
       100.8717                  7.7957            148            125             10
       100.9606                  7.8025            150            116             15
       101.0495                  7.8094            154            123             16
       101.1384                  7.8163            155            126             12
       101.2271                  7.8231            166            126             18
       101.2500                  7.8249            162            125             22
       101.3389                  7.8318            168            132             17
       101.4276                  7.8387            155            114             20
       101.5164                  7.8455            149            128              8
       101.6053                  7.8524            137            114             14
       101.6943                  7.8593            142            112             24
       101.7831                  7.8661            151            121             16
       101.8718                  7.8730            166            133              9
       101.9608                  7.8799            170            139             11
       102.0496                  7.8868            172            141             13
       102.1382                  7.8936            187            149             16
       102.2268                  7.9005            168            139             14
       102.2500                  7.9023            149            126             13
       102.3388                  7.9092            161            149              6
       102.4276                  7.9160            172            145             20
       102.5163                  7.9229            188            160             16
       102.6054                  7.9298            178            144             18
       102.6944                  7.9367            186            156              8
       102.7832                  7.9435            161            145              7
       102.8722                  7.9504            177            142             18
       102.9610                  7.9573            194            149             19
       103.0499                  7.9641            185            153             18
       103.1388                  7.9710            190            166             13
       103.2278                  7.9779            172            144             10
       103.2500                  7.9796            168            139             17
       103.3389                  7.9865            176            157             10
       103.4279                  7.9933            184            154             17
       103.5169                  8.0002            196            168             13
       103.6058                  8.0071            198            170             15
       103.6948                  8.0140            188            162              6
       103.7839                  8.0208            183            155             18
       103.8728                  8.0277            158            132             15
       103.9618                  8.0346            153            129             11
       104.0508                  8.0415            151            122             11
       104.1400                  8.0483            142            112             11
       104.2292                  8.0552            135            114             14
       104.2500                  8.0568            134            110             17
       104.3389                  8.0637            138            113              9
       104.4281                  8.0706            152            124             12
       104.5172                  8.0774            154            125             10
       104.6061                  8.0843            158            114             21
       104.6952                  8.0912            149            127              8
       104.7844                  8.0980            141            117             15
       104.8737                  8.1049            136            106             16
       104.9626                  8.1118            159            129             18
       105.0518                  8.1187            142            106             20
       105.1408                  8.1255            150            118             15
       105.2296                  8.1324            160            122             20
       105.2500                  8.1340            161            127             14
       105.3389                  8.1409            153            117             13
