     collisions(billions)   time(microsecond)   total hb    interpeptide hb   hb_alpha
        19.2299                  1.4867             94             35             28
        19.2500                  1.4883             90             41             22
        19.3391                  1.4951             62             25              9
        19.4281                  1.5020             87             23             21
        19.5169                  1.5089             63             30              6
        19.6057                  1.5157             80             33             22
        19.6946                  1.5226             83             34             20
        19.7837                  1.5295             87             28             31
        19.8727                  1.5364             78             27             26
        19.9616                  1.5432             65             19             27
        20.0506                  1.5501             60             13             23
        20.1396                  1.5570             61              8             23
        20.2286                  1.5639             67             18             28
        20.2500                  1.5655             61             27             15
        20.3388                  1.5724             64             15             20
        20.4277                  1.5793             72             19             27
        20.5167                  1.5861             43              9             10
        20.6056                  1.5930             53             19             14
        20.6944                  1.5999             52             17             15
        20.7833                  1.6068             63             16             11
        20.8720                  1.6136             76             24             16
        20.9609                  1.6205             70             14             16
        21.0494                  1.6274             69             28             19
        21.1382                  1.6342             60              6             22
        21.2270                  1.6411             71             14             21
        21.2500                  1.6429             86             12             30
        21.3389                  1.6498             54              8             19
        21.4277                  1.6566             54             13              8
        21.5166                  1.6635             59             10             20
        21.6055                  1.6704             60             22             20
        21.6943                  1.6772             73             21             21
        21.7833                  1.6841             61             25             11
        21.8723                  1.6910             41             11             12
        21.9611                  1.6979             54              6             19
        22.0501                  1.7047             55              6             21
        22.1390                  1.7116             77             20             26
        22.2279                  1.7185             67             28             18
        22.2500                  1.7202             68             31             12
        22.3390                  1.7271             70             29             16
        22.4279                  1.7339             94             37             21
        22.5167                  1.7408             75             39             14
        22.6056                  1.7477             82             36             15
        22.6944                  1.7545             80             31             24
        22.7832                  1.7614             71             29             16
        22.8720                  1.7683             64             30              9
        22.9610                  1.7752             76             29             18
        23.0499                  1.7820             63             20             25
        23.1389                  1.7889             71             30             20
        23.2281                  1.7958             82             31             16
        23.2500                  1.7975             71             21             24
        23.3391                  1.8043             74             32              7
        23.4282                  1.8112             79             44             18
        23.5172                  1.8181             55             31              3
        23.6062                  1.8250             76             33             17
        23.6951                  1.8318             78             32             20
        23.7843                  1.8387             79             35             17
        23.8730                  1.8456             74             29             23
        23.9620                  1.8525             56             24             11
        24.0510                  1.8593             59             23             13
        24.1401                  1.8662             68             21             17
        24.2291                  1.8731             76             30             13
        24.2500                  1.8747             61             20             10
        24.3387                  1.8816             73             36             19
        24.4276                  1.8884             74             36             13
        24.5166                  1.8953             78             36             11
        24.6055                  1.9022             75             27             14
        24.6944                  1.9090             69             22              7
        24.7834                  1.9159             71             23             15
        24.8723                  1.9228             68             26             15
        24.9611                  1.9297             61             20             21
        25.0500                  1.9365             72             37              9
        25.1390                  1.9434             79             36             19
        25.2277                  1.9503             77             48             16
        25.2500                  1.9520             74             37             21
        25.3386                  1.9589             75             45             11
        25.4274                  1.9657             51             26             10
        25.5166                  1.9726             93             49             15
        25.6056                  1.9795             71             23             23
        25.6945                  1.9864             76             35             10
        25.7833                  1.9932             68             22             13
        25.8723                  2.0001             63             21             20
        25.9612                  2.0070             58             25              6
        26.0502                  2.0138             53             10             14
        26.1391                  2.0207             53              7             22
        26.2280                  2.0276             50             18             17
        26.2500                  2.0293             56             27             12
        26.3387                  2.0362             56             15              6
        26.4274                  2.0430             52             15             19
        26.5163                  2.0499             56             11             15
        26.6053                  2.0568             50             12             15
        26.6942                  2.0637             73             31             11
        26.7831                  2.0705             54             13             15
        26.8719                  2.0774             61             16             26
        26.9607                  2.0843             56             27             14
        27.0496                  2.0911             66             23             19
        27.1386                  2.0980             78             23             29
        27.2276                  2.1049             45             15              5
        27.2500                  2.1066             53              7              8
        27.3387                  2.1135             45              8             16
        27.4275                  2.1204             63             12             30
        27.5163                  2.1272             58             23             20
        27.6052                  2.1341             75             31             19
        27.6941                  2.1410             55             31             15
        27.7830                  2.1479             89             30             31
        27.8720                  2.1547             83             30             20
        27.9607                  2.1616             97             58             15
        28.0496                  2.1685             61             25             14
        28.1384                  2.1753             65             35             15
        28.2271                  2.1822             67             30             17
        28.2500                  2.1840             73             36             17
        28.3388                  2.1909             55             26             13
        28.4277                  2.1977             70             19             21
        28.5166                  2.2046             63             23             12
        28.6054                  2.2115             53              9             13
        28.6942                  2.2183             57             18             14
        28.7832                  2.2252             60             22             12
        28.8720                  2.2321             57             23             17
        28.9609                  2.2390             60             11             23
        29.0498                  2.2458             53             10             22
        29.1384                  2.2527             57             16             14
        29.2275                  2.2596             61             16             16
        29.2500                  2.2613             66             15              8
        29.3388                  2.2682             75             16             13
        29.4278                  2.2751             73              9             32
        29.5166                  2.2819             69             15             18
        29.6056                  2.2888             70             21             19
        29.6947                  2.2957             87             25             31
        29.7837                  2.3025             76             23             30
        29.8724                  2.3094             72             33             14
        29.9613                  2.3163             64             24             21
        30.0503                  2.3232             59             19             14
        30.1395                  2.3300             69             21             20
        30.2284                  2.3369             70             32             18
        30.2500                  2.3386             72             35             18
        30.3392                  2.3454             93             45             22
        30.4283                  2.3523             72             37             18
        30.5172                  2.3592             91             52             16
        30.6062                  2.3661             92             47             24
        30.6950                  2.3729            119             68             27
        30.7843                  2.3798            102             60             20
        30.8731                  2.3867            142             65             39
        30.9623                  2.3936            106             55             18
        31.0512                  2.4004             81             48              9
        31.1401                  2.4073             92             42             26
        31.2290                  2.4142             52             29              8
        31.2500                  2.4158             65             34             15
        31.3389                  2.4227             75             34              7
        31.4279                  2.4295             78             45             13
        31.5171                  2.4364             66             26             17
        31.6060                  2.4433             42             19              7
        31.6949                  2.4502             67             18             16
        31.7837                  2.4570             63             17             20
        31.8727                  2.4639             66             21             18
        31.9618                  2.4708             90             46             22
        32.0508                  2.4776             68             38             10
        32.1397                  2.4845             60             28             12
        32.2285                  2.4914             93             51             16
        32.2500                  2.4930             81             49             15
        32.3389                  2.4999             94             39             19
        32.4279                  2.5068             62             27             12
        32.5166                  2.5137             87             48             24
        32.6057                  2.5205             75             23             12
        32.6946                  2.5274             57             16             14
        32.7835                  2.5343             62             12             13
        32.8724                  2.5411             62             17             20
        32.9614                  2.5480             54             20             17
        33.0503                  2.5549             72             21             20
        33.1392                  2.5618             48              7              9
        33.2280                  2.5686             50              9             11
        33.2500                  2.5703             52             18              6
        33.3388                  2.5772             47             13             15
        33.4279                  2.5841             70             22             16
        33.5170                  2.5909             84             32             10
        33.6059                  2.5978             72             18             15
        33.6948                  2.6047             81             32             22
        33.7838                  2.6116             81             23             20
        33.8725                  2.6184             80             32             16
        33.9615                  2.6253             90             45             13
        34.0505                  2.6322             65             25             13
        34.1393                  2.6391             66             26             20
        34.2282                  2.6459             74             26             21
        34.2500                  2.6476             63             30             11
        34.3391                  2.6545             95             28             22
        34.4280                  2.6614             70             25             20
        34.5169                  2.6682             56             18             16
        34.6058                  2.6751             75             32             23
        34.6948                  2.6820             73             33             14
        34.7837                  2.6888             64             31             13
        34.8728                  2.6957             67             36             11
        34.9618                  2.7026             78             50             17
        35.0509                  2.7095             78             54              8
        35.1399                  2.7163             92             42             22
        35.2289                  2.7232             70             30             12
        35.2500                  2.7248             65             32             16
        35.3389                  2.7317             77             35             27
        35.4281                  2.7386             70             40             11
        35.5171                  2.7455             84             48             12
        35.6062                  2.7523             90             60             13
        35.6952                  2.7592             91             43             23
        35.7842                  2.7661             92             39             16
        35.8730                  2.7729             88             43             14
        35.9620                  2.7798             70             36             14
        36.0508                  2.7867             81             46             17
        36.1397                  2.7936             69             37             17
        36.2286                  2.8004             79             41             17
        36.2500                  2.8021             75             36             12
        36.3389                  2.8089             82             36             15
        36.4277                  2.8158             77             40             10
        36.5166                  2.8227             86             25             25
        36.6054                  2.8296             77             21             13
        36.6943                  2.8364             50             16              9
        36.7830                  2.8433             82             30             18
        36.8720                  2.8502             66             38             12
        36.9609                  2.8570             83             36             29
        37.0498                  2.8639             93             24             28
        37.1388                  2.8708             83             36             11
        37.2278                  2.8777             91             41             21
        37.2500                  2.8794             74             35             11
        37.3388                  2.8863             78             30             15
        37.4278                  2.8931             92             29             26
        37.5166                  2.9000             55             16             16
        37.6056                  2.9069             67             19             17
        37.6947                  2.9137             71             18             25
        37.7836                  2.9206             66             25             15
        37.8722                  2.9275             45             13             12
        37.9610                  2.9344             60             28              8
        38.0499                  2.9412             68             25             19
        38.1390                  2.9481             71             31             22
        38.2278                  2.9550             82             44             19
        38.2500                  2.9567             62             34             14
        38.3388                  2.9636             57             26             17
        38.4280                  2.9704             70             26             21
        38.5172                  2.9773             79             36             17
        38.6063                  2.9842             63             35              3
        38.6952                  2.9910             81             32              9
        38.7840                  2.9979             66             19             17
        38.8727                  3.0048             45             19             13
        38.9614                  3.0117             65             25             12
        39.0502                  3.0185             83             28             22
        39.1392                  3.0254             88             36             16
        39.2281                  3.0323             85             38             12
        39.2500                  3.0340             85             32             13
        39.3390                  3.0408             80             46             15
        39.4278                  3.0477             76             27             22
        39.5167                  3.0546             86             45             14
        39.6057                  3.0615             95             44             12
        39.6946                  3.0683             80             42             13
        39.7835                  3.0752             89             44             16
        39.8724                  3.0821            105             53             12
        39.9614                  3.0890            110             49             19
        40.0506                  3.0958             84             47             12
        40.1396                  3.1027             88             59              6
        40.2287                  3.1096             86             46             25
        40.2500                  3.1112             93             43             30
        40.3390                  3.1181             76             48             22
        40.4278                  3.1250             79             33             15
        40.5168                  3.1318             71             35              7
        40.6058                  3.1387             73             36             10
        40.6948                  3.1456             92             33             15
        40.7838                  3.1524             83             50             16
        40.8727                  3.1593             66             28              8
        40.9616                  3.1662             71             28             11
        41.0505                  3.1731             73             31              9
        41.1393                  3.1799             67             18             19
        41.2282                  3.1868             66             20             18
        41.2500                  3.1885             57             17             16
        41.3388                  3.1954             75             28             17
        41.4278                  3.2022             75             28             13
        41.5168                  3.2091             71             34             11
        41.6057                  3.2160             70             27             17
        41.6946                  3.2229             56             24             12
        41.7833                  3.2297             76             25             26
        41.8722                  3.2366             70             29             14
        41.9613                  3.2435             75             26             22
        42.0500                  3.2503             57             14             21
        42.1390                  3.2572             62              5             20
        42.2277                  3.2641             79             16             23
        42.2500                  3.2658             52             16             15
        42.3388                  3.2727             66             24             18
        42.4276                  3.2796             69             17             16
        42.5163                  3.2864             67             30             11
        42.6052                  3.2933             83             33             21
        42.6941                  3.3002             80             30             11
        42.7830                  3.3070             97             46             15
        42.8720                  3.3139             66             31             20
        42.9609                  3.3208             80             32             23
        43.0497                  3.3277             78             32             27
        43.1386                  3.3345             96             49             19
        43.2273                  3.3414             92             50             29
        43.2500                  3.3432             88             49             20
        43.3388                  3.3500             53             18             20
        43.4277                  3.3569             73             26             24
        43.5166                  3.3638             46             16              7
        43.6056                  3.3706             65             21             25
        43.6941                  3.3775             72             25             17
        43.7832                  3.3844             67             36             10
        43.8721                  3.3913             78             24             24
        43.9610                  3.3981             75             30             19
