     collisions(billions)   time(microsecond)   total hb    interpeptide hb   hb_alpha
        19.2283                  1.4867            100             34             27
        19.2500                  1.4884             98             29             25
        19.3391                  1.4953            105             46             31
        19.4277                  1.5022             76             37             23
        19.5166                  1.5090             70             36             15
        19.6057                  1.5159             72             44             11
        19.6947                  1.5228             72             38             18
        19.7835                  1.5296             82             37             13
        19.8723                  1.5365             82             45              9
        19.9616                  1.5434             76             25             27
        20.0507                  1.5503             77             35             15
        20.1396                  1.5571             74             32              8
        20.2284                  1.5640             81             31             16
        20.2500                  1.5657             73             18             21
        20.3389                  1.5725             73             19             20
        20.4279                  1.5794             61             17             23
        20.5168                  1.5863             46             16             11
        20.6056                  1.5932             52              8             15
        20.6943                  1.6000             68             23             25
        20.7834                  1.6069             85             41             23
        20.8723                  1.6138             86             35             21
        20.9612                  1.6207             68             14             16
        21.0501                  1.6275             59             18             15
        21.1390                  1.6344             85             25             15
        21.2279                  1.6413             57             15             13
        21.2500                  1.6430             50             21             10
        21.3390                  1.6499             69             21             24
        21.4281                  1.6567             75             31             19
        21.5172                  1.6636             91             46             13
        21.6062                  1.6705            103             40             27
        21.6954                  1.6773             88             46             17
        21.7844                  1.6842             92             55             10
        21.8734                  1.6911             66             31             17
        21.9622                  1.6980             63             28             11
        22.0515                  1.7048             90             39             21
        22.1404                  1.7117             77             36             12
        22.2296                  1.7186             70             34             17
        22.2500                  1.7202             62             37              9
        22.3387                  1.7270             79             39             12
        22.4276                  1.7339             81             38             20
        22.5166                  1.7408             83             34             24
        22.6057                  1.7476             92             50             17
        22.6944                  1.7545             56             30             11
        22.7833                  1.7614             52             21             10
        22.8722                  1.7683             75             33             21
        22.9612                  1.7751             76             24             26
        23.0501                  1.7820             56             24             12
        23.1391                  1.7889             74             29             16
        23.2280                  1.7957             69             33             14
        23.2500                  1.7974             70             40             13
        23.3388                  1.8043             90             36             24
        23.4277                  1.8112            104             60             17
        23.5165                  1.8181             88             42             14
        23.6053                  1.8249             75             40             15
        23.6941                  1.8318             69             31             22
        23.7830                  1.8387             63             33             14
        23.8719                  1.8455             70             26             21
        23.9610                  1.8524             84             24             15
        24.0498                  1.8593             80             24             29
        24.1387                  1.8662             61             23             20
        24.2277                  1.8730             68             31             18
        24.2500                  1.8748             57             16             16
        24.3390                  1.8816             57             21             10
        24.4279                  1.8885             80             27             30
        24.5167                  1.8954             82             24             23
        24.6056                  1.9022             55             24             17
        24.6947                  1.9091             83             48             12
        24.7839                  1.9160             69             32             14
        24.8727                  1.9229             83             41             24
        24.9616                  1.9297             77             42             28
        25.0508                  1.9366            100             56             18
        25.1400                  1.9435            102             52             24
        25.2291                  1.9503             89             48             13
        25.2500                  1.9520             86             61              6
        25.3391                  1.9588             96             49             21
        25.4281                  1.9657             97             48             21
        25.5171                  1.9726             67             43              2
        25.6061                  1.9794             72             32             16
        25.6950                  1.9863             74             34              8
        25.7838                  1.9932             79             37             16
        25.8727                  2.0001             88             43             12
        25.9618                  2.0069             78             48             11
        26.0506                  2.0138             76             38             15
        26.1396                  2.0207            106             45             18
        26.2286                  2.0276             94             41             19
        26.2500                  2.0292             98             38             23
        26.3391                  2.0361             93             53             19
        26.4282                  2.0429             91             71             10
        26.5172                  2.0498             73             52              9
        26.6060                  2.0567             93             49             10
        26.6949                  2.0636             76             50             11
        26.7838                  2.0704             97             59             21
        26.8727                  2.0773             87             52             15
        26.9618                  2.0842             86             40             15
        27.0506                  2.0911             59             33             10
        27.1395                  2.0979             65             32             20
        27.2286                  2.1048             93             49             16
        27.2500                  2.1065             70             37              9
        27.3390                  2.1133            100             63             16
        27.4279                  2.1202            111             66             17
        27.5169                  2.1271             81             55             11
        27.6059                  2.1339             95             50             11
        27.6949                  2.1408             99             73             11
        27.7839                  2.1477             76             44              8
        27.8728                  2.1546             91             41             14
        27.9621                  2.1614            112             64             27
        28.0511                  2.1683             94             56             15
        28.1401                  2.1752            107             72             12
        28.2294                  2.1820             99             63             16
        28.2500                  2.1836             98             57             15
        28.3390                  2.1905             91             51             19
        28.4281                  2.1974             74             32             14
        28.5172                  2.2042             81             39             19
        28.6061                  2.2111             72             27             21
        28.6950                  2.2180             91             43             27
        28.7843                  2.2249             98             67             10
        28.8734                  2.2317             94             52             14
        28.9624                  2.2386             75             40              9
        29.0513                  2.2455             80             31             20
        29.1402                  2.2523             64             34             11
        29.2291                  2.2592             80             49             17
        29.2500                  2.2608             80             53             13
        29.3391                  2.2677             76             46              8
        29.4281                  2.2746             70             39             10
        29.5172                  2.2814             99             67             12
        29.6063                  2.2883            130            108             13
        29.6954                  2.2952            104             81             12
        29.7844                  2.3021            109             81             16
        29.8736                  2.3089            121             97             13
        29.9627                  2.3158            109             75             25
        30.0518                  2.3227             99             66             12
        30.1409                  2.3296            109             66             24
        30.2299                  2.3364            112             74             11
        30.2500                  2.3380            123             78             24
        30.3392                  2.3448             70             31             16
        30.4285                  2.3517             98             38             34
        30.5173                  2.3586             75             43             19
        30.6064                  2.3655             75             51              7
        30.6955                  2.3723             68             39              9
        30.7844                  2.3792             79             48             19
        30.8733                  2.3861             78             47             17
        30.9622                  2.3930             81             54              8
        31.0510                  2.3998            100             57             18
        31.1401                  2.4067             73             36             11
        31.2293                  2.4136             81             42             17
        31.2500                  2.4152             80             35             16
        31.3390                  2.4220             94             33             29
        31.4280                  2.4289             63             32              9
        31.5171                  2.4358             84             28             22
        31.6061                  2.4427             64             17             11
        31.6949                  2.4495             87             42             12
        31.7840                  2.4564             76             36             18
        31.8731                  2.4633             81             25             21
        31.9621                  2.4701             63             24             13
        32.0510                  2.4770             56              9             26
        32.1401                  2.4839             65             27             10
        32.2290                  2.4908             71             22             27
        32.2500                  2.4924             77             18             35
        32.3387                  2.4993             49             13             14
        32.4275                  2.5061             71             12             37
        32.5161                  2.5130             55             18             19
        32.6048                  2.5199             67             22             25
        32.6937                  2.5267             73             29             18
        32.7826                  2.5336             53             24             16
        32.8713                  2.5405             66             25              8
        32.9603                  2.5474             76             18             34
        33.0490                  2.5542             60             14             22
        33.1378                  2.5611             68             28             19
        33.2267                  2.5680             65             12             25
        33.2500                  2.5698             40              9             15
        33.3386                  2.5767             66             16             17
        33.4274                  2.5835             82             19             30
        33.5163                  2.5904             78             29             21
        33.6052                  2.5973             55             13             18
        33.6939                  2.6042             73             31             16
        33.7828                  2.6110             77             21             17
        33.8716                  2.6179             44             13              4
        33.9606                  2.6248             66             16             29
        34.0496                  2.6316             66             10             39
        34.1386                  2.6385             46             13             16
        34.2275                  2.6454             60             15             25
        34.2500                  2.6471             62             19             18
        34.3390                  2.6540             76             22             18
        34.4278                  2.6609             49              9              8
        34.5167                  2.6677             51             11             19
        34.6053                  2.6746             84             18             28
        34.6943                  2.6815             67              7             24
        34.7833                  2.6884             74             12             25
        34.8722                  2.6952             59             14             16
        34.9611                  2.7021             75             18             23
        35.0498                  2.7090             51              7             18
        35.1388                  2.7158             73             17             20
        35.2278                  2.7227             80             27             27
        35.2500                  2.7244             69             25             21
        35.3390                  2.7313             84             39             18
        35.4279                  2.7382             66             22             23
        35.5168                  2.7451             72             31             23
        35.6055                  2.7519             71             12             18
        35.6945                  2.7588             62             17             20
        35.7833                  2.7657             57             20             17
        35.8721                  2.7725             73             17             18
        35.9609                  2.7794             51             13             10
        36.0498                  2.7863             67             25             18
        36.1387                  2.7932             56             20             25
        36.2276                  2.8000             62             13             20
        36.2500                  2.8018             61             17             13
        36.3388                  2.8086             57             17             15
        36.4278                  2.8155             62             17             25
        36.5169                  2.8224             71             18             22
        36.6058                  2.8293             81             23             30
        36.6948                  2.8361             86             30             22
        36.7837                  2.8430             74             33             14
        36.8727                  2.8499             67             32             12
        36.9616                  2.8568             93             53             23
        37.0507                  2.8636             97             56             16
        37.1397                  2.8705             89             53             11
        37.2287                  2.8774             81             26             21
        37.2500                  2.8790             80             31             24
        37.3390                  2.8859             83             38             22
        37.4280                  2.8928             76             23             20
        37.5169                  2.8996             66             26             23
        37.6058                  2.9065             63             23             14
        37.6949                  2.9134             83             21             30
        37.7838                  2.9202             56             27             13
        37.8726                  2.9271             66             16             25
        37.9616                  2.9340             59             14             17
        38.0506                  2.9409             88             23             35
        38.1394                  2.9477             50             14             14
        38.2283                  2.9546             60             32             11
        38.2500                  2.9563             54             25              7
        38.3391                  2.9632             84             32             19
        38.4280                  2.9700             75             32             13
        38.5170                  2.9769             89             46             18
        38.6060                  2.9838             66             34             13
        38.6950                  2.9906             99             25             41
        38.7840                  2.9975             67             27             18
        38.8729                  3.0044             72             35             12
        38.9616                  3.0113             90             32             24
        39.0506                  3.0181             66             26             15
        39.1393                  3.0250             66             33             17
        39.2283                  3.0319             71             34             11
        39.2500                  3.0336             67             32             12
        39.3392                  3.0404             80             40             16
        39.4283                  3.0473             74             43              8
        39.5172                  3.0542             72             31             18
        39.6063                  3.0610             78             34             19
        39.6952                  3.0679             65             39             16
        39.7841                  3.0748             67             27             20
        39.8730                  3.0817             77             28             18
        39.9623                  3.0885             97             50             24
        40.0513                  3.0954            104             50             28
        40.1403                  3.1023             94             56             17
        40.2292                  3.1091             91             59             11
        40.2500                  3.1108            100             54             15
        40.3386                  3.1176            100             50             10
        40.4277                  3.1245             99             55              8
        40.5167                  3.1314            112             57             12
        40.6056                  3.1382            109             61             16
        40.6947                  3.1451            112             58             12
        40.7837                  3.1520            111             58             16
        40.8725                  3.1589            109             49             21
        40.9613                  3.1657            142             67             38
        41.0503                  3.1726            114             56             15
        41.1393                  3.1795            107             60             19
        41.2283                  3.1863            134             73             22
        41.2500                  3.1880            128             73             24
        41.3392                  3.1949            119             58             24
        41.4282                  3.2018            109             65             16
        41.5170                  3.2086            110             70             13
        41.6060                  3.2155            116             83              9
        41.6948                  3.2224            130             78             14
        41.7839                  3.2293            150             93             18
        41.8730                  3.2361            142             85             13
        41.9620                  3.2430            128             92             15
        42.0508                  3.2499            128             91              7
        42.1400                  3.2568            134             96             12
        42.2293                  3.2636            153             97             15
        42.2500                  3.2652            123             86             11
        42.3392                  3.2721            129             83             10
        42.4283                  3.2790            139             89             15
        42.5171                  3.2858            107             73             13
        42.6063                  3.2927            124             92              9
        42.6951                  3.2996            123             95              7
        42.7839                  3.3065            120             77             26
        42.8730                  3.3133            123             87             11
        42.9619                  3.3202            114             72             12
        43.0508                  3.3271            122             74              8
        43.1395                  3.3339            129             72             29
        43.2286                  3.3408            114             80             10
        43.2500                  3.3425            122             74             12
        43.3390                  3.3493             94             53             11
        43.4281                  3.3562             71             36             10
        43.5171                  3.3631             98             46             22
        43.6062                  3.3699             78             34             15
        43.6951                  3.3768             76             46             19
        43.7840                  3.3837             79             46             15
        43.8731                  3.3906             91             54             12
        43.9622                  3.3974            102             51             14
