     collisions(billions)   time(microsecond)   total hb    interpeptide hb   hb_alpha
       122.1391                  9.4379            108             71             12
       122.2283                  9.4448             86             48              9
       122.2500                  9.4465             88             49             14
       122.3391                  9.4534             78             37             28
       122.4283                  9.4602             68             33             19
       122.5175                  9.4671             70             31             15
       122.6061                  9.4740             67             38              7
       122.6949                  9.4808             64             35              8
       122.7840                  9.4877             74             49              9
       122.8731                  9.4946             93             47             19
       122.9623                  9.5015             67             33             14
       123.0511                  9.5083             73             46              6
       123.1402                  9.5152             72             36              8
       123.2293                  9.5221             90             45             15
       123.2500                  9.5237             88             40             16
       123.3391                  9.5305             78             34             15
       123.4280                  9.5374             78             33             18
       123.5166                  9.5443             86             40             25
       123.6055                  9.5512             77             27             23
       123.6945                  9.5580             83             38             21
       123.7836                  9.5649             65             28             17
       123.8727                  9.5718             76             27             23
       123.9615                  9.5787             53             21             11
       124.0506                  9.5855             65             30             12
       124.1394                  9.5924             58             28             10
       124.2283                  9.5993             70             38             12
       124.2500                  9.6009             63             33              9
       124.3389                  9.6078             75             28             16
       124.4278                  9.6147             68             25             14
       124.5168                  9.6216             60             11             17
       124.6055                  9.6284             82             21             30
       124.6946                  9.6353             83             34             25
       124.7835                  9.6422             59             22             21
       124.8724                  9.6490             71             25             18
       124.9614                  9.6559             56             17             11
       125.0504                  9.6628             79             17             27
       125.1390                  9.6697             58             14             11
       125.2277                  9.6765             69             16             14
       125.2500                  9.6783             80             24             26
       125.3390                  9.6851             63             28              6
       125.4278                  9.6920             70             21             23
       125.5169                  9.6989             67             32             17
       125.6056                  9.7057             86             34             22
       125.6945                  9.7126             71             30             13
       125.7834                  9.7195             67             27             10
       125.8724                  9.7264             85             47             10
       125.9611                  9.7332             83             48             11
       126.0502                  9.7401             76             31             17
       126.1391                  9.7470             81             41              8
       126.2279                  9.7538             80             36             28
       126.2500                  9.7556             88             43             31
       126.3389                  9.7624             78             46             15
       126.4279                  9.7693             69             38              8
       126.5170                  9.7762             79             25             25
       126.6059                  9.7830             72             35             20
       126.6947                  9.7899             63             36             13
       126.7837                  9.7968             77             37             15
       126.8726                  9.8037             95             54             17
       126.9616                  9.8105             70             42              7
       127.0505                  9.8174             98             49             17
       127.1394                  9.8243             89             61             14
       127.2284                  9.8312            108             54             19
       127.2500                  9.8328             87             42             15
       127.3391                  9.8397             85             55             16
       127.4281                  9.8466             74             50              9
       127.5170                  9.8534             84             40             19
       127.6060                  9.8603             81             37             16
       127.6950                  9.8672             70             27             21
       127.7839                  9.8741             84             44             21
       127.8730                  9.8809            104             55             17
       127.9620                  9.8878             99             54             13
       128.0507                  9.8947             93             47             20
       128.1399                  9.9015             87             58             17
       128.2292                  9.9084            103             50             23
       128.2500                  9.9100             87             42             21
       128.3392                  9.9169            108             57             28
       128.4283                  9.9238            100             52             17
       128.5174                  9.9306             84             46             14
       128.6065                  9.9375            109             46             43
       128.6955                  9.9444             84             41             21
       128.7844                  9.9513             77             43             16
       128.8734                  9.9581             91             45             18
       128.9624                  9.9650             74             46              8
       129.0513                  9.9719             54             17             15
       129.1401                  9.9787             72             15             19
       129.2288                  9.9856             58             15             19
       129.2500                  9.9873             64             25             11
       129.3390                  9.9941             72             30             11
       129.4280                 10.0010             67             24             19
       129.5169                 10.0079             65             17             25
       129.6058                 10.0147             68             15             16
       129.6948                 10.0216             87             16             29
       129.7837                 10.0285             45             12             11
       129.8725                 10.0354             50              7             18
       129.9614                 10.0422             53             14             19
       130.0502                 10.0491             79              8             29
       130.1390                 10.0560             71             22             24
       130.2279                 10.0629             72             21             26
       130.2500                 10.0646             61             24             17
       130.3390                 10.0714             67             24             19
       130.4277                 10.0783             83             32             20
       130.5167                 10.0852             83             45             17
       130.6055                 10.0920             85             42             17
       130.6944                 10.0989             93             44             19
       130.7834                 10.1058             86             45             23
       130.8723                 10.1127             91             41             25
       130.9614                 10.1195             88             46             13
       131.0504                 10.1264             78             38             16
       131.1391                 10.1333             94             42             20
       131.2280                 10.1401             77             32             23
       131.2500                 10.1419             82             49             14
       131.3389                 10.1487             55             30              6
       131.4277                 10.1556             65             27             12
       131.5166                 10.1625             88             43             25
       131.6057                 10.1693             89             39             15
       131.6947                 10.1762             72             40             15
       131.7837                 10.1831             87             47             18
       131.8727                 10.1900             73             34             18
       131.9617                 10.1968             79             33             10
       132.0506                 10.2037             67             33             16
       132.1394                 10.2106             83             38             22
       132.2283                 10.2174             68             23             24
       132.2500                 10.2191             60             32              9
       132.3388                 10.2260             54             22             17
       132.4277                 10.2329             65             31             12
       132.5163                 10.2397             98             53             12
       132.6051                 10.2466             81             31             13
       132.6941                 10.2535             75             28             24
       132.7831                 10.2604             81             26             23
       132.8720                 10.2672             65             16             19
       132.9610                 10.2741             86             45             24
       133.0498                 10.2810            108             54             23
       133.1387                 10.2878             97             51             11
       133.2278                 10.2947             85             45             12
       133.2500                 10.2964            103             59             20
       133.3391                 10.3033            116             59             26
       133.4282                 10.3102             91             52             17
       133.5174                 10.3171             92             58             10
       133.6062                 10.3239             97             58             16
       133.6952                 10.3308             91             51             15
       133.7844                 10.3377            103             58             20
       133.8735                 10.3445             90             51             18
       133.9624                 10.3514             75             42              8
       134.0514                 10.3583             90             53             19
       134.1402                 10.3652             93             59             13
       134.2292                 10.3720             96             60             11
       134.2500                 10.3736             78             47             12
       134.3389                 10.3805             82             38             21
       134.4277                 10.3874             56             24             10
       134.5164                 10.3942             66             30             15
       134.6050                 10.4011             90             32             14
       134.6938                 10.4080             79             32             21
       134.7828                 10.4149             77             27             13
       134.8716                 10.4217             91             40              9
       134.9608                 10.4286             83             34             20
       135.0499                 10.4355             77             33             28
       135.1390                 10.4423             79             36             15
       135.2279                 10.4492             79             33             15
       135.2500                 10.4509             95             48             10
       135.3391                 10.4578             92             41             10
       135.4279                 10.4647             79             42             11
       135.5170                 10.4715             77             43             14
       135.6058                 10.4784             86             44             19
       135.6949                 10.4853            113             51             31
       135.7840                 10.4922             86             39             27
       135.8730                 10.4990             76             42              9
       135.9620                 10.5059             87             43             15
       136.0510                 10.5128             80             36             18
       136.1399                 10.5196             98             39             21
       136.2290                 10.5265             99             47             28
       136.2500                 10.5281             86             45             18
       136.3391                 10.5350             72             33             25
       136.4280                 10.5419             70             25             19
       136.5171                 10.5488             70             39             14
       136.6061                 10.5556             86             30             32
       136.6952                 10.5625             78             47             10
       136.7843                 10.5694             43             22              6
       136.8730                 10.5762             89             42             17
       136.9618                 10.5831             66             22             21
       137.0509                 10.5900             69             30             18
       137.1400                 10.5969             94             45             28
       137.2292                 10.6037             98             40             25
       137.2500                 10.6053             88             42             20
       137.3390                 10.6122             61             26             14
       137.4278                 10.6191             78             23             24
       137.5169                 10.6260             79             40             18
       137.6059                 10.6328             81             34             14
       137.6950                 10.6397             92             31             12
       137.7840                 10.6466             93             37             18
       137.8730                 10.6534             92             45             13
       137.9619                 10.6603             97             46             29
       138.0507                 10.6672             89             45             26
       138.1397                 10.6741             78             47             11
       138.2286                 10.6809             66             48             13
       138.2500                 10.6826             72             48             14
       138.3391                 10.6895             82             40             16
       138.4281                 10.6963             95             52             19
       138.5172                 10.7032             96             40             19
       138.6062                 10.7101             89             38             31
       138.6953                 10.7169             71             32             16
       138.7843                 10.7238             86             36             20
       138.8732                 10.7307             85             35             18
       138.9624                 10.7376            110             64             10
       139.0512                 10.7444             98             52             18
       139.1401                 10.7513             66             34              9
       139.2289                 10.7582             85             29             23
       139.2500                 10.7598             81             27             16
       139.3390                 10.7667             86             44              9
       139.4281                 10.7736             61             35              7
       139.5171                 10.7804             80             36             15
       139.6062                 10.7873             66             32              4
       139.6951                 10.7942             75             36              9
       139.7840                 10.8011             86             32             24
       139.8730                 10.8079             81             54              5
       139.9618                 10.8148             70             34             17
       140.0511                 10.8217             96             26             29
       140.1402                 10.8285             87             38             13
       140.2293                 10.8354             85             27             18
       140.2500                 10.8370             77             22             24
       140.3390                 10.8439             76             35             16
       140.4278                 10.8508             91             44             19
       140.5170                 10.8576             91             48             14
       140.6062                 10.8645            122             67             15
       140.6952                 10.8714             88             60             13
       140.7841                 10.8782             84             50             14
       140.8731                 10.8851             86             43             19
       140.9621                 10.8920            110             55             20
       141.0512                 10.8989             85             47              8
       141.1401                 10.9057            100             47             19
       141.2290                 10.9126             74             35             10
       141.2500                 10.9142             75             37             16
       141.3388                 10.9211             63             25              9
       141.4274                 10.9280             83             36             18
       141.5165                 10.9348             69             28              8
       141.6054                 10.9417             93             34             24
       141.6944                 10.9486             64             34             10
       141.7832                 10.9555             71             22             20
       141.8723                 10.9623             69             41              8
       141.9613                 10.9692             74             18             11
       142.0501                 10.9761             74             33              7
       142.1391                 10.9829             84             40             21
       142.2284                 10.9898             68             30             18
       142.2500                 10.9915             67             36             12
       142.3391                 10.9984             78             30             19
       142.4279                 11.0052             62             23             20
       142.5168                 11.0121             93             45             14
       142.6058                 11.0190             88             44             24
       142.6948                 11.0258             97             43             28
       142.7838                 11.0327             97             35             22
       142.8730                 11.0396             93             37             33
       142.9621                 11.0465             76             36             13
       143.0512                 11.0533             59             29             10
       143.1400                 11.0602             59             16              7
       143.2291                 11.0671             77             36             22
       143.2500                 11.0687             84             36             19
       143.3392                 11.0756             60             28             17
       143.4283                 11.0824             81             43             16
       143.5174                 11.0893             83             41             14
       143.6065                 11.0962             85             44             18
       143.6955                 11.1030             89             51             10
       143.7842                 11.1099             77             40             10
       143.8732                 11.1168             74             35             16
       143.9622                 11.1237             58             19             15
       144.0511                 11.1305             92             45             25
       144.1402                 11.1374            105             51             33
       144.2291                 11.1443             77             37             16
       144.2500                 11.1459             76             37             11
       144.3389                 11.1528             92             43             16
       144.4280                 11.1596             85             42             17
       144.5168                 11.1665             76             33             15
       144.6058                 11.1734             79             42             11
       144.6945                 11.1802             76             43             19
       144.7835                 11.1871             88             44             18
       144.8724                 11.1940             95             36             22
       144.9614                 11.2009             72             34             14
       145.0505                 11.2077             90             39             27
       145.1396                 11.2146             77             42             10
       145.2286                 11.2215             90             49             18
       145.2500                 11.2231             83             50             10
       145.3391                 11.2300             88             51             16
       145.4281                 11.2369             75             32             23
       145.5171                 11.2437             86             35             21
       145.6063                 11.2506             73             35             19
       145.6954                 11.2575             79             41             25
       145.7842                 11.2644             84             37             23
       145.8731                 11.2712             59             26             13
       145.9621                 11.2781             77             41             19
       146.0511                 11.2850             76             35             13
       146.1399                 11.2918             78             27             18
       146.2287                 11.2987             85             24             20
       146.2500                 11.3004             98             24             29
       146.3389                 11.3072             78             32             22
       146.4277                 11.3141             71             35             17
       146.5168                 11.3210             91             38             21
       146.6057                 11.3279             67             31             16
       146.6946                 11.3347             84             42             12
       146.7836                 11.3416             76             35             14
       146.8725                 11.3485             95             50             21
       146.9614                 11.3553            104             67             18
       147.0503                 11.3622            108             60             14
       147.1392                 11.3691             98             47             17
       147.2281                 11.3760             78             37              6
       147.2500                 11.3777             83             30             13
       147.3390                 11.3845             92             41             14
       147.4281                 11.3914            118             41             32
       147.5169                 11.3983            107             56             20
       147.6059                 11.4052            102             54             15
       147.6949                 11.4120            104             42             29
       147.7840                 11.4189             93             46             13
       147.8726                 11.4258             81             32             24
       147.9615                 11.4326             59             29              9
       148.0506                 11.4395             87             55             13
       148.1395                 11.4464             94             57             23
       148.2283                 11.4533             67             35             16
       148.2500                 11.4549             74             38             22
       148.3389                 11.4618             96             53             19
       148.4280                 11.4687             95             52             17
       148.5169                 11.4755             91             47             24
       148.6059                 11.4824            100             42             24
       148.6950                 11.4893             86             36             26
       148.7841                 11.4962             81             39             21
       148.8734                 11.5030             78             37             21
       148.9626                 11.5099            100             40             19
       149.0516                 11.5168             77             41             14
       149.1406                 11.5237             59             35             13
       149.2294                 11.5305             78             55             14
       149.2500                 11.5321             87             50             18
       149.3392                 11.5390             80             39             21
       149.4283                 11.5459             73             31             18
       149.5174                 11.5527             80             35             16
       149.6063                 11.5596             72             27             25
       149.6951                 11.5665             61             25             10
       149.7839                 11.5733             66             34             11
       149.8727                 11.5802             62             23              9
       149.9616                 11.5871             65             22             13
       150.0503                 11.5940             61             26             11
       150.1392                 11.6008             76             32              9
       150.2281                 11.6077             75             34             16
       150.2500                 11.6094             81             38             16
       150.3388                 11.6163             84             48             15
       150.4278                 11.6231             76             31             24
       150.5166                 11.6300             67             21             14
       150.6054                 11.6369             61             25             15
       150.6941                 11.6438             58             24              5
       150.7828                 11.6506             67             11             26
       150.8716                 11.6575             60             14             19
       150.9605                 11.6644             62             27             10
       151.0493                 11.6713             68             20             23
       151.1383                 11.6781             97             24             41
       151.2273                 11.6850             82             29             21
       151.2500                 11.6867            104             39             23
       151.3390                 11.6936             72             39             18
       151.4281                 11.7005             92             47             10
       151.5169                 11.7074             82             46             11
       151.6059                 11.7142             88             47             10
       151.6947                 11.7211             72             37             10
       151.7836                 11.7280             81             41             20
       151.8725                 11.7348             76             28             22
       151.9615                 11.7417             93             39             17
       152.0505                 11.7486             90             42              8
       152.1396                 11.7555             88             44             16
       152.2287                 11.7623            101             51             11
       152.2500                 11.7640            106             44             18
       152.3391                 11.7709            103             50             21
       152.4280                 11.7777             96             45             12
       152.5173                 11.7846             96             58             12
       152.6065                 11.7915            109             67             21
       152.6956                 11.7983             90             36             17
       152.7848                 11.8052             87             51             10
       152.8738                 11.8121             90             44             15
       152.9628                 11.8190             87             40             15
       153.0517                 11.8258             76             40             19
       153.1407                 11.8327             71             41             18
       153.2298                 11.8396             67             30             18
       153.2500                 11.8411             97             38             35
       153.3388                 11.8480             95             41             34
       153.4277                 11.8549             63             31             14
       153.5166                 11.8617             77             39             17
       153.6056                 11.8686             67             28             20
       153.6943                 11.8755             63             27             20
       153.7833                 11.8824             52             30             10
       153.8722                 11.8892             52             10             22
       153.9612                 11.8961             59             17             17
       154.0501                 11.9030             44              6             17
       154.1389                 11.9099             59              5             26
       154.2278                 11.9167             78             14             26
       154.2500                 11.9184             57             14             13
       154.3386                 11.9253             60             20             15
       154.4276                 11.9322             47              9             15
       154.5164                 11.9391             37              2             11
       154.6051                 11.9459             74             21             22
       154.6940                 11.9528             50             19              8
       154.7831                 11.9597             70             22             21
       154.8720                 11.9665             68             23             27
       154.9612                 11.9734             62             15             18
       155.0503                 11.9803             70             35             16
       155.1392                 11.9872             73             41             16
       155.2280                 11.9940             77             50             13
       155.2500                 11.9957             80             49             23
       155.3389                 12.0026             53             28             16
       155.4276                 12.0095             87             44             19
       155.5166                 12.0164            103             54             18
       155.6055                 12.0232             74             35             14
       155.6945                 12.0301             74             23             14
       155.7834                 12.0370             80             51              7
       155.8723                 12.0438             84             33             18
       155.9612                 12.0507             88             35             27
       156.0500                 12.0576             85             43             17
       156.1389                 12.0645             91             30             23
       156.2278                 12.0713             75             39              7
       156.2500                 12.0730             73             30             19
       156.3390                 12.0799             75             30             14
       156.4280                 12.0868             82             33             19
       156.5173                 12.0937             78             35             13
       156.6062                 12.1005             84             33             15
       156.6954                 12.1074             79             37              7
       156.7847                 12.1143             72             31              8
       156.8737                 12.1211             75             35             18
       156.9628                 12.1280             77             29             24
       157.0519                 12.1349             85             26             21
       157.1410                 12.1418             88             35             17
       157.2299                 12.1486             89             28             20
       157.2500                 12.1502             65             26             15
       157.3390                 12.1571             71             20             22
       157.4280                 12.1639             79             37             12
       157.5172                 12.1708             85             17             22
       157.6062                 12.1777             69             23             25
       157.6951                 12.1845             59             18             23
       157.7840                 12.1914             73             32             23
       157.8729                 12.1983             51             12             18
       157.9618                 12.2052             92             42             14
       158.0506                 12.2120             77             30             13
       158.1394                 12.2189             83             37             10
       158.2284                 12.2258             77             29             25
       158.2500                 12.2274             80             34             25
       158.3390                 12.2343             90             39              9
       158.4279                 12.2412             93             37             21
       158.5168                 12.2481             57             23             11
       158.6056                 12.2549             68             36             18
       158.6946                 12.2618             68             38             11
       158.7837                 12.2687             76             48              7
       158.8727                 12.2755             69             33              9
       158.9616                 12.2824             75             39             20
       159.0504                 12.2893             66             38             13
       159.1394                 12.2962             73             37             13
       159.2285                 12.3030             81             47             16
       159.2500                 12.3047             67             39             12
       159.3390                 12.3116            108             58             19
       159.4279                 12.3184             66             38             11
       159.5168                 12.3253             84             38             19
       159.6059                 12.3322             85             42             16
       159.6951                 12.3391             86             44             14
       159.7840                 12.3459             88             45              6
       159.8728                 12.3528             70             30             12
       159.9616                 12.3597             74             37             18
       160.0507                 12.3665             69             40             11
       160.1396                 12.3734             88             43             24
       160.2286                 12.3803             81             38             19
       160.2500                 12.3819             82             44             14
       160.3391                 12.3888             77             48             14
       160.4281                 12.3957             93             40             30
       160.5170                 12.4026            103             51             23
       160.6060                 12.4094             95             60             11
       160.6952                 12.4163             95             49             18
       160.7845                 12.4232             89             47             22
       160.8738                 12.4300            118             65             21
       160.9627                 12.4369             88             58             14
       161.0516                 12.4438             83             53             12
       161.1407                 12.4507             98             71             14
       161.2297                 12.4575            108             70             18
       161.2500                 12.4591            109             79             10
       161.3387                 12.4660            126             78             25
       161.4276                 12.4728            102             59             20
       161.5166                 12.4797            119             56             43
       161.6054                 12.4866            102             65             21
       161.6943                 12.4935            113             69             15
       161.7833                 12.5003            101             46             24
       161.8722                 12.5072             98             61             19
       161.9611                 12.5141            101             61             14
       162.0501                 12.5210            109             80             13
       162.1391                 12.5278            114             81             11
       162.2281                 12.5347             92             72              8
       162.2500                 12.5364            114             67             18
       162.3391                 12.5433            103             65             10
       162.4281                 12.5501            119             66             22
       162.5171                 12.5570            109             65             11
       162.6059                 12.5639            106             54             30
       162.6948                 12.5708            100             58             14
       162.7837                 12.5776            107             73              8
       162.8727                 12.5845            101             49             30
       162.9616                 12.5914            103             74              9
       163.0505                 12.5982             99             58             16
       163.1393                 12.6051            103             49             24
       163.2282                 12.6120            101             55             19
       163.2500                 12.6137             89             46             21
       163.3388                 12.6205             94             59             13
       163.4275                 12.6274             84             52             11
       163.5163                 12.6343             82             44             16
       163.6051                 12.6412            103             69             20
       163.6942                 12.6480            113             77             16
       163.7834                 12.6549            110             74             11
       163.8722                 12.6618            117             77             13
       163.9611                 12.6687            108             81             10
       164.0499                 12.6755            125             82             16
       164.1390                 12.6824            116             88              7
       164.2277                 12.6893            122             88             16
       164.2500                 12.6910            118             91             13
       164.3390                 12.6979            115             79             14
       164.4279                 12.7047            128             83             18
       164.5170                 12.7116            115             83             14
       164.6059                 12.7185            105             74             13
       164.6949                 12.7253            108             82              5
       164.7839                 12.7322            124             90             10
       164.8728                 12.7391             94             65              8
       164.9616                 12.7460            103             66              8
       165.0505                 12.7528            113             71             13
       165.1393                 12.7597            109             62             31
       165.2282                 12.7666             93             60              9
       165.2500                 12.7683            122             71             21
       165.3389                 12.7751            111             74             10
       165.4278                 12.7820             93             57             13
       165.5168                 12.7889            106             76             13
       165.6054                 12.7958            102             68             12
       165.6942                 12.8026             94             58             16
       165.7829                 12.8095            104             67             19
       165.8717                 12.8164            112             75              9
       165.9603                 12.8232            118             72             19
       166.0490                 12.8301            139             70             25
       166.1379                 12.8370            111             68             14
       166.2266                 12.8439            123             84             11
