     collisions(billions)   time(microsecond)   total hb    interpeptide hb   hb_alpha
  ========================================================================================
         0.0000                  0.0000              0              0              0
         0.1000                  0.0049              1              0              0
         0.2000                  0.0103              1              0              1
         0.3000                  0.0163              0              0              0
         0.4000                  0.0232              2              0              0
         0.5000                  0.0314              4              2              0
         0.6005                  0.0390             11              0              5
         0.6500                  0.0422              8              0              2
         0.7481                  0.0504              8              2              4
         0.8000                  0.0539              5              0              1
         0.8952                  0.0628              7              2              1
         0.9902                  0.0694             12              0              3
         1.0000                  0.0701             12              0              7
         1.0923                  0.0800             24              9              5
         1.1848                  0.0867             19              3              9
         1.2500                  0.0915             22              2             10
         1.3387                  0.1041             53             11             19
         1.4276                  0.1110             60              8             30
         1.5167                  0.1179             38              6             15
         1.6054                  0.1247             66             12             28
         1.6943                  0.1316             60              9             16
         1.7833                  0.1385             55             25             12
         1.8722                  0.1454             69             29             12
         1.9612                  0.1522             80             31             11
         2.0499                  0.1591             46             20              9
         2.1388                  0.1660             68             39             13
         2.2277                  0.1728             87             32             27
         2.2500                  0.1746             74             33             21
         2.3390                  0.1814             89             38             22
         2.4279                  0.1883             87             20             35
         2.5169                  0.1952             93             35             28
         2.6058                  0.2020             76             42             18
         2.6945                  0.2089             76             34             24
         2.7834                  0.2158             66             25             11
         2.8723                  0.2227             57             12             14
         2.9612                  0.2295             65              9             23
         3.0502                  0.2364             59             12             22
         3.1389                  0.2433             53             10             17
         3.2276                  0.2501             50             20             11
         3.2500                  0.2519             72             20             16
         3.3390                  0.2587             61             31             12
         3.4281                  0.2656             43             22             13
         3.5169                  0.2725             70             21             28
         3.6057                  0.2794             72             16             25
         3.6945                  0.2862             66             22             16
         3.7833                  0.2931             55             15              6
         3.8722                  0.3000             64              9             29
         3.9608                  0.3069             58             25             11
         4.0497                  0.3137             74             20             21
         4.1385                  0.3206             76             17             15
         4.2273                  0.3275             85             31             15
         4.2500                  0.3292             64             17             14
         4.3390                  0.3361             50             19              7
         4.4278                  0.3430             57             14             20
         4.5167                  0.3498             62             14             14
         4.6053                  0.3567             56             12             20
         4.6937                  0.3636             58             18              8
         4.7828                  0.3705             63             17             19
         4.8716                  0.3773             68             16             30
         4.9606                  0.3842             68             43             15
         5.0497                  0.3911             70             25             25
         5.1385                  0.3979             62             20             14
         5.2275                  0.4048             49             13             14
         5.2500                  0.4066             63             25             14
         5.3389                  0.4134             55             11             13
         5.4276                  0.4203             46             19             12
         5.5165                  0.4272             65             23             20
         5.6055                  0.4340             62             24             21
         5.6942                  0.4409             77             25             22
         5.7831                  0.4478             79             14             23
         5.8719                  0.4547             61             19             20
         5.9607                  0.4615             64             22             18
         6.0497                  0.4684             79             17             26
         6.1386                  0.4753             89             34             27
         6.2277                  0.4821             68             30             13
         6.2500                  0.4839             74             25             18
         6.3388                  0.4908             74             27             23
         6.4277                  0.4976             71             37              9
         6.5167                  0.5045             83             35             26
         6.6054                  0.5114             80             34             15
         6.6944                  0.5182             66             29              4
         6.7833                  0.5251             95             31             32
         6.8724                  0.5320             66             28             20
         6.9614                  0.5389             70             28             10
         7.0503                  0.5457             64             28             16
         7.1393                  0.5526             84             31             23
         7.2284                  0.5595             83             43             16
         7.2500                  0.5611             81             38             15
         7.3391                  0.5680             65             32             11
         7.4282                  0.5749             61             23             12
         7.5170                  0.5818             74             25             18
         7.6060                  0.5886             73             20             27
         7.6950                  0.5955             60             11             27
         7.7839                  0.6024             64             21             20
         7.8730                  0.6092             75             28             20
         7.9619                  0.6161             65             21             30
         8.0508                  0.6230             55             30             12
         8.1398                  0.6299             64             12             12
         8.2285                  0.6367             51             19             12
         8.2500                  0.6384             56             24             10
         8.3389                  0.6453             75             29             19
         8.4275                  0.6521             41             13              6
         8.5163                  0.6590             54             19             14
         8.6052                  0.6659             67              6             24
         8.6940                  0.6728             82             35             16
         8.7829                  0.6796             86             35             20
         8.8718                  0.6865             65             25             11
         8.9609                  0.6934             63             28              9
         9.0499                  0.7002             77             28             15
         9.1386                  0.7071             59             16             16
         9.2274                  0.7140             67             27             16
         9.2500                  0.7157             64             27              7
         9.3389                  0.7226             79             30             24
         9.4278                  0.7295             77             24             32
         9.5169                  0.7363             55             11             18
         9.6059                  0.7432             60             17             23
         9.6947                  0.7501             84             18             35
         9.7836                  0.7570             59             23              9
         9.8725                  0.7638             69             36             16
         9.9615                  0.7707             69             32             16
        10.0505                  0.7776             86             31             18
        10.1394                  0.7845             71             35              9
        10.2282                  0.7913             63             17             14
        10.2500                  0.7930             80             31             14
        10.3390                  0.7999             59             20             10
        10.4279                  0.8068             64             12             31
        10.5168                  0.8136             48              6             14
        10.6056                  0.8205             57             15             15
        10.6943                  0.8274             75             13             25
        10.7833                  0.8342             79             31             23
        10.8721                  0.8411             55             21              8
        10.9609                  0.8480             68             31             15
        11.0499                  0.8549             68             43              4
        11.1389                  0.8617             77             49             12
        11.2278                  0.8686             93             53             14
        11.2500                  0.8703            111             64             15
        11.3389                  0.8772             96             50             15
        11.4279                  0.8841            103             62             12
        11.5169                  0.8909            110             61             22
        11.6059                  0.8978             94             51             17
        11.6950                  0.9047             84             46             14
        11.7840                  0.9116             97             35             28
        11.8731                  0.9184             65             24             18
        11.9619                  0.9253             55             30              8
        12.0508                  0.9322             72             34             13
        12.1399                  0.9390             71             33             18
        12.2287                  0.9459             62             28             15
        12.2500                  0.9476             67             29             11
        12.3389                  0.9544             70             34             11
        12.4280                  0.9613             78             39             12
        12.5172                  0.9682             81             36             14
        12.6061                  0.9750             50             20             12
        12.6950                  0.9819             79             26             22
        12.7840                  0.9888             82             36             17
        12.8729                  0.9957             85             39             26
        12.9618                  1.0025             65             27             26
        13.0507                  1.0094             81             35             10
        13.1395                  1.0163             49             13             15
        13.2282                  1.0232             56              7             12
        13.2500                  1.0248             70              3             27
        13.3387                  1.0317             43             11             13
        13.4274                  1.0386             75             15             21
        13.5166                  1.0455             47             10             13
        13.6056                  1.0523             34              7              7
        13.6940                  1.0592             48              9             21
        13.7829                  1.0661             51              8             19
        13.8717                  1.0729             63             27             13
        13.9607                  1.0798             79             22             25
        14.0497                  1.0867             67             15             18
        14.1384                  1.0936             71             21             16
        14.2275                  1.1004             77             33             17
        14.2500                  1.1022             73             40             13
        14.3389                  1.1090            103             41             24
        14.4278                  1.1159             93             58             22
        14.5169                  1.1228             63             32             15
        14.6057                  1.1297             74             32             20
        14.6945                  1.1365             80             34             26
        14.7835                  1.1434             77             33             20
        14.8723                  1.1503             79             28             10
        14.9613                  1.1571             59             24             13
        15.0503                  1.1640             74             39             12
        15.1392                  1.1709             93             51             29
        15.2282                  1.1778             64             30             12
        15.2500                  1.1795             72             35             13
        15.3389                  1.1863             61             25             21
        15.4279                  1.1932             62             26             13
        15.5167                  1.2001             66             35             20
        15.6057                  1.2069             86             32             23
        15.6948                  1.2138             80             31             23
        15.7838                  1.2207             84             22             28
        15.8729                  1.2276             95             42             20
        15.9618                  1.2344            100             58              8
        16.0508                  1.2413            107             60             12
        16.1399                  1.2482             97             48             17
        16.2291                  1.2551             86             42             17
        16.2500                  1.2567             83             41             16
        16.3390                  1.2635            108             67             10
        16.4280                  1.2704             99             56             24
        16.5170                  1.2773             56             12             17
        16.6061                  1.2842             56             15             25
        16.6948                  1.2910             58             23             10
        16.7838                  1.2979             67             21             13
        16.8728                  1.3048             61             25             14
        16.9615                  1.3116             74             30             21
        17.0506                  1.3185             81             37             23
        17.1397                  1.3254             55             15             12
        17.2288                  1.3323             53             22             13
        17.2500                  1.3339             54             16             20
        17.3388                  1.3408             84             26             26
        17.4279                  1.3476             68             20             30
        17.5170                  1.3545             58             16             13
        17.6057                  1.3614             57             12             14
        17.6945                  1.3683             37              6             13
        17.7832                  1.3751             54             22             14
        17.8721                  1.3820             66             13             20
        17.9609                  1.3889             49             13              5
        18.0497                  1.3958             45             13             10
        18.1386                  1.4026             70             21              8
        18.2273                  1.4095             67             19             18
        18.2500                  1.4112             68             27             13
        18.3389                  1.4181             59             12             26
        18.4279                  1.4250             76             26             17
        18.5167                  1.4319             76             28             22
        18.6055                  1.4387             79             29             20
        18.6942                  1.4456             62             18             19
        18.7831                  1.4525             53             12             11
        18.8720                  1.4593             58             11             22
        18.9608                  1.4662             52             13             16
        19.0497                  1.4731             49             13             19
        19.1387                  1.4800             55             21             11
        19.2275                  1.4868             70             11             32
        19.2500                  1.4886             52             15             12
        19.3388                  1.4954             76             15             22
        19.4277                  1.5023             97             30             36
        19.5168                  1.5092             81             38             17
        19.6056                  1.5161             90             44             14
        19.6946                  1.5229            100             41             27
        19.7837                  1.5298             75             35             14
        19.8728                  1.5367             71             43             15
        19.9616                  1.5435             95             53              9
        20.0504                  1.5504             73             38             16
        20.1392                  1.5573             82             36             24
        20.2280                  1.5642             84             42             10
        20.2500                  1.5659             94             54             10
        20.3389                  1.5727             87             45              8
        20.4276                  1.5796             95             41             13
        20.5168                  1.5865             92             37             33
        20.6059                  1.5934             98             49             16
        20.6948                  1.6002            114             56             25
        20.7839                  1.6071             81             44             22
        20.8729                  1.6140             82             46             16
        20.9620                  1.6208             87             53             14
        21.0507                  1.6277            102             63             23
        21.1397                  1.6346             90             65              9
        21.2286                  1.6415            103             64             15
        21.2500                  1.6431             89             59             12
        21.3390                  1.6500             92             55              9
        21.4279                  1.6568             79             41             13
        21.5170                  1.6637             89             49             23
        21.6061                  1.6706            104             54             17
        21.6952                  1.6775            107             64             16
        21.7844                  1.6843             86             41             26
        21.8735                  1.6912             85             40             15
        21.9627                  1.6981             83             41             22
        22.0517                  1.7050             76             41             12
        22.1408                  1.7118             90             47             19
        22.2298                  1.7187            104             56             18
        22.2500                  1.7203            100             48             19
        22.3391                  1.7271            115             53             28
        22.4281                  1.7340             97             43             16
        22.5170                  1.7409            108             47             16
        22.6058                  1.7477             75             33             16
        22.6949                  1.7546            111             52             19
        22.7841                  1.7615             70             35             12
        22.8729                  1.7684             89             40             17
        22.9619                  1.7752             72             26             15
        23.0506                  1.7821             78             39             10
        23.1397                  1.7890             70             23             19
        23.2286                  1.7958             75             29             30
        23.2500                  1.7975             47             21              6
        23.3388                  1.8044             78             30             31
        23.4277                  1.8113             66             24             20
        23.5167                  1.8181             68             30             19
        23.6054                  1.8250             63             21             16
        23.6943                  1.8319             45              7             20
        23.7830                  1.8387             81             30             18
        23.8719                  1.8456             70             21             18
        23.9608                  1.8525             91             23             40
        24.0499                  1.8594             93             47             21
        24.1390                  1.8662             80             41             12
        24.2280                  1.8731             74             43             15
        24.2500                  1.8748             75             45              9
        24.3388                  1.8817             89             51              8
        24.4278                  1.8885             85             44             22
        24.5170                  1.8954             90             40             19
        24.6058                  1.9023             70             42             16
        24.6950                  1.9092             70             31             22
        24.7839                  1.9160             94             35             31
        24.8729                  1.9229             93             43             25
        24.9619                  1.9298             72             25             14
        25.0508                  1.9366             71             27             14
        25.1400                  1.9435             88             23             24
        25.2288                  1.9504             61             28             16
        25.2500                  1.9520             58             29             16
        25.3389                  1.9589             79             35             25
        25.4279                  1.9658             63             32             13
        25.5166                  1.9726             77             35             11
        25.6054                  1.9795             94             36             13
        25.6944                  1.9864             80             24             14
        25.7835                  1.9933            104             32             31
        25.8727                  2.0001             74             37             18
        25.9616                  2.0070            106             52             23
        26.0508                  2.0139             97             44             17
        26.1398                  2.0208             81             34             23
        26.2288                  2.0276             95             44             16
        26.2500                  2.0293             69             25             20
        26.3391                  2.0361             84             49             10
        26.4283                  2.0430             70             34             21
        26.5169                  2.0499             80             44             14
        26.6057                  2.0568             66             28             12
        26.6951                  2.0636             65             24             19
        26.7840                  2.0705             61             19             24
        26.8729                  2.0774             70             18             25
        26.9615                  2.0842             62             12             24
        27.0506                  2.0911             49             16              9
        27.1393                  2.0980             72             26             15
        27.2281                  2.1049             48             10             10
        27.2500                  2.1066             54             11             16
        27.3389                  2.1134             56             10             10
        27.4275                  2.1203             65             25             14
        27.5164                  2.1272             60             14             11
        27.6053                  2.1340             57             21             16
        27.6940                  2.1409             60             29             10
        27.7831                  2.1478             76             21             24
        27.8719                  2.1547             68             19             15
        27.9606                  2.1615             67             27             14
        28.0496                  2.1684             68             25             17
        28.1383                  2.1753             55             19             11
        28.2270                  2.1821             50              9             16
        28.2500                  2.1839             55              9             28
        28.3389                  2.1908             95             43             22
        28.4281                  2.1977             71             29             15
        28.5170                  2.2045             66             14             19
        28.6058                  2.2114             52             18             15
        28.6948                  2.2183             69             20             22
        28.7837                  2.2252             61             10             27
        28.8726                  2.2320             72             18             26
        28.9615                  2.2389             37              8             10
        29.0502                  2.2458             62             10             35
        29.1391                  2.2526             63             19             17
        29.2278                  2.2595             65             10             23
        29.2500                  2.2612             50              8             22
        29.3388                  2.2681             66             15             25
        29.4278                  2.2750             71             29             16
        29.5168                  2.2818             60             19             28
        29.6057                  2.2887             65             20             18
        29.6945                  2.2956             86             49             16
        29.7833                  2.3025             76             42             18
        29.8720                  2.3093             65             21             21
        29.9611                  2.3162             58             24             14
        30.0501                  2.3231             76             22             29
        30.1391                  2.3300             79             30             23
        30.2280                  2.3368             84             36             19
        30.2500                  2.3385            100             44             27
        30.3388                  2.3454             96             63             13
        30.4279                  2.3523            104             70             12
        30.5168                  2.3591             68             34             16
        30.6058                  2.3660             67             36              7
        30.6946                  2.3729             76             35             10
        30.7834                  2.3798             62             22             18
        30.8723                  2.3866             83             37             14
        30.9612                  2.3935             74             32             10
        31.0501                  2.4004             70             37             15
        31.1392                  2.4072             87             42             19
        31.2281                  2.4141             64             32             13
        31.2500                  2.4158             70             34             19
        31.3388                  2.4227             83             47             12
        31.4278                  2.4296             92             35             26
        31.5170                  2.4364             79             36             21
        31.6061                  2.4433             98             52             11
        31.6951                  2.4502            108             52             21
        31.7843                  2.4570            113             64             19
        31.8732                  2.4639            104             53             21
        31.9622                  2.4708            105             64             22
        32.0510                  2.4777            106             59             26
        32.1401                  2.4845            103             59             22
        32.2294                  2.4914             85             59             16
        32.2500                  2.4930             82             47             14
        32.3392                  2.4999             80             55             11
        32.4280                  2.5067             95             55             17
        32.5169                  2.5136            101             71             13
        32.6061                  2.5205             78             47             12
        32.6951                  2.5274            101             54             13
        32.7840                  2.5342             78             47              7
        32.8732                  2.5411            100             43             24
        32.9622                  2.5480             78             39             14
        33.0514                  2.5549             76             47             12
        33.1406                  2.5617            106             60             20
        33.2298                  2.5686            110             59             18
        33.2500                  2.5701             88             46             13
        33.3390                  2.5770             76             42             13
        33.4279                  2.5839             70             40             10
        33.5167                  2.5908             85             32             21
        33.6056                  2.5976             71             22             16
        33.6943                  2.6045             90             26             27
        33.7831                  2.6114             63             25              9
        33.8721                  2.6183             66             34             11
        33.9611                  2.6251             57             14             18
        34.0500                  2.6320             80             33             13
        34.1389                  2.6389             62             31             13
        34.2278                  2.6457             84             28             23
        34.2500                  2.6475             78             29             23
        34.3391                  2.6543             67             39             14
        34.4280                  2.6612             71             26             15
        34.5169                  2.6681             67             29             14
        34.6058                  2.6749             90             42             18
        34.6947                  2.6818             94             31             16
        34.7837                  2.6887             58             29             12
        34.8728                  2.6956             67             25             14
        34.9616                  2.7024             70             37             11
        35.0505                  2.7093             82             45             10
        35.1393                  2.7162            100             42             24
        35.2283                  2.7230             77             36             15
        35.2500                  2.7247             76             32             18
        35.3389                  2.7316             98             47             28
        35.4280                  2.7385             84             54             13
        35.5169                  2.7453             87             50              5
        35.6059                  2.7522             72             28             21
        35.6951                  2.7591             75             30             16
        35.7842                  2.7660             85             43             12
        35.8734                  2.7728             75             43             17
        35.9624                  2.7797             76             40             13
        36.0516                  2.7866             68             31             16
        36.1406                  2.7935             72             32             11
        36.2296                  2.8003             58             20             21
        36.2500                  2.8019             66             25             21
        36.3390                  2.8088             83             46             13
        36.4280                  2.8157             87             44             21
        36.5170                  2.8225             78             41              9
        36.6059                  2.8294             62             24             17
        36.6949                  2.8363             79             36             20
        36.7842                  2.8431             88             40             20
        36.8734                  2.8500             90             38             23
        36.9623                  2.8569             75             42             17
        37.0514                  2.8638             80             44             16
        37.1404                  2.8706             85             48             19
        37.2296                  2.8775             79             47             13
        37.2500                  2.8791             80             41             14
        37.3390                  2.8859             68             29             19
        37.4281                  2.8928             81             36             17
        37.5174                  2.8997             68             39             13
        37.6063                  2.9066             79             54             10
        37.6952                  2.9134             86             49             18
        37.7841                  2.9203             70             45             11
        37.8731                  2.9272             72             40              9
        37.9619                  2.9341             67             23              5
        38.0509                  2.9409             70             36             15
        38.1400                  2.9478             88             52              9
        38.2289                  2.9547             82             42             14
        38.2500                  2.9563             89             50             17
        38.3392                  2.9632             80             41             20
        38.4282                  2.9700             81             52              5
        38.5170                  2.9769             78             38             20
        38.6060                  2.9838             92             31             11
        38.6949                  2.9907             96             45             18
        38.7838                  2.9975             83             41              9
        38.8729                  3.0044             85             45             11
        38.9617                  3.0113             86             38             15
        39.0506                  3.0181             92             49             16
        39.1396                  3.0250             74             40              8
        39.2287                  3.0319             85             43             19
        39.2500                  3.0335             95             48             30
        39.3391                  3.0404            105             63             13
        39.4281                  3.0473            104             43             24
        39.5171                  3.0542             88             42             23
        39.6061                  3.0610             96             41             14
        39.6950                  3.0679             73             40              9
        39.7840                  3.0748             87             45             17
        39.8729                  3.0816             96             36             16
        39.9618                  3.0885             85             43             17
        40.0509                  3.0954             91             46             16
        40.1398                  3.1023             98             42             18
        40.2289                  3.1091             93             45             14
        40.2500                  3.1108             81             48              8
        40.3389                  3.1176             86             42             12
        40.4279                  3.1245             86             50             14
        40.5169                  3.1314            104             70             12
        40.6060                  3.1382             99             67              8
        40.6949                  3.1451             81             53              9
        40.7841                  3.1520             94             44             20
        40.8730                  3.1589             84             37             17
        40.9622                  3.1657             99             37             21
        41.0514                  3.1726             91             58              8
        41.1407                  3.1795             87             56             15
        41.2294                  3.1863             75             53              5
        41.2500                  3.1879             84             53             16
        41.3390                  3.1948             86             44             19
        41.4279                  3.2017             83             39             20
        41.5166                  3.2086             79             30             19
        41.6054                  3.2154             65             26              8
        41.6943                  3.2223             92             47             10
        41.7832                  3.2292            102             55             18
        41.8720                  3.2360             92             47             13
        41.9608                  3.2429             81             42             15
        42.0498                  3.2498             88             37             18
        42.1387                  3.2567             92             33             24
        42.2276                  3.2635             57             21             10
        42.2500                  3.2653             82             29             25
        42.3388                  3.2721             56             15             16
        42.4278                  3.2790             62             23             19
        42.5167                  3.2859             71             29             16
        42.6055                  3.2928             45              8             16
        42.6942                  3.2996             64              6             11
        42.7832                  3.3065             69             13             18
        42.8719                  3.3134             65             18             10
        42.9605                  3.3202             69             26             20
        43.0495                  3.3271             57              6             23
        43.1383                  3.3340             65             15             15
        43.2274                  3.3409             62             26             15
        43.2500                  3.3426             78             36             22
        43.3390                  3.3495             66             25             13
        43.4279                  3.3563             69             23             12
        43.5169                  3.3632             66             29             18
        43.6058                  3.3701             86             38             27
        43.6945                  3.3770             58             32             11
        43.7831                  3.3838             74             27             21
        43.8722                  3.3907             61             25             13
        43.9612                  3.3976             54             13             15
