     collisions(billions)   time(microsecond)   total hb    interpeptide hb   hb_alpha
        82.3389                  6.3624             87             52             11
        82.4278                  6.3693             86             41             14
        82.5166                  6.3762             71             34             18
        82.6053                  6.3831             85             40             24
        82.6943                  6.3899             82             37             13
        82.7834                  6.3968             85             40             27
        82.8723                  6.4037            105             54             18
        82.9614                  6.4106             94             43             23
        83.0504                  6.4174             86             40             17
        83.1393                  6.4243             88             49             12
        83.2283                  6.4312             97             53             13
        83.2500                  6.4328             73             49              9
        83.3388                  6.4397             88             49             19
        83.4277                  6.4466             90             57             14
        83.5167                  6.4535             88             51             18
        83.6056                  6.4603             96             51             16
        83.6945                  6.4672             81             61              1
        83.7832                  6.4741             92             59             11
        83.8719                  6.4810            100             59             14
        83.9606                  6.4878            120             89             13
        84.0494                  6.4947             93             58              7
        84.1383                  6.5016            120             77             15
        84.2273                  6.5084            128             81             13
        84.2500                  6.5102            127             80             12
        84.3390                  6.5171            116             72             13
        84.4277                  6.5240            115             68             18
        84.5165                  6.5308             83             55              6
        84.6053                  6.5377            104             65             14
        84.6941                  6.5446             99             62              8
        84.7831                  6.5514            122             69             24
        84.8723                  6.5583            112             74             11
        84.9612                  6.5652            108             73             14
        85.0501                  6.5721            101             61             10
        85.1392                  6.5789             96             67              5
        85.2280                  6.5858            102             65             10
        85.2500                  6.5875            113             71             19
        85.3390                  6.5944            105             59             19
        85.4280                  6.6012            100             67             11
        85.5169                  6.6081             96             66             12
        85.6061                  6.6150            111             65             22
        85.6952                  6.6219             96             55             23
        85.7843                  6.6287            117             73             19
        85.8735                  6.6356            100             48             20
        85.9625                  6.6425             94             41             21
        86.0516                  6.6493             80             34             20
        86.1406                  6.6562             96             50             29
        86.2292                  6.6631             63             27             15
        86.2500                  6.6647             69             34             18
        86.3389                  6.6716             76             24             17
        86.4278                  6.6784             80             26             30
        86.5167                  6.6853             67             24             17
        86.6056                  6.6922             69             26             13
        86.6946                  6.6991             59             27             15
        86.7836                  6.7059             88             40             22
        86.8725                  6.7128             66             24             19
        86.9613                  6.7197             72             37              7
        87.0502                  6.7265             66             34             10
        87.1390                  6.7334             65             26             14
        87.2280                  6.7403             85             47             19
        87.2500                  6.7420             98             53             23
        87.3394                  6.7489             62             36             15
        87.4283                  6.7557             70             35             18
        87.5172                  6.7626             76             41             13
        87.6061                  6.7695             78             34             21
        87.6950                  6.7764             52             23              8
        87.7838                  6.7832             62             20             24
        87.8729                  6.7901             89             45             21
        87.9618                  6.7970             66             29             16
        88.0508                  6.8038             86             38             15
        88.1397                  6.8107             67             24             20
        88.2285                  6.8176             73             18             21
        88.2500                  6.8192             74             30             10
        88.3390                  6.8261             80             41             12
        88.4283                  6.8330             96             57             10
        88.5174                  6.8399            116             62             11
        88.6065                  6.8467             96             46             17
        88.6955                  6.8536             99             37             26
        88.7846                  6.8605             82             29             33
        88.8735                  6.8673             84             29             24
        88.9624                  6.8742             82             47             12
        89.0513                  6.8811             56             34              3
        89.1403                  6.8880             68             23             23
        89.2292                  6.8948             67             28             14
        89.2500                  6.8964             90             36             17
        89.3389                  6.9033             74             26             15
        89.4278                  6.9102             80             25             19
        89.5166                  6.9171             63             31             12
        89.6055                  6.9239             72             37             12
        89.6944                  6.9308             95             43             25
        89.7834                  6.9377             66             31              5
        89.8723                  6.9445             70             36              8
        89.9613                  6.9514             77             31             15
        90.0503                  6.9583             74             17             20
        90.1392                  6.9652             60             26             13
        90.2279                  6.9720             84             27             27
        90.2500                  6.9737             68             26             21
        90.3389                  6.9806             76             32             20
        90.4278                  6.9875             68             30             10
        90.5168                  6.9944             61             15             23
        90.6057                  7.0012             47             15             20
        90.6945                  7.0081             75             17             29
        90.7834                  7.0150             92             22             39
        90.8721                  7.0218             71             25             21
        90.9611                  7.0287             62             23             17
        91.0503                  7.0356             70             21             17
        91.1392                  7.0425             69             21             26
        91.2282                  7.0493             58             18             19
        91.2500                  7.0510             80             21             25
        91.3388                  7.0579             70             30             26
        91.4277                  7.0648             84             22             33
        91.5167                  7.0716             78             31             17
        91.6058                  7.0785             64             26             12
        91.6947                  7.0854             57             10             23
        91.7835                  7.0923             63             11             22
        91.8722                  7.0991             67             29             19
        91.9610                  7.1060             62             25              6
        92.0497                  7.1129             63             24              8
        92.1386                  7.1197             80             37             11
        92.2275                  7.1266             61             24             15
        92.2500                  7.1284             80             35             16
        92.3391                  7.1352             80             31              8
        92.4281                  7.1421             79             29             14
        92.5172                  7.1490             87             36             22
        92.6063                  7.1558             76             21             21
        92.6954                  7.1627             81             41             19
        92.7844                  7.1696             77             42              8
        92.8733                  7.1765             57             28             13
        92.9622                  7.1833             89             41             32
        93.0513                  7.1902             87             48             13
        93.1404                  7.1971            112             50             29
        93.2295                  7.2039             89             48             15
        93.2500                  7.2055             91             58             15
        93.3391                  7.2124            110             69             15
        93.4280                  7.2193            116             61             14
        93.5169                  7.2261            113             75              4
        93.6059                  7.2330            134             86              9
        93.6948                  7.2399            121             62             29
        93.7838                  7.2468            100             53             24
        93.8730                  7.2536            107             67             14
        93.9620                  7.2605             87             53              9
        94.0510                  7.2674            106             67             13
        94.1400                  7.2742             94             50             17
        94.2290                  7.2811             96             58             17
        94.2500                  7.2827             89             55             11
        94.3391                  7.2896             72             41              7
        94.4279                  7.2965             89             56             14
        94.5169                  7.3034             92             64             14
        94.6059                  7.3102            111             56             28
        94.6952                  7.3171            116             61             30
        94.7842                  7.3240             93             69             12
        94.8730                  7.3308            112             57             24
        94.9620                  7.3377            116             60             16
        95.0511                  7.3446             96             65              5
        95.1403                  7.3515            110             61             13
        95.2293                  7.3583             99             51             13
        95.2500                  7.3599            106             68             16
        95.3387                  7.3668            108             68             22
        95.4278                  7.3737             97             58             12
        95.5167                  7.3806            108             78             18
        95.6057                  7.3874             94             61             10
        95.6948                  7.3943             92             55              8
        95.7836                  7.4012             60             30              8
        95.8724                  7.4080             83             29             32
        95.9614                  7.4149             67             39             10
        96.0503                  7.4218             69             37             13
        96.1394                  7.4287             93             42             22
        96.2283                  7.4355             88             48             12
        96.2500                  7.4372            102             64             19
        96.3389                  7.4441            104             57             30
        96.4279                  7.4510             93             56             17
        96.5171                  7.4578             99             59              6
        96.6062                  7.4647             77             48             11
        96.6950                  7.4716             85             48             16
        96.7843                  7.4784             91             45             10
        96.8735                  7.4853             96             49             14
        96.9625                  7.4922             81             39             11
        97.0514                  7.4991            125             52             28
        97.1405                  7.5059            103             57             14
        97.2293                  7.5128             77             46             13
        97.2500                  7.5144             74             44             17
        97.3389                  7.5213             77             32             15
        97.4278                  7.5281             92             23             24
        97.5168                  7.5350             67             32              7
        97.6057                  7.5419             75             43             11
        97.6949                  7.5488             80             24             29
        97.7838                  7.5556             51             20             21
        97.8726                  7.5625             68             28             18
        97.9614                  7.5694             72             42             14
        98.0502                  7.5762             56             22             11
        98.1391                  7.5831             64             28             13
        98.2280                  7.5900             81             34             18
        98.2500                  7.5917             68             32             17
        98.3389                  7.5986             72             32             15
        98.4279                  7.6054             72             25             27
        98.5167                  7.6123             68             24             11
        98.6055                  7.6192             61             24             15
        98.6945                  7.6260             65             19             19
        98.7834                  7.6329             77             19             26
        98.8723                  7.6398             66             23             15
        98.9612                  7.6467             70             19             20
        99.0502                  7.6535             71             20             12
        99.1389                  7.6604             65             22             16
        99.2279                  7.6673             65             23             14
        99.2500                  7.6690             49             14             10
        99.3390                  7.6759             58             14             21
        99.4279                  7.6827             51             14              8
        99.5167                  7.6896             73             26             16
        99.6059                  7.6965             67             24             20
        99.6946                  7.7034             86             29             21
        99.7834                  7.7102             61             21             18
        99.8721                  7.7171             48             14             14
        99.9609                  7.7240             58             10             18
       100.0500                  7.7308             85             34             17
       100.1392                  7.7377             67             31             13
       100.2281                  7.7446             74             31              7
       100.2500                  7.7463             86             48             10
       100.3389                  7.7531             49             21              9
       100.4282                  7.7600             86             29             30
       100.5174                  7.7669             84             33             24
       100.6064                  7.7738             76             34             20
       100.6953                  7.7806             66             24             15
       100.7842                  7.7875             81             39             19
       100.8732                  7.7944             71             26             28
       100.9621                  7.8013             61             34              7
       101.0511                  7.8081             79             34             19
       101.1402                  7.8150             89             42             29
       101.2290                  7.8219             83             43             16
       101.2500                  7.8235             77             40             20
       101.3393                  7.8304             77             36             26
       101.4281                  7.8372            103             57             23
       101.5171                  7.8441             54             19             20
       101.6059                  7.8510             55             22             21
       101.6949                  7.8578             70             32             16
       101.7839                  7.8647             77             35             21
       101.8729                  7.8716             90             36             17
       101.9618                  7.8785             77             32             17
       102.0510                  7.8853             83             50             15
       102.1400                  7.8922             78             37             20
       102.2291                  7.8991             97             47             14
       102.2500                  7.9007             91             47             11
       102.3391                  7.9076             71             42              9
       102.4283                  7.9144             80             50             15
       102.5173                  7.9213             85             43             29
       102.6064                  7.9282            108             43             32
       102.6954                  7.9351             75             40             14
       102.7845                  7.9419             78             30             30
       102.8732                  7.9488             92             42             20
       102.9622                  7.9557             84             43             14
       103.0512                  7.9625             95             58             14
       103.1401                  7.9694             90             47             10
       103.2290                  7.9763             99             54             29
       103.2500                  7.9779             98             52             19
       103.3389                  7.9848             79             45             12
       103.4279                  7.9916            100             55             18
       103.5168                  7.9985            102             54             11
       103.6059                  8.0054             65             20             18
       103.6946                  8.0123             70             24             20
       103.7836                  8.0191             52             21             16
       103.8726                  8.0260             56             23              7
       103.9618                  8.0329             77             17             22
       104.0506                  8.0398             54             16             22
       104.1394                  8.0466             80             35             24
       104.2284                  8.0535             62             20             19
       104.2500                  8.0552             57             17             21
       104.3387                  8.0620             55             18             19
       104.4275                  8.0689             52             23              6
       104.5161                  8.0758             61             21             20
       104.6050                  8.0827             67             17             25
       104.6938                  8.0895             66             14             17
       104.7827                  8.0964             56             20             20
       104.8714                  8.1033             72             31             25
       104.9604                  8.1101             83             27             25
       105.0493                  8.1170             79             42             14
       105.1381                  8.1239             60             24             11
       105.2269                  8.1308             83             49             14
       105.2500                  8.1326             79             57             11
       105.3390                  8.1394             89             48             15
       105.4281                  8.1463             75             31             15
       105.5168                  8.1532             57             17             18
       105.6056                  8.1600             83             38             23
       105.6944                  8.1669             73             31             14
       105.7835                  8.1738             78             28             23
       105.8724                  8.1807             63             12             22
       105.9612                  8.1875             74             18             16
       106.0502                  8.1944             70             30             12
       106.1390                  8.2013             87             30             16
       106.2278                  8.2081             74             26              9
       106.2500                  8.2099             83             23             30
       106.3389                  8.2167             75             29             19
       106.4281                  8.2236             83             27             23
       106.5171                  8.2305             74             28             20
       106.6061                  8.2374             59             22             14
       106.6951                  8.2442             75             14             29
       106.7841                  8.2511             59             18              7
       106.8730                  8.2580             58              9             14
       106.9620                  8.2648             75             18             25
       107.0511                  8.2717             48             12             12
       107.1398                  8.2786             67             13             27
       107.2287                  8.2855             63             18             16
       107.2500                  8.2871             56             17             18
       107.3389                  8.2940             75             22             26
       107.4277                  8.3009             53             14             17
       107.5166                  8.3077             61             18             20
       107.6053                  8.3146             53             12             19
       107.6942                  8.3215             60              6             19
       107.7832                  8.3284             45              9             18
       107.8720                  8.3352             55             24              8
       107.9610                  8.3421             63             29             19
       108.0497                  8.3490             75             27             22
       108.1388                  8.3558             65             24             15
       108.2278                  8.3627             66             32              9
       108.2500                  8.3644             82             34             13
       108.3390                  8.3713             75             35             22
       108.4280                  8.3782             76             32             19
       108.5168                  8.3850             67             31             17
       108.6059                  8.3919             90             31             34
       108.6949                  8.3988             82             34             20
       108.7838                  8.4057             86             28             19
       108.8727                  8.4125             57             17              8
       108.9618                  8.4194             76             28             21
       109.0508                  8.4263             80             40             10
       109.1397                  8.4331             75             22             24
       109.2287                  8.4400             74             25             26
       109.2500                  8.4417             87             26             25
       109.3391                  8.4485             77             26             29
       109.4279                  8.4554             69             26             15
       109.5170                  8.4623             72             24             27
       109.6059                  8.4691             61             16              8
       109.6947                  8.4760             47             11             14
       109.7832                  8.4829             68             21             23
       109.8722                  8.4898             81             31             31
       109.9614                  8.4966             79             35             25
       110.0503                  8.5035             74             37             13
       110.1392                  8.5104             57             22             10
       110.2279                  8.5173             73             23             12
       110.2500                  8.5190             53             21             11
       110.3388                  8.5258             77             30             16
       110.4277                  8.5327             53             25             16
       110.5165                  8.5396             70             30             16
       110.6053                  8.5464             72             26             20
       110.6944                  8.5533             83             22             25
       110.7833                  8.5602             70             22             23
       110.8721                  8.5671             84             22             27
       110.9611                  8.5739             97             45             16
       111.0500                  8.5808             69             20             13
       111.1388                  8.5877             91             27             29
       111.2277                  8.5945             79             26             17
       111.2500                  8.5963             67             27             14
       111.3388                  8.6031             79             34             10
       111.4278                  8.6100             68             29             11
       111.5165                  8.6169             56             19             11
       111.6055                  8.6238             62             15             21
       111.6944                  8.6306             70             20             21
       111.7834                  8.6375             55             18              9
       111.8722                  8.6444             62             22             17
       111.9614                  8.6512             66             21             18
       112.0502                  8.6581             58             21             15
       112.1390                  8.6650             60             24              9
       112.2278                  8.6719             73             23             21
       112.2500                  8.6736             54             11             18
       112.3390                  8.6804             81             29             24
       112.4279                  8.6873             62             25             16
       112.5170                  8.6942             72             37             12
       112.6059                  8.7011             73             46             13
       112.6951                  8.7079             70             34              9
       112.7840                  8.7148             82             42             18
       112.8729                  8.7217             51             22             14
       112.9617                  8.7286             69             20              8
       113.0507                  8.7354             74             32             12
       113.1399                  8.7423             81             35             21
       113.2289                  8.7492             61             32              9
       113.2500                  8.7508             86             48             17
       113.3388                  8.7577             79             46             12
       113.4279                  8.7645             79             39             16
       113.5169                  8.7714             66             36             12
       113.6056                  8.7783             53             15              9
       113.6945                  8.7852             79             23             24
       113.7832                  8.7920             70             23             22
       113.8721                  8.7989             43             20             13
       113.9610                  8.8058             51             17             20
       114.0500                  8.8126             46             26             10
       114.1389                  8.8195             66             29             21
       114.2278                  8.8264             80             46             17
       114.2500                  8.8281             86             41             22
       114.3389                  8.8350             87             49             20
       114.4279                  8.8418             92             48             17
       114.5169                  8.8487             70             42             11
       114.6060                  8.8556             81             46              9
       114.6949                  8.8625             83             39             26
       114.7839                  8.8693             80             41             16
       114.8730                  8.8762             83             41             16
       114.9619                  8.8831             65             30              5
       115.0508                  8.8899            101             60             22
       115.1399                  8.8968             71             39             15
       115.2288                  8.9037             76             35             14
       115.2500                  8.9053             74             37             14
       115.3391                  8.9122             86             40             10
       115.4281                  8.9191             66             30             11
       115.5168                  8.9259             63             38              9
       115.6058                  8.9328             69             37              9
       115.6948                  8.9397             74             36              9
       115.7836                  8.9466             97             55             22
       115.8726                  8.9534             80             41             12
       115.9617                  8.9603            106             60             23
       116.0506                  8.9672             98             63             13
       116.1395                  8.9740            103             66             15
       116.2286                  8.9809             80             51             12
       116.2500                  8.9826             72             40             12
       116.3391                  8.9894             74             46             11
       116.4281                  8.9963             92             43             13
       116.5171                  9.0032             91             38             23
       116.6060                  9.0101             91             45             22
       116.6949                  9.0169             68             42             13
       116.7840                  9.0238             75             30             21
       116.8730                  9.0307             88             38             23
       116.9620                  9.0375             93             41             26
       117.0512                  9.0444             72             30             28
       117.1401                  9.0513             53             16             16
       117.2292                  9.0582             59             20             13
       117.2500                  9.0598             51             25              8
       117.3390                  9.0666             75             15             18
       117.4280                  9.0735             72             20             26
       117.5171                  9.0804             89             30             33
       117.6061                  9.0873             55             26              7
       117.6950                  9.0941             70             26             18
       117.7840                  9.1010             62             27             14
       117.8729                  9.1079             81             34             20
       117.9617                  9.1148             66             29             10
       118.0507                  9.1216             96             51             26
       118.1397                  9.1285             72             26             21
       118.2285                  9.1354             59             14             14
       118.2500                  9.1370             47              9             10
       118.3389                  9.1439             66             16             27
       118.4278                  9.1508             75             23             23
       118.5167                  9.1576             59             15             16
       118.6053                  9.1645             75             18             13
       118.6941                  9.1714             70             11             33
       118.7829                  9.1783             65             16             20
       118.8718                  9.1851             50             24              9
       118.9607                  9.1920             42              9             12
       119.0497                  9.1989             55             11             20
       119.1386                  9.2057             83             27             25
       119.2276                  9.2126             66             18             19
       119.2500                  9.2144             70             20             19
       119.3389                  9.2212             72             27             17
       119.4279                  9.2281             96             35             18
       119.5167                  9.2350             79             34             21
       119.6057                  9.2418             69             35             18
       119.6945                  9.2487             68             41              5
       119.7834                  9.2556             83             44              7
       119.8727                  9.2625             80             45             21
       119.9614                  9.2693             84             33             19
       120.0503                  9.2762             88             36             25
       120.1392                  9.2831             96             39             23
       120.2280                  9.2899             88             34             15
       120.2500                  9.2916             86             28             11
       120.3390                  9.2985             79             27             18
       120.4279                  9.3054             87             29             21
       120.5168                  9.3123             68             30             11
       120.6057                  9.3191             76             19             21
       120.6945                  9.3260             71             18             22
       120.7834                  9.3329             63             24             14
       120.8722                  9.3397             71             31             17
       120.9613                  9.3466             59             21             23
       121.0502                  9.3535             64             18             20
       121.1390                  9.3604             69             24             13
       121.2280                  9.3672             87             29             27
       121.2500                  9.3689             82             34             19
       121.3390                  9.3758             83             30             26
       121.4279                  9.3827             84             30             13
       121.5168                  9.3895             67             32             10
       121.6055                  9.3964             52             17             10
       121.6943                  9.4033             38              9             14
       121.7833                  9.4102             57              6             21
       121.8722                  9.4170             66             13             16
       121.9610                  9.4239             53             14             11
       122.0498                  9.4308             61             20             19
       122.1385                  9.4376             64             17             22
       122.2276                  9.4445             95             38             25
       122.2500                  9.4463             97             37             26
       122.3388                  9.4531             62             29              8
       122.4278                  9.4600             75             32             24
       122.5165                  9.4669             66             34             14
       122.6054                  9.4737             88             36             21
       122.6941                  9.4806             80             36             16
       122.7828                  9.4875             77             27             19
       122.8718                  9.4944             80             38             16
       122.9610                  9.5012             88             32             24
       123.0501                  9.5081             97             57             12
       123.1391                  9.5150             92             53             12
       123.2281                  9.5218             87             51             11
       123.2500                  9.5235             82             52             10
       123.3389                  9.5304             93             50             15
       123.4278                  9.5373            111             54             17
       123.5167                  9.5441             76             41             15
       123.6056                  9.5510             72             41             11
       123.6945                  9.5579             63             34             16
       123.7835                  9.5648             67             32             15
       123.8723                  9.5716             81             23             41
       123.9614                  9.5785             74             20             21
       124.0504                  9.5854             73             30             20
       124.1394                  9.5922             79             46             26
       124.2286                  9.5991             91             57             14
       124.2500                  9.6008             93             44             24
       124.3390                  9.6077             81             50             12
       124.4281                  9.6145             85             38             25
       124.5174                  9.6214             95             52             13
       124.6065                  9.6283             95             49             15
       124.6954                  9.6351             71             50             11
       124.7845                  9.6420            103             48             31
       124.8735                  9.6489             86             42             15
       124.9623                  9.6558             56             28              6
       125.0514                  9.6626             72             27             22
       125.1403                  9.6695             78             37             17
       125.2291                  9.6764             59             23             14
       125.2500                  9.6780             80             31             24
       125.3389                  9.6849             65             33             10
       125.4280                  9.6917             63             16             14
       125.5168                  9.6986             85             27             22
       125.6057                  9.7055             97             33             21
       125.6947                  9.7123             77             34             15
       125.7836                  9.7192             71             21             31
       125.8725                  9.7261             65             23             17
       125.9615                  9.7330             71             29             20
       126.0502                  9.7398             70             27             24
       126.1392                  9.7467             73             17             20
       126.2282                  9.7536             81             44             18
       126.2500                  9.7553             92             41             20
       126.3388                  9.7621             95             39             12
       126.4276                  9.7690             75             30             15
