     collisions(billions)   time(microsecond)   total hb    interpeptide hb   hb_alpha
        19.2304                  1.4857             93             55             13
        19.2500                  1.4872            100             62             21
        19.3389                  1.4941             87             51             13
        19.4280                  1.5009             76             48             11
        19.5171                  1.5078             86             41             28
        19.6061                  1.5147             88             40             15
        19.6952                  1.5216             86             50              8
        19.7842                  1.5284             98             45             13
        19.8733                  1.5353             90             48             15
        19.9624                  1.5422             79             42             17
        20.0515                  1.5490             98             64             12
        20.1406                  1.5559             85             54             15
        20.2297                  1.5628             87             52             22
        20.2500                  1.5643             88             49             18
        20.3389                  1.5712            115             71             26
        20.4278                  1.5781            105             75             19
        20.5170                  1.5850            113             74             19
        20.6061                  1.5918            112             75             25
        20.6951                  1.5987            110             83             11
        20.7840                  1.6056            111             84             16
        20.8729                  1.6125             73             57             10
        20.9621                  1.6193             91             51             18
        21.0511                  1.6262             88             61             12
        21.1401                  1.6331            109             71             25
        21.2290                  1.6399            115             79             27
        21.2500                  1.6416            102             68             22
        21.3391                  1.6484            102             66             17
        21.4280                  1.6553             96             55             17
        21.5170                  1.6622             88             43             17
        21.6062                  1.6691             90             43             24
        21.6949                  1.6759             87             47             12
        21.7839                  1.6828             94             47             19
        21.8729                  1.6897             88             53             13
        21.9618                  1.6965             80             49             15
        22.0506                  1.7034             76             47             16
        22.1395                  1.7103             88             50             15
        22.2282                  1.7172            102             44             21
        22.2500                  1.7188             92             43             19
        22.3390                  1.7257             79             26             14
        22.4278                  1.7326             83             34             16
        22.5168                  1.7395            102             44             20
        22.6059                  1.7463             82             42             15
        22.6950                  1.7532             98             47             24
        22.7839                  1.7601             95             46             16
        22.8728                  1.7669             79             53              3
        22.9619                  1.7738             89             48              8
        23.0508                  1.7807             88             34             32
        23.1396                  1.7876             80             39             25
        23.2282                  1.7944             89             39             25
        23.2500                  1.7961             84             45             22
        23.3389                  1.8030             74             34             12
        23.4277                  1.8099             69             35              8
        23.5165                  1.8167             94             41             25
        23.6055                  1.8236             83             32             18
        23.6943                  1.8305             66             27             25
        23.7834                  1.8373             76             34             22
        23.8723                  1.8442            103             58             12
        23.9614                  1.8511             88             41             17
        24.0504                  1.8580             89             32             21
        24.1396                  1.8648             88             49             16
        24.2286                  1.8717            109             58             15
        24.2500                  1.8734             97             56             18
        24.3392                  1.8802             85             48             16
        24.4283                  1.8871            108             64             18
        24.5174                  1.8940            101             62             19
        24.6067                  1.9008             71             43             13
        24.6957                  1.9077             71             24             19
        24.7847                  1.9146             65             26             15
        24.8738                  1.9215             93             52             12
        24.9628                  1.9283             71             44             11
        25.0516                  1.9352             67             33             19
        25.1406                  1.9421             84             35             26
        25.2295                  1.9490             66             31             11
        25.2500                  1.9505             70             33             17
        25.3391                  1.9574             74             46              8
        25.4280                  1.9643             76             30             28
        25.5171                  1.9712             63             36             16
        25.6059                  1.9780             67             36             14
        25.6948                  1.9849             75             42             16
        25.7837                  1.9918             81             39             18
        25.8726                  1.9986             80             47             17
        25.9616                  2.0055             67             38             17
        26.0504                  2.0124             85             39             18
        26.1393                  2.0193             96             49             17
        26.2280                  2.0261             85             41              9
        26.2500                  2.0278             76             48              6
        26.3389                  2.0347             75             40              8
        26.4280                  2.0416             75             37             19
        26.5169                  2.0484             95             52             14
        26.6057                  2.0553             83             49             16
        26.6948                  2.0622             77             36             20
        26.7838                  2.0691             68             33             14
        26.8727                  2.0759             66             38             10
        26.9618                  2.0828             85             38             16
        27.0509                  2.0897             71             26             17
        27.1398                  2.0965             69             26             15
        27.2286                  2.1034             70             23             16
        27.2500                  2.1051             61             19             10
        27.3390                  2.1119             77             28             23
        27.4280                  2.1188             73             20             19
        27.5168                  2.1257             45             14             14
        27.6057                  2.1326             56             17             20
        27.6947                  2.1394             72             22             20
        27.7839                  2.1463             89             36             19
        27.8729                  2.1532            110             55             17
        27.9620                  2.1600            113             53              9
        28.0511                  2.1669             82             39             17
        28.1402                  2.1738             84             35             29
        28.2292                  2.1807             61             25             16
        28.2500                  2.1823             64             21             26
        28.3391                  2.1891             85             32             31
        28.4277                  2.1960             73             24             14
        28.5166                  2.2029             59             30             11
        28.6054                  2.2097             72             30             18
        28.6944                  2.2166             62             25             11
        28.7833                  2.2235             66             24             23
        28.8724                  2.2304             90             41             19
        28.9612                  2.2372             60             20             14
        29.0501                  2.2441             70             22             18
        29.1389                  2.2510             81             32             16
        29.2277                  2.2579             58             13             16
        29.2500                  2.2596             53             13             19
        29.3390                  2.2665             71             13             32
        29.4278                  2.2733             75             20             22
        29.5167                  2.2802             81             20             20
        29.6053                  2.2871             62             26             13
        29.6943                  2.2939             69             21             26
        29.7832                  2.3008             85             31             26
        29.8719                  2.3077             70             23              8
        29.9611                  2.3146             74             32             22
        30.0501                  2.3214             70             27             17
        30.1390                  2.3283             73             33             16
        30.2280                  2.3352             94             47             29
        30.2500                  2.3369             81             43             24
        30.3387                  2.3437             75             43              8
        30.4278                  2.3506             83             43             22
        30.5168                  2.3575             79             43             11
        30.6059                  2.3644            111             57             23
        30.6949                  2.3712             94             44             28
        30.7838                  2.3781             76             35             15
        30.8726                  2.3850             76             37             15
        30.9614                  2.3918             81             41             18
        31.0503                  2.3987             80             21             26
        31.1392                  2.4056             71             26             28
        31.2279                  2.4125             58             20             18
        31.2500                  2.4142             49             21             11
        31.3390                  2.4210             66             25              7
        31.4280                  2.4279             53             21             13
        31.5167                  2.4348             53             16             14
        31.6055                  2.4417             61             22             12
        31.6944                  2.4485             60             25              9
        31.7831                  2.4554             68             23             24
        31.8720                  2.4623             68             32             11
        31.9610                  2.4692             51             21             12
        32.0498                  2.4760             69             36             13
        32.1387                  2.4829             66             26             20
        32.2276                  2.4898             87             39             23
        32.2500                  2.4915            100             46             27
        32.3390                  2.4984            111             59             19
        32.4282                  2.5052             94             52             22
        32.5170                  2.5121            104             53             16
        32.6058                  2.5190             94             48             17
        32.6948                  2.5258             61             32             17
        32.7836                  2.5327             91             55             17
        32.8728                  2.5396             88             47             17
        32.9618                  2.5465             83             46             18
        33.0507                  2.5533             93             57             14
        33.1398                  2.5602             84             54             15
        33.2287                  2.5671            100             70             17
        33.2500                  2.5687            110             70             22
        33.3389                  2.5756             98             63             16
        33.4279                  2.5825             99             56             25
        33.5169                  2.5893             92             50             14
        33.6060                  2.5962            101             56              9
        33.6952                  2.6031             72             34              7
        33.7843                  2.6100             82             38             18
        33.8732                  2.6168             77             27             31
        33.9622                  2.6237             75             31             26
        34.0512                  2.6306             79             25             26
        34.1402                  2.6374             78             28             28
        34.2292                  2.6443             63             34             11
        34.2500                  2.6459             73             40             14
        34.3388                  2.6528             69             29             13
        34.4275                  2.6597             79             34             18
        34.5164                  2.6665             85             33             35
        34.6055                  2.6734             73             27             24
        34.6945                  2.6803             83             45             10
        34.7835                  2.6872             88             33             15
        34.8726                  2.6940             96             34             17
        34.9615                  2.7009             64             36             14
        35.0504                  2.7078             57             23             13
        35.1393                  2.7147             56             17             14
        35.2283                  2.7215             77             28             25
        35.2500                  2.7232             76             28             14
        35.3389                  2.7301             54             25              8
        35.4278                  2.7369             72             34              9
        35.5167                  2.7438             85             19             31
        35.6057                  2.7507             77             42             13
        35.6945                  2.7576             80             30             21
        35.7834                  2.7644             77             42              7
        35.8725                  2.7713             87             41             15
        35.9615                  2.7782             85             36             25
        36.0505                  2.7851             67             27             18
        36.1395                  2.7919             81             48             12
        36.2284                  2.7988             93             56             16
        36.2500                  2.8005             91             48             15
        36.3388                  2.8073             66             30              8
        36.4275                  2.8142             70             32              9
        36.5165                  2.8211             45             17              6
        36.6055                  2.8280             85             36             23
        36.6946                  2.8348             90             37             22
        36.7836                  2.8417             90             54             14
        36.8725                  2.8486             93             46             23
        36.9614                  2.8554             71             37              4
        37.0503                  2.8623             52             24              7
        37.1392                  2.8692             80             34             10
        37.2280                  2.8761             72             33             16
        37.2500                  2.8778             72             35             18
        37.3389                  2.8846             59             31             12
        37.4278                  2.8915             80             45             12
        37.5169                  2.8984             67             29              9
        37.6055                  2.9053             74             41             14
        37.6945                  2.9121             87             43             15
        37.7835                  2.9190             89             44             21
        37.8725                  2.9259             75             30             21
        37.9615                  2.9327             53             23             15
        38.0503                  2.9396             65             26             21
        38.1392                  2.9465             72             36             11
        38.2281                  2.9534             92             35             17
        38.2500                  2.9551             78             43              8
        38.3390                  2.9619            108             56             21
        38.4279                  2.9688             76             41             12
        38.5169                  2.9757             74             31             13
        38.6060                  2.9825             90             40             24
        38.6952                  2.9894            100             41             24
        38.7841                  2.9963             73             39              9
        38.8729                  3.0032             77             52              8
        38.9618                  3.0100             88             43             16
        39.0506                  3.0169             89             42             22
        39.1398                  3.0238             69             41              9
        39.2288                  3.0306             85             44             16
        39.2500                  3.0323             78             37             16
        39.3390                  3.0392             67             27             18
        39.4281                  3.0460             55             20             14
        39.5171                  3.0529             68             20             12
        39.6063                  3.0598             75             23             23
        39.6952                  3.0666             94             33             21
        39.7843                  3.0735             71             20             20
        39.8732                  3.0804             57             23              8
        39.9620                  3.0873             59             19             17
        40.0509                  3.0941             63             25             16
        40.1397                  3.1010             74             21             25
        40.2285                  3.1079             67             26              7
        40.2500                  3.1095             71             24              8
        40.3387                  3.1164             66             25             13
        40.4276                  3.1233             80             37             18
        40.5167                  3.1302             79             27             20
        40.6059                  3.1370             79             36             12
        40.6949                  3.1439             59             18             18
        40.7836                  3.1508             78             33              7
        40.8725                  3.1576             75             30             19
        40.9614                  3.1645             72             25             27
        41.0503                  3.1714             76             31             17
        41.1395                  3.1783             83             31             26
        41.2285                  3.1851             66             33              8
        41.2500                  3.1868             84             42             16
        41.3389                  3.1937             84             46             15
        41.4279                  3.2005             91             30             18
        41.5169                  3.2074             63             31             11
        41.6059                  3.2143             73             24             22
        41.6947                  3.2212             62             39             13
        41.7837                  3.2280             86             29             23
        41.8727                  3.2349            101             44             19
        41.9619                  3.2418             73             33             15
        42.0510                  3.2486             86             46             20
        42.1399                  3.2555             74             48              7
        42.2288                  3.2624             87             47             11
        42.2500                  3.2640             99             60             13
        42.3389                  3.2709             72             48             11
        42.4281                  3.2778             78             42             28
        42.5169                  3.2846             55             16             13
        42.6056                  3.2915             62             25             18
        42.6947                  3.2984             80             22             26
        42.7835                  3.3052             86             39             26
        42.8724                  3.3121             63             21             15
        42.9612                  3.3190             65             32             20
        43.0502                  3.3259             81             38             21
        43.1391                  3.3327             79             28             29
        43.2282                  3.3396             84             30             32
        43.2500                  3.3413             73             32             16
        43.3389                  3.3482             69             42             15
        43.4279                  3.3550             61             17             17
        43.5171                  3.3619             47             15             16
        43.6058                  3.3688             59             21             10
        43.6948                  3.3757             52             21             18
        43.7838                  3.3825             66             12             20
        43.8727                  3.3894             69             12             21
        43.9615                  3.3963             63             18             19
