     collisions(billions)   time(microsecond)   total hb    interpeptide hb   hb_alpha
        78.7842                  6.0865             94             43             17
        78.8734                  6.0934             90             40             23
        78.9626                  6.1002             89             42             17
        79.0517                  6.1071             68             31             18
        79.1408                  6.1140             69             35             14
        79.2296                  6.1208             87             51             13
        79.2500                  6.1224             80             39             19
        79.3392                  6.1293             77             54             12
        79.4283                  6.1362            100             55             12
        79.5172                  6.1430             92             49             11
        79.6060                  6.1499             80             48              4
        79.6951                  6.1568             75             46             11
        79.7839                  6.1636             80             36             29
        79.8728                  6.1705             93             48             22
        79.9617                  6.1774            107             61             22
        80.0508                  6.1843             96             57              8
        80.1397                  6.1911            103             55             33
        80.2287                  6.1980             93             52             24
        80.2500                  6.1997             93             52             20
        80.3388                  6.2065             97             62             11
        80.4278                  6.2134             83             35             21
        80.5170                  6.2203             81             43             11
        80.6059                  6.2271             62             27             14
        80.6949                  6.2340             88             44             31
        80.7837                  6.2409             91             55             17
        80.8729                  6.2478            100             48             31
        80.9619                  6.2546             79             50              6
        81.0510                  6.2615            104             54             12
        81.1400                  6.2684             83             48             10
        81.2289                  6.2752             94             54             10
        81.2500                  6.2769             94             54             14
        81.3394                  6.2838             93             48             21
        81.4283                  6.2906             92             70             15
        81.5174                  6.2975            114             72             20
        81.6064                  6.3044             77             49             19
        81.6954                  6.3113             84             56             13
        81.7844                  6.3181             88             66             15
        81.8734                  6.3250             89             64             10
        81.9623                  6.3319             95             60             17
        82.0513                  6.3387             73             46             11
        82.1403                  6.3456             86             52             19
        82.2293                  6.3525             89             53             17
        82.2500                  6.3541             85             38             25
        82.3392                  6.3610             97             64             15
        82.4285                  6.3678             79             47             16
        82.5175                  6.3747             72             34             20
        82.6065                  6.3816             76             57              8
        82.6956                  6.3884             71             53             10
        82.7845                  6.3953             96             60             17
        82.8735                  6.4022             69             40              6
        82.9623                  6.4091             80             38             16
        83.0514                  6.4159             61             35              8
        83.1402                  6.4228             85             43             18
        83.2292                  6.4297             80             31              8
        83.2500                  6.4313             80             32             20
        83.3391                  6.4381             78             21             29
        83.4281                  6.4450             91             47             24
        83.5169                  6.4519             77             48              8
        83.6058                  6.4588             87             54              8
        83.6947                  6.4656             95             60             16
        83.7836                  6.4725             80             38             21
        83.8726                  6.4794             90             52             18
        83.9618                  6.4863             98             43             27
        84.0507                  6.4931             82             43             10
        84.1399                  6.5000             78             43             20
        84.2290                  6.5069             84             55             12
        84.2500                  6.5085             80             59              6
        84.3390                  6.5154             91             48             21
        84.4280                  6.5222             78             38             22
        84.5169                  6.5291            102             39             27
        84.6058                  6.5360             88             46             16
        84.6947                  6.5428            112             60             20
        84.7839                  6.5497             85             48              7
        84.8729                  6.5566             98             50             16
        84.9619                  6.5635             90             52             11
        85.0508                  6.5703            115             65             16
        85.1401                  6.5772             92             52              7
        85.2293                  6.5841            134             82             17
        85.2500                  6.5857            104             60             16
        85.3392                  6.5925            114             55             23
        85.4280                  6.5994            102             36             22
        85.5170                  6.6063            105             48             15
        85.6058                  6.6132             98             44             17
        85.6950                  6.6200            102             56             13
        85.7842                  6.6269             97             42             21
        85.8730                  6.6338            109             56             17
        85.9621                  6.6406             93             58             13
        86.0509                  6.6475            100             55             15
        86.1396                  6.6544             82             42             16
        86.2286                  6.6613             63             44              5
        86.2500                  6.6629             87             52             17
        86.3392                  6.6698             89             52             16
        86.4282                  6.6767             87             34             16
        86.5169                  6.6835             75             33              7
        86.6058                  6.6904             82             33             17
        86.6947                  6.6973             90             32             19
        86.7837                  6.7042             84             34             17
        86.8727                  6.7110             73             26             12
        86.9616                  6.7179             82             39             10
        87.0505                  6.7248             91             38             14
        87.1395                  6.7316             78             31             17
        87.2284                  6.7385             89             54             14
        87.2500                  6.7402             76             42             12
        87.3391                  6.7471             82             44             17
        87.4281                  6.7539             72             31             19
        87.5172                  6.7608             64             27             12
        87.6061                  6.7677             93             47             22
        87.6951                  6.7745             67             33             13
        87.7840                  6.7814             83             51             14
        87.8730                  6.7883             62             24             26
        87.9619                  6.7952             71             24             19
        88.0509                  6.8020             75             32             17
        88.1400                  6.8089             74             30             20
        88.2288                  6.8158             60             25             19
        88.2500                  6.8174             63             19             15
        88.3387                  6.8243             72             31             10
        88.4276                  6.8312             66             27             17
        88.5163                  6.8380             74             39             14
        88.6051                  6.8449             81             36             17
        88.6941                  6.8518             79             33              7
        88.7830                  6.8586             57             27             12
        88.8718                  6.8655             63             23             12
        88.9608                  6.8724             92             42             14
        89.0499                  6.8793             84             33             16
        89.1389                  6.8861             89             32             25
        89.2279                  6.8930             77             37             19
        89.2500                  6.8947             82             43             21
        89.3389                  6.9016             66             20             12
        89.4278                  6.9085             87             33             23
        89.5166                  6.9153             70             32             17
        89.6053                  6.9222             66             22             14
        89.6941                  6.9291             62             22             17
        89.7831                  6.9359             80             27             18
        89.8720                  6.9428             86             20             24
        89.9608                  6.9497             67              6             35
        90.0498                  6.9566             58             14             24
        90.1386                  6.9634             57             20             16
        90.2274                  6.9703             70             24             19
        90.2500                  6.9720             71             24             22
        90.3390                  6.9789             62             21             13
        90.4280                  6.9858             57             15             18
        90.5166                  6.9927             57             18             12
        90.6056                  6.9995             83             31             21
        90.6945                  7.0064             56             23             15
        90.7831                  7.0133             55             17             12
        90.8721                  7.0202             59             15             19
        90.9610                  7.0270             63             23             19
        91.0500                  7.0339             68             23             24
        91.1390                  7.0408             59             28             19
        91.2278                  7.0476             79             31             24
        91.2500                  7.0494             65             28             16
        91.3389                  7.0562             62             27             15
        91.4280                  7.0631             86             32             21
        91.5169                  7.0700             80             41             16
        91.6060                  7.0768             65             28              9
        91.6948                  7.0837             89             50             12
        91.7836                  7.0906             90             57              8
        91.8726                  7.0975            103             62             12
        91.9617                  7.1043            103             55             11
        92.0508                  7.1112             77             39             15
        92.1397                  7.1181             79             34             31
        92.2287                  7.1249             78             38             22
        92.2500                  7.1266             75             44             11
        92.3390                  7.1335             72             38             16
        92.4280                  7.1403             72             39             10
        92.5169                  7.1472             95             45             26
        92.6059                  7.1541             88             34             24
        92.6949                  7.1609             81             39             23
        92.7841                  7.1678             72             20             18
        92.8730                  7.1747             74             29             17
        92.9618                  7.1816             80             38             13
        93.0507                  7.1884             94             24             31
        93.1398                  7.1953             82             25             20
        93.2289                  7.2022             58             24             17
        93.2500                  7.2038             76             21             32
        93.3390                  7.2107             65             15             19
        93.4278                  7.2175             67             40             12
        93.5167                  7.2244             62             28             19
        93.6057                  7.2313             86             39              8
        93.6946                  7.2382             64             19             20
        93.7835                  7.2450             63             23             17
        93.8726                  7.2519             69             28             22
        93.9615                  7.2588             69             27             21
        94.0505                  7.2657             81             26             14
        94.1394                  7.2725             84             34             21
        94.2283                  7.2794             81             21             31
        94.2500                  7.2811             66             25             14
        94.3390                  7.2879             94             33             28
        94.4279                  7.2948             78             38             18
        94.5170                  7.3017             78             39             11
        94.6060                  7.3086             85             35             30
        94.6948                  7.3154             93             45             10
        94.7839                  7.3223             87             41              5
        94.8728                  7.3292             82             38             14
        94.9616                  7.3361             75             35             23
        95.0506                  7.3429             77             33             30
        95.1395                  7.3498             81             49             12
        95.2286                  7.3567             86             40             19
        95.2500                  7.3583             57             27              9
        95.3388                  7.3652            105             49             24
        95.4277                  7.3721            101             49             25
        95.5167                  7.3789            120             59             12
        95.6056                  7.3858            104             68              4
        95.6945                  7.3927            103             53             13
        95.7835                  7.3996            112             68             21
        95.8722                  7.4064            110             66             18
        95.9612                  7.4133            104             61             14
        96.0503                  7.4202             99             61             12
        96.1391                  7.4270            116             55             31
        96.2280                  7.4339            105             76             18
        96.2500                  7.4356            105             69             18
        96.3391                  7.4425            125             72             14
        96.4281                  7.4494            131             81             17
        96.5170                  7.4562            126             62             28
        96.6060                  7.4631            119             70             14
        96.6953                  7.4700            106             57             10
        96.7843                  7.4768             98             61             19
        96.8731                  7.4837             80             49             16
        96.9621                  7.4906             85             42             17
        97.0512                  7.4975             61             49              7
        97.1402                  7.5043             95             52             23
        97.2292                  7.5112             95             60             17
        97.2500                  7.5128             87             52             12
        97.3389                  7.5197             96             61             23
        97.4279                  7.5266             93             60             24
        97.5169                  7.5334             91             55             19
        97.6059                  7.5403             94             53             21
        97.6950                  7.5472             85             44             17
        97.7839                  7.5540             79             52             14
        97.8729                  7.5609            101             61             25
        97.9619                  7.5678             84             43             16
        98.0512                  7.5747            105             44             29
        98.1402                  7.5815            105             50             16
        98.2293                  7.5884            109             49             28
        98.2500                  7.5900            100             45             30
        98.3393                  7.5969             92             64             12
        98.4284                  7.6037            100             59             28
        98.5174                  7.6106             79             35             23
        98.6063                  7.6175             67             34             27
        98.6955                  7.6244             81             46             13
        98.7845                  7.6312             73             45             14
        98.8737                  7.6381             87             38             14
        98.9627                  7.6450             76             46             10
        99.0518                  7.6518             74             41             17
        99.1407                  7.6587             66             26             15
        99.2298                  7.6656             58             12             15
        99.2500                  7.6671             60             16             17
        99.3388                  7.6740             52             24              8
        99.4277                  7.6809             69             34              8
        99.5165                  7.6878             80             43             14
        99.6057                  7.6946            100             76             10
        99.6949                  7.7015             89             58             16
        99.7842                  7.7084            104             74             14
        99.8733                  7.7153            108             72             19
        99.9622                  7.7221            108             68             17
       100.0515                  7.7290            118             73             16
       100.1408                  7.7359            116             79             17
       100.2299                  7.7427            113             67             25
       100.2500                  7.7443             89             60             10
       100.3390                  7.7512            107             61             17
       100.4282                  7.7580            117             64             15
       100.5171                  7.7649            115             54             25
       100.6061                  7.7718             80             51             10
       100.6951                  7.7787             75             45             11
       100.7841                  7.7855             98             57             16
       100.8731                  7.7924            112             67             26
       100.9622                  7.7993             85             46             21
       101.0512                  7.8061             94             54             12
       101.1401                  7.8130             73             36              9
       101.2289                  7.8199             72             29             12
       101.2500                  7.8215             70             38             12
       101.3390                  7.8284            107             50             18
       101.4280                  7.8353            102             47             22
       101.5173                  7.8421             88             50             11
       101.6063                  7.8490             86             47             18
       101.6953                  7.8559             81             49             13
       101.7845                  7.8628             80             34             27
       101.8735                  7.8696             92             38             17
       101.9627                  7.8765             83             28             30
       102.0516                  7.8834             66             32             12
       102.1406                  7.8902             72             28             13
       102.2294                  7.8971             82             42             20
       102.2500                  7.8987             71             36             21
       102.3389                  7.9056             73             40             15
       102.4279                  7.9125             97             54             16
       102.5168                  7.9193             89             47             16
       102.6058                  7.9262             82             19             27
       102.6949                  7.9331             98             44             29
       102.7837                  7.9399             89             33             24
       102.8726                  7.9468             94             33             23
       102.9617                  7.9537             80             37             14
       103.0508                  7.9606             98             51             21
       103.1399                  7.9674             98             40             25
       103.2290                  7.9743             88             42             20
       103.2500                  7.9759             99             50             25
       103.3390                  7.9828             87             47             13
       103.4278                  7.9897             71             33             19
       103.5166                  7.9965             66             40             20
       103.6056                  8.0034             75             42             10
       103.6944                  8.0103             81             48             18
       103.7835                  8.0172             98             44             20
       103.8727                  8.0240             75             43             23
       103.9618                  8.0309             91             51             13
       104.0509                  8.0378             77             49             13
       104.1402                  8.0446             78             45             18
       104.2291                  8.0515             93             63             11
       104.2500                  8.0531            102             58             17
       104.3390                  8.0600             99             53             11
       104.4281                  8.0669            126             62             30
       104.5171                  8.0737            108             69             15
       104.6061                  8.0806            103             52             18
       104.6951                  8.0875             85             43             17
       104.7841                  8.0944             81             50              9
       104.8731                  8.1012             83             50             10
       104.9622                  8.1081             79             57             10
       105.0512                  8.1150             91             66              8
       105.1402                  8.1219             85             48             14
       105.2294                  8.1287             76             41             11
       105.2500                  8.1303             97             46             24
       105.3391                  8.1372             85             47             11
       105.4282                  8.1441             78             53             14
       105.5173                  8.1509             96             57             15
       105.6063                  8.1578             80             55             12
       105.6951                  8.1647             80             50             17
       105.7842                  8.1715            107             59             20
       105.8732                  8.1784             82             31             29
       105.9621                  8.1853             68             30             18
       106.0513                  8.1922             57             29             10
       106.1404                  8.1990             86             45             21
       106.2296                  8.2059            116             64             27
       106.2500                  8.2075            120             59             29
       106.3390                  8.2143             95             59             15
       106.4280                  8.2212             89             44             19
       106.5170                  8.2281            101             47             26
       106.6061                  8.2350             90             42             22
       106.6951                  8.2418             80             36             15
       106.7840                  8.2487             77             38              9
       106.8729                  8.2556             58             20             12
       106.9617                  8.2625             67             31             15
       107.0504                  8.2693             64             25             13
       107.1393                  8.2762             77             32             19
       107.2283                  8.2831             89             47             22
       107.2500                  8.2847             94             49             23
       107.3389                  8.2916             91             49             17
       107.4279                  8.2985             81             36             11
       107.5168                  8.3054             86             42             20
       107.6059                  8.3122             79             39             23
       107.6949                  8.3191             83             52              7
       107.7842                  8.3260             84             55             12
       107.8734                  8.3328             86             52             15
       107.9624                  8.3397            112             54             25
       108.0514                  8.3466            100             54             16
       108.1406                  8.3535             87             46             12
       108.2295                  8.3603            101             56             17
       108.2500                  8.3619            101             58             11
       108.3392                  8.3688             93             63             10
       108.4283                  8.3757             93             63             11
       108.5173                  8.3825             93             57             20
       108.6063                  8.3894            111             81             21
       108.6954                  8.3963            101             54             29
       108.7843                  8.4032            121             75             13
       108.8732                  8.4100            117             79             16
       108.9622                  8.4169            105             70             13
       109.0513                  8.4238             81             42             14
       109.1404                  8.4306             80             45             14
       109.2294                  8.4375             71             32             13
       109.2500                  8.4391             70             36             11
       109.3390                  8.4460             77             49              8
       109.4280                  8.4528            104             47             27
       109.5170                  8.4597            101             52             16
       109.6060                  8.4666             97             66              7
       109.6951                  8.4735             70             46             10
       109.7838                  8.4803            114             68              8
       109.8729                  8.4872            112             72             21
       109.9619                  8.4941            119             74             20
       110.0510                  8.5010            105             64             14
       110.1401                  8.5078            126             71             26
       110.2291                  8.5147            105             62             17
       110.2500                  8.5163            108             64             19
       110.3391                  8.5232            102             53             10
       110.4280                  8.5300             80             36             19
       110.5168                  8.5369             75             34             21
       110.6060                  8.5438             77             38              9
       110.6948                  8.5507             70             34             16
       110.7838                  8.5575             78             43             15
       110.8726                  8.5644             82             50              9
       110.9615                  8.5713             94             58             12
       111.0505                  8.5782             84             42             17
       111.1396                  8.5850             88             37             25
       111.2287                  8.5919             82             36             14
       111.2500                  8.5935             67             34             14
       111.3391                  8.6004             85             43             14
       111.4283                  8.6073             91             46             17
       111.5174                  8.6142             82             39             11
       111.6065                  8.6210             77             35             15
       111.6954                  8.6279             88             27             29
       111.7843                  8.6348             84             44             26
       111.8731                  8.6416             70             31             17
       111.9622                  8.6485             76             43             19
       112.0514                  8.6554            104             66             16
       112.1404                  8.6623            102             59             18
       112.2294                  8.6691            115             81             12
       112.2500                  8.6707            109             78             11
       112.3389                  8.6776            103             85              2
       112.4281                  8.6845            101             61             14
       112.5172                  8.6913            112             73             11
       112.6063                  8.6982             99             52             23
       112.6956                  8.7051             92             42             25
       112.7845                  8.7120            100             41             26
       112.8735                  8.7188             78             40              8
       112.9625                  8.7257             85             34             15
       113.0514                  8.7326             80             39             17
       113.1402                  8.7394             87             45             17
       113.2292                  8.7463             92             43             19
       113.2500                  8.7479             78             36             14
       113.3390                  8.7548             72             38             17
       113.4278                  8.7617             66             27             13
       113.5171                  8.7685             88             39             11
       113.6061                  8.7754             75             35             13
       113.6950                  8.7823             67             27              7
       113.7840                  8.7892             64             17             18
       113.8729                  8.7960             52             17             15
       113.9619                  8.8029             71             25             14
       114.0509                  8.8098             65             26             12
       114.1397                  8.8166             52             13             20
       114.2284                  8.8235             69             15             19
       114.2500                  8.8252             63             18             11
       114.3390                  8.8321             71             22             19
       114.4280                  8.8389             72             28             16
       114.5169                  8.8458             84             40             13
       114.6057                  8.8527             74             20             20
       114.6947                  8.8595             76             22             27
       114.7838                  8.8664             80             30             19
       114.8728                  8.8733             61             30             17
       114.9617                  8.8802             68             18             22
       115.0506                  8.8870             49             17             12
       115.1394                  8.8939             61              9             16
       115.2281                  8.9008             67             26             17
       115.2500                  8.9025             73             37             19
       115.3389                  8.9093             75             22             21
       115.4278                  8.9162             56              8             22
       115.5167                  8.9231             61             15             22
       115.6053                  8.9300             56             11             19
       115.6942                  8.9368             48             14             10
       115.7832                  8.9437             57              7             19
       115.8721                  8.9506             46             15              8
       115.9608                  8.9574             48             10             14
       116.0496                  8.9643             55              7             13
       116.1386                  8.9712             46              8             13
       116.2274                  8.9781             75             19             28
       116.2500                  8.9798             64             24             16
       116.3388                  8.9867             59             29              9
       116.4275                  8.9935             53             22             13
       116.5164                  9.0004             85             40             17
       116.6054                  9.0073            102             36             31
       116.6943                  9.0142             86             21             27
       116.7831                  9.0210             91             24             38
       116.8718                  9.0279             68             30             11
       116.9606                  9.0348             66             19             21
       117.0496                  9.0417             64             17             21
       117.1384                  9.0485             76             17             43
       117.2273                  9.0554             57             18             19
       117.2500                  9.0572             62             28              5
       117.3389                  9.0640             61             24             11
       117.4280                  9.0709             72             26             13
       117.5170                  9.0778             87             48             21
       117.6062                  9.0846             87             34             19
       117.6952                  9.0915             87             40             22
       117.7843                  9.0984             73             23             26
       117.8731                  9.1053             78             39              9
       117.9620                  9.1121             69             25             17
       118.0508                  9.1190             70             22             25
       118.1397                  9.1259             73             18             28
       118.2286                  9.1327             59             24             14
       118.2500                  9.1344             71             23             19
       118.3389                  9.1413             78             27             25
       118.4279                  9.1481             58             23              8
       118.5167                  9.1550             71             21              9
       118.6056                  9.1619             57             23              9
       118.6945                  9.1688             93             16             36
       118.7835                  9.1756             87             26             37
       118.8725                  9.1825             75             33             16
       118.9613                  9.1894             72             21             20
       119.0501                  9.1963             55              6             17
       119.1391                  9.2031             52             10             21
       119.2278                  9.2100             56             13             20
       119.2500                  9.2117             48             11             10
       119.3390                  9.2186             50              9             23
       119.4278                  9.2255             52             16             19
       119.5167                  9.2323             62             16             19
       119.6056                  9.2392             64             14             28
       119.6943                  9.2461             62             26             10
       119.7833                  9.2529             71             30             17
       119.8721                  9.2598             59             24              9
       119.9610                  9.2667             73             20             30
       120.0500                  9.2736             57             16             14
       120.1388                  9.2804             66             23             15
       120.2277                  9.2873             70             31             13
       120.2500                  9.2890             64             28             18
       120.3389                  9.2959             49             15             23
       120.4278                  9.3028             80             38             13
       120.5169                  9.3096             75             30             20
       120.6058                  9.3165             76             19             21
       120.6947                  9.3234             80             15             29
       120.7837                  9.3303             75             14             24
       120.8724                  9.3371             74             24             16
       120.9615                  9.3440             63             18             19
       121.0505                  9.3509             76             19             30
       121.1395                  9.3577             75             20             17
       121.2283                  9.3646             67             27             14
       121.2500                  9.3663             61             23             10
       121.3389                  9.3732             58             18             14
       121.4279                  9.3800             60             14             17
       121.5166                  9.3869             57             23             10
       121.6055                  9.3938             72             41             15
       121.6943                  9.4007             71             10             26
       121.7831                  9.4075             41             13             13
       121.8719                  9.4144             61             18             21
       121.9607                  9.4213             58              9             19
       122.0495                  9.4281             55             18             18
       122.1384                  9.4350             59             10             31
       122.2272                  9.4419             69             19             36
       122.2500                  9.4436             73             21             24
       122.3390                  9.4505             68             27             20
       122.4279                  9.4574             61             12             27
       122.5168                  9.4643             78             20             25
       122.6057                  9.4711             73             31             17
       122.6946                  9.4780             76             35             19
       122.7835                  9.4849             76             37             13
       122.8726                  9.4918             90             46             20
