Chain LastFrame_RMSD_Angstrom
  1       1.4266
  2       2.0882
  3       1.3780
  4       0.8032
  5       1.4815
  6       1.3385
  7       2.2216
  8       1.3504
  9       1.3453
 10       0.6236
 11       1.7454
 12       1.7445
 13       1.3133
 14       1.1324
 15       1.4305
 16       2.4852
 17       1.8469
 18       1.5556
 19       1.9431
 20       0.5892
 21       1.0069
 22       1.8591
 23       1.7399
 24       1.1575
 25       3.8912
 26       1.0807
 27       1.4330
 28       1.2975
 29       0.6987
 30       2.1084
 31       2.8738
 32       1.7471
 33       1.1962
 34       1.3357
 35       1.8274
 36       1.5271
 37       0.8865
 38       1.4092
 39       1.3777
 40       1.8503
 41       1.5683
 42       1.7943
 43       1.4259
 44       1.7076
 45       1.5647
 46       1.9798
 47       1.2611
 48       3.6140
